ITEM   	 LEN_S 	
basis	   2	
basket	   2	
basketful	   -  	
basques	   -  	
basses	   2	
bassets	   -  	
bassinet	   -  	
bassinets	   -  	
bassist	   -  	
bassoons	   -  	
bastards	   2	
bastardy	   3	
baster	   -  	
basti	   -  	
bastinado	   -  	
bastion	   2	
bastions	   2	
batata	   -  	
batches	   2	
bather	   -  	
bathers	   2	
bathhouses	   -  	
bathmat	   -  	
bathrobes	   -  	
bathroom	   2	
bathrooms	   2	
baths	   1	
bathwater	   -  	
batik	   2	
batons	   2	
batsman	   2	
batsmen	   2	
batt	   -  	
battalion	   3	
battalions	   3	
batteries	   3	
battleaxe	   -  	
battlement	   -  	
battler	   -  	
battles	   2	
battleship	   3	
batwing	   -  	
batwoman	   -  	
baubles	   2	
baud	   -  	
bauhinia	   -  	
bauxite	   2	
bawd	   -  	
bawds	   -  	
bayaderes	   -  	
bayberry	   -  	
baymen	   -  	
bayonets	   3	
bazaar	   2	
bazaars	   2	
bazookas	   3	
beaches	   2	
beachheads	   -  	
beachside	   -  	
beachwear	   -  	
beacons	   -  	
beads	   1	
beadwork	   -  	
beagles	   2	
beak	   1	
beakers	   2	
beakhead	   -  	
beaks	   1	
beamers	   -  	
beanbags	   -  	
beaners	   -  	
beanery	   -  	
beanies	   -  	
bearder	   -  	
beards	   1	
bearer	   2	
bearers	   2	
bearings	   2	
bearskin	   -  	
bearskins	   -  	
beast	   1	
beasts	   1	
beater	   -  	
beaters	   2	
beatings	   2	
beatitudes	   4	
beatnik	   2	
beatniks	   2	
beaus	   -  	
beauti	   -  	
beautician	   -  	
beauties	   2	
beauty	   2	
bedbugs	   -  	
bedchamber	   -  	
bedclothes	   2	
bedcovers	   -  	
bedfellow	   -  	
bedlamite	   -  	
bedmate	   -  	
bedouins	   3	
bedpans	   -  	
bedpost	   -  	
bedposts	   -  	
bedridden	   3	
bedrock	   2	
bedrolls	   -  	
bedrooms	   2	
bedsheet	   -  	
bedsheets	   -  	
bedside	   2	
bedsit	   -  	
bedsore	   -  	
bedsores	   -  	
bedspreads	   2	
bedsprings	   -  	
bedsteads	   2	
bedtime	   2	
bedtimes	   -  	
beechnuts	   -  	
beefalo	   -  	
beefburger	   -  	
beefer	   -  	
beefsteaks	   -  	
beehives	   2	
beekeeper	   -  	
beekeeping	   -  	
beepers	   -  	
beerhouse	   -  	
beers	   1	
beeswax	   2	
beet	   1	
beetle	   2	
beetles	   2	
beetroot	   2	
beets	   1	
beeves	   -  	
beezer	   -  	
beforetime	   -  	
beggary	   -  	
beginner	   3	
beginners	   3	
beginnings	   3	
begonia	   -  	
begonias	   -  	
begorra	   -  	
behaviors	   -  	
behaviour	   3	
behaviours	   -  	
behead	   -  	
behemoth	   3	
behemoths	   -  	
behest	   2	
behinds	   -  	
beholder	   3	
beiges	   -  	
beignets	   -  	
beings	   2	
bejesus	   -  	
belabor	   -  	
beldame	   -  	
belfries	   -  	
belfry	   2	
belgians	   -  	
belief	   2	
beliefs	   2	
believer	   3	
believers	   3	
belladonna	   -  	
bellboys	   -  	
bellhops	   -  	
bellies	   2	
bellmen	   -  	
bellyache	   -  	
bellyaches	   -  	
bellyband	   -  	
bellyful	   3	
belongings	   3	
beloveds	   -  	
belter	   -  	
beltline	   -  	
bemusement	   -  	
bench	   1	
benches	   2	
benchmark	   -  	
benchmarks	   -  	
benedicite	   -  	
benefactor	   4	
benefits	   3	
bengaline	   -  	
benison	   -  	
bennies	   -  	
bentwood	   -  	
benzenes	   -  	
benzo	   -  	
benzoate	   -  	
bequest	   2	
bequests	   2	
ber	   -  	
berbers	   -  	
bere	   -  	
beret	   2	
berets	   2	
bergs	   -  	
beriberi	   4	
berkelium	   -  	
berliner	   -  	
berliners	   -  	
berms	   -  	
berretta	   -  	
berths	   1	
beryllium	   -  	
besoin	   -  	
bespin	   -  	
bestead	   -  	
bestiality	   -  	
bestowment	   -  	
bestride	   -  	
bestseller	   -  	
beta	   2	
betas	   -  	
bete	   -  	
betimes	   2	
betrayal	   3	
betrayals	   3	
betrayer	   -  	
betrayers	   -  	
betroth	   -  	
betrothal	   3	
betta	   -  	
betterment	   3	
bettors	   -  	
betweens	   -  	
beurre	   -  	
bevels	   -  	
beverage	   3	
beverages	   4	
bevies	   -  	
bevil	   -  	
bevvy	   -  	
bevy	   2	
bewitcher	   -  	
beyonds	   -  	
bezants	   -  	
bezel	   -  	
bezels	   -  	
bezique	   -  	
bezoar	   -  	
bhaji	   -  	
bhisti	   -  	
bialys	   -  	
biases	   3	
biathlon	   -  	
bibble	   -  	
bibelots	   -  	
bible	   2	
bibles	   2	
biceps	   2	
biconvex	   -  	
bicuspids	   -  	
bicycles	   3	
bidder	   2	
bidders	   -  	
biddies	   -  	
bidet	   2	
bidets	   -  	
biennial	   3	
bier	   1	
bigamist	   -  	
bigamy	   -  	
bigeminy	   -  	
biggies	   -  	
biggity	   -  	
bighorns	   -  	
bigmouths	   -  	
bigness	   2	
bigotries	   -  	
biguanide	   -  	
bigwig	   -  	
bijous	   -  	
biker	   -  	
bikers	   -  	
bikes	   1	
bikini	   3	
bikinis	   -  	
bilberry	   3	
bilbies	   -  	
bilirubin	   -  	
billabong	   -  	
billboards	   2	
billeting	   -  	
billfolds	   -  	
billhooks	   -  	
billiard	   2	
billies	   -  	
billion	   2	
billions	   2	
billionth	   2	
billon	   -  	
billyboy	   -  	
bilocation	   -  	
bima	   -  	
bimbos	   -  	
binaries	   -  	
binders	   -  	
bindings	   2	
bingo	   2	
bingos	   -  	
binnacle	   -  	
binocs	   -  	
binoculars	   4	
bins	   1	
bint	   -  	
biochemist	   -  	
biograph	   -  	
biographer	   4	
biography	   4	
biologics	   -  	
biologists	   4	
biology	   4	
biomass	   -  	
biometrics	   -  	
biophysics	   -  	
biopsy	   -  	
biorhythm	   -  	
biorhythms	   -  	
bios	   -  	
biosphere	   3	
biotics	   -  	
biotoxin	   -  	
bipeds	   -  	
biplane	   -  	
biplanes	   -  	
birdbath	   -  	
birdbaths	   -  	
birdbrains	   -  	
birdcalls	   -  	
birdhouse	   -  	
birdies	   2	
birdmen	   -  	
birdshot	   -  	
birdsong	   -  	
birth	   1	
birthdays	   2	
birthplace	   2	
birthrate	   2	
birthright	   2	
births	   1	
birthstone	   -  	
biscuit	   2	
bisect	   -  	
bisection	   -  	
bison	   2	
bisque	   -  	
bist	   -  	
bistros	   2	
bitchery	   -  	
bitchiness	   3	
biter	   -  	
biters	   -  	
bitmaps	   -  	
bitt	   -  	
bitterer	   -  	
bittern	   -  	
bitterness	   3	
bitters	   2	
bitumen	   3	
bivalves	   2	
biz	   1	
blabbers	   -  	
blackball	   -  	
blackballs	   -  	
blackberry	   3	
blackbirds	   2	
blackfish	   -  	
blackguard	   2	
blackheads	   2	
blackjacks	   -  	
blacklist	   -  	
blacklists	   -  	
blackness	   2	
blackout	   2	
blackouts	   2	
blacksnake	   -  	
blacktail	   -  	
bladder	   2	
bladders	   2	
blader	   -  	
blaggard	   -  	
blagueur	   -  	
blahs	   -  	
blamer	   -  	
blan	   -  	
blancs	   -  	
blandness	   2	
blankness	   2	
blaspheme	   2	
blasphemer	   -  	
blasphemes	   -  	
blasphemy	   3	
blaster	   -  	
blasters	   -  	
blatting	   -  	
blazer	   2	
blazers	   2	
blazon	   -  	
bleakness	   -  	
bleeder	   -  	
bleeders	   -  	
bleedings	   -  	
blemishes	   3	
blende	   -  	
blender	   2	
blenders	   -  	
blessings	   2	
blickey	   -  	
blighter	   -  	
blighters	   2	
blin	   -  	
blindman	   -  	
blindside	   -  	
blindsides	   -  	
blindworm	   -  	
blini	   -  	
blinis	   -  	
blinkers	   2	
blintz	   -  	
blintze	   -  	
blisses	   -  	
blite	   -  	
blizzard	   2	
blizzards	   -  	
blob	   1	
blobs	   1	
blockage	   2	
blockages	   -  	
blockheads	   -  	
blockhouse	   2	
blocs	   1	
blog	   -  	
blogs	   -  	
bloke	   1	
blokes	   1	
blondeness	   -  	
blondes	   1	
blondness	   -  	
blonds	   -  	
bloodbaths	   -  	
bloodline	   -  	
bloods	   -  	
bloodshed	   2	
bloodworm	   -  	
blooey	   -  	
blooie	   -  	
bloomers	   2	
blooper	   -  	
blossoms	   2	
blotches	   2	
blotching	   -  	
blotter	   2	
blotters	   -  	
blouse	   1	
blouses	   2	
blouson	   -  	
blowback	   -  	
blower	   2	
blowers	   -  	
blowfish	   -  	
blowflies	   -  	
blowgun	   -  	
blowguns	   -  	
blowhards	   -  	
blowhole	   -  	
blowpipe	   -  	
blowups	   -  	
blubber	   2	
blubbers	   -  	
blueballs	   -  	
bluebell	   2	
bluebells	   -  	
blueblood	   -  	
bluebonnet	   -  	
bluebooks	   -  	
bluefin	   -  	
bluefish	   2	
bluejacket	   -  	
bluejays	   -  	
bluejeans	   -  	
blueness	   2	
bluenose	   -  	
bluenoses	   -  	
bluepoint	   -  	
blueprint	   2	
blueprints	   2	
bluesman	   -  	
bluesmen	   -  	
bluetick	   -  	
bluffers	   -  	
blunderer	   -  	
blunderers	   -  	
bluntness	   2	
blurb	   1	
blurbs	   -  	
blurriness	   -  	
blusher	   -  	
boar	   1	
boarders	   2	
boardman	   -  	
boardroom	   2	
boardwalks	   -  	
boars	   1	
boas	   -  	
boaster	   -  	
boasters	   -  	
boater	   -  	
boaters	   -  	
boathouse	   -  	
boatload	   -  	
boatloads	   -  	
boatman	   2	
boatsman	   -  	
boatyards	   -  	
bobbies	   -  	
bobbin	   -  	
bobble	   -  	
bobolink	   -  	
bobsleds	   -  	
bobsleigh	   -  	
bobwhite	   -  	
bobwhites	   -  	
bocage	   -  	
boccaro	   -  	
boccie	   -  	
boche	   -  	
bocher	   -  	
boches	   -  	
boddle	   -  	
bodements	   -  	
bodge	   -  	
bodice	   2	
bodies	   2	
bods	   -  	
bodyguards	   3	
bodywork	   3	
boer	   -  	
boers	   -  	
boffo	   -  	
bog	   1	
bogeyman	   -  	
bogeymen	   -  	
bogeys	   -  	
bogies	   -  	
bogy	   -  	
bogyman	   -  	
boh	   -  	
bohemians	   3	
bohunks	   -  	
boilers	   2	
boldface	   -  	
boldness	   2	
bolero	   -  	
bolide	   -  	
bolivians	   -  	
bollito	   -  	
bolognas	   -  	
bolos	   -  	
bolsheviks	   -  	
bolshevism	   -  	
boltcutter	   -  	
boluses	   -  	
bom	   -  	
bombard	   2	
bombardier	   -  	
bombards	   -  	
bombast	   -  	
bomber	   2	
bombers	   2	
bonanzas	   -  	
bonbon	   -  	
bonbons	   -  	
bondages	   -  	
bonder	   -  	
bondmaid	   -  	
bondsman	   -  	
bondsmen	   -  	
boneheads	   -  	
boneshaker	   -  	
boneyard	   -  	
bonfire	   3	
bonfires	   3	
bonhomie	   3	
bonitos	   -  	
bonnet	   2	
bonnets	   2	
bonsai	   -  	
bonum	   -  	
bonus	   2	
bonuses	   3	
boobery	   -  	
boobies	   -  	
booboo	   -  	
booboos	   -  	
booby	   2	
boodlers	   -  	
boogieman	   -  	
boohoo	   -  	
bookcase	   2	
bookcases	   3	
bookends	   -  	
bookery	   -  	
bookies	   2	
bookings	   2	
bookkeeper	   3	
booklet	   2	
booklets	   2	
bookmakers	   3	
bookmark	   -  	
bookmarker	   -  	
bookmarks	   -  	
bookmobile	   -  	
bookseller	   3	
bookshelf	   -  	
bookshop	   2	
bookshops	   2	
bookwork	   -  	
boolean	   -  	
boombox	   -  	
booms	   1	
boomtowns	   -  	
boondocks	   -  	
boonies	   -  	
boor	   1	
boors	   -  	
booster	   2	
boosters	   -  	
bootblack	   -  	
bootees	   -  	
bootheel	   -  	
booths	   1	
bootie	   -  	
booties	   -  	
bootlace	   -  	
bootlaces	   3	
bootle	   -  	
bootlicker	   -  	
bootstraps	   -  	
boozehound	   -  	
boozer	   -  	
boozers	   -  	
boozes	   -  	
boppers	   -  	
borates	   -  	
bord	   -  	
bordelaise	   -  	
bordereau	   -  	
borderland	   -  	
borderline	   3	
boredom	   2	
borehole	   2	
boreholes	   2	
borer	   -  	
boringness	   -  	
borings	   -  	
boro	   -  	
borough	   2	
boroughs	   2	
borrower	   3	
borrowers	   3	
borrowings	   3	
borsch	   1	
bosom	   2	
bosoms	   2	
bostonians	   -  	
bota	   -  	
botanist	   3	
botanists	   3	
botany	   3	
botas	   -  	
botella	   -  	
bots	   -  	
bottleneck	   3	
bottlenose	   -  	
bottler	   -  	
bottlers	   -  	
bottomland	   -  	
botulin	   -  	
botulinum	   -  	
botulism	   -  	
boudin	   -  	
boudoir	   2	
boudoirs	   -  	
bough	   1	
boughs	   1	
bougie	   -  	
bouillon	   2	
boulevards	   3	
bouncers	   2	
bounciness	   -  	
boundary	   3	
bounden	   -  	
bounder	   -  	
bounders	   -  	
bounties	   -  	
bounty	   2	
bouquets	   2	
bourbons	   -  	
bourn	   -  	
bout	   1	
boutique	   2	
boutiques	   2	
bouts	   1	
bove	   -  	
bowel	   2	
bowels	   2	
bowlegs	   -  	
bowler	   2	
bowlers	   2	
bowlful	   -  	
bowlin	   -  	
bowlines	   -  	
bowmen	   -  	
bowwow	   -  	
boxcars	   -  	
boxers	   2	
boxful	   -  	
boxfuls	   -  	
boxiana	   -  	
boxman	   -  	
boxwoods	   -  	
boychicks	   -  	
boychik	   -  	
boyfriends	   2	
boyhood	   2	
boyo	   -  	
boyos	   -  	
bra	   1	
braccia	   -  	
bracelet	   2	
bracelets	   2	
bracer	   -  	
bracero	   -  	
braceros	   -  	
bracers	   -  	
brach	   -  	
braciole	   -  	
brackets	   2	
braggarts	   -  	
bragger	   -  	
brahmanism	   -  	
brahmin	   -  	
brainchild	   -  	
brainer	   -  	
brainpan	   -  	
brainpans	   -  	
brainstem	   -  	
brainwork	   -  	
brakeman	   -  	
brakemen	   -  	
brakie	   -  	
bran	   1	
brandies	   2	
brandy	   2	
brank	   -  	
bras	   1	
brashness	   2	
brasserie	   3	
brasses	   2	
brassie	   -  	
brassieres	   2	
brat	   1	
brats	   -  	
bravado	   3	
braveness	   -  	
braveries	   -  	
bravery	   3	
bravissimo	   -  	
bravos	   -  	
braw	   -  	
brawlers	   -  	
brawls	   1	
brawns	   -  	
braziers	   -  	
brazilians	   -  	
breadboard	   -  	
breadbox	   -  	
breadfruit	   -  	
breadline	   2	
breadmaker	   -  	
breads	   -  	
breadth	   1	
breakables	   -  	
breakage	   2	
breakages	   3	
breakbone	   -  	
breakdown	   2	
breakdowns	   2	
breaker	   -  	
breakers	   2	
breakout	   -  	
breakouts	   -  	
breakup	   2	
breakups	   -  	
breastbone	   2	
breasts	   1	
breather	   2	
breathers	   -  	
breaths	   1	
breeder	   2	
breeders	   2	
breezeway	   -  	
brethren	   2	
breve	   -  	
brevis	   -  	
brevity	   3	
breweries	   2	
brewers	   2	
brewery	   2	
brewmaster	   -  	
briard	   -  	
briars	   2	
bribery	   3	
brickbats	   -  	
bricklayer	   3	
bricks	   1	
brickwork	   2	
brickyard	   -  	
brid	   -  	
bridegroom	   2	
brides	   1	
bridesmaid	   2	
bridgehead	   2	
bridgeman	   -  	
bridgework	   -  	
briefcases	   3	
briefings	   2	
briers	   -  	
brig	   -  	
brigade	   2	
brigades	   2	
brigadier	   3	
brigands	   -  	
brigantine	   -  	
brightness	   2	
brightwork	   -  	
brillante	   -  	
brilliance	   2	
brilliancy	   -  	
brimstone	   2	
brindle	   -  	
brine	   1	
bringdown	   -  	
bringer	   -  	
bringers	   -  	
brinks	   -  	
brio	   -  	
brioche	   -  	
briquette	   -  	
briquettes	   -  	
brit	   -  	
britisher	   -  	
britishers	   -  	
briton	   -  	
britons	   -  	
brits	   -  	
broadbill	   -  	
broadcloth	   -  	
broadloom	   -  	
broadside	   2	
broadsides	   -  	
brocade	   2	
brocades	   -  	
broccolis	   -  	
broche	   -  	
brochure	   2	
brochures	   2	
brogue	   -  	
brogues	   1	
broiler	   2	
broker	   2	
brokerages	   -  	
brokers	   2	
brolly	   2	
bromeliad	   -  	
bromide	   -  	
bromides	   -  	
bronchi	   -  	
bronchitis	   3	
bronchus	   -  	
broncos	   -  	
broncs	   -  	
bronzer	   -  	
bronzes	   2	
brooch	   1	
brooches	   2	
brooder	   -  	
broodiness	   -  	
broom	   1	
brooms	   1	
broth	   1	
brothe	   -  	
brothel	   2	
brothels	   2	
broths	   -  	
brouhaha	   -  	
brow	   1	
brownie	   -  	
brownies	   2	
brownnoser	   -  	
brownouts	   -  	
brows	   1	
browser	   -  	
browsers	   -  	
bruja	   -  	
brujo	   -  	
brulee	   -  	
brunet	   -  	
brunettes	   2	
brushback	   -  	
brushers	   -  	
brushfire	   -  	
brushoff	   -  	
brushwood	   2	
brushwork	   -  	
brussel	   -  	
brutality	   4	
brute	   1	
brutes	   1	
bubber	   -  	
bubbies	   -  	
bubblegum	   -  	
bubbliness	   -  	
bubs	   -  	
buccaneers	   3	
buckaroos	   -  	
buckboard	   -  	
buckboards	   -  	
bucketful	   -  	
buckets	   2	
buckeye	   -  	
buckeyes	   -  	
buckoes	   -  	
buckskin	   -  	
buckskins	   -  	
buckteeth	   -  	
buckyball	   -  	
buddhism	   -  	
buddhists	   -  	
buddie	   -  	
budgets	   2	
budgie	   -  	
buds	   1	
buffalos	   -  	
buffers	   2	
buffets	   2	
buffo	   -  	
buffoon	   -  	
buffoonery	   4	
buffoons	   -  	
bugaboo	   -  	
bugaboos	   -  	
bugdom	   -  	
buggery	   3	
buggies	   2	
buggy	   2	
bughouse	   -  	
buglers	   -  	
builder	   2	
builders	   2	
buildups	   -  	
bulb	   1	
bulbar	   -  	
bulbs	   1	
bulbul	   -  	
bulgar	   -  	
bulgarians	   -  	
bulgur	   -  	
bulimia	   -  	
bulimics	   -  	
bulkhead	   2	
bulkheads	   -  	
bulks	   -  	
bulla	   -  	
bullae	   -  	
bulldog	   2	
bulldogger	   -  	
bulldogs	   -  	
bulldozer	   3	
bulldozers	   3	
buller	   -  	
bullet	   2	
bulletin	   3	
bulletins	   3	
bullets	   2	
bullfight	   2	
bullfights	   2	
bullfist	   -  	
bullfrogs	   -  	
bullheads	   -  	
bullhorns	   -  	
bullions	   -  	
bullring	   -  	
bullrings	   -  	
bulls	   1	
bullshot	   -  	
bullshots	   -  	
bullwhips	   -  	
bullyboy	   -  	
bullyboys	   -  	
bulrushes	   3	
bulwark	   2	
bulwarks	   -  	
bumblebees	   -  	
bumbler	   -  	
bummer	   -  	
bummers	   -  	
bumpers	   2	
bumpiness	   -  	
bumpity	   -  	
bumpkin	   -  	
bumpkins	   -  	
bund	   -  	
bundist	   -  	
bundler	   -  	
bundt	   -  	
bungalow	   3	
bungalows	   3	
bungee	   -  	
bunghole	   -  	
bungholes	   -  	
bunglers	   -  	
bunions	   -  	
bunkers	   2	
bunkhouse	   -  	
bunkhouses	   -  	
bunkmates	   -  	
bunks	   1	
bunkum	   -  	
bunnies	   2	
buns	   1	
bunter	   -  	
bunyip	   -  	
buoy	   1	
buoyancy	   3	
buoys	   1	
bureaucrat	   3	
bureaus	   -  	
bureaux	   2	
burgers	   -  	
burgh	   2	
burghers	   2	
burglaries	   3	
burglars	   2	
burglary	   3	
burgs	   -  	
burial	   2	
burials	   2	
burka	   -  	
burkas	   -  	
burliness	   -  	
burner	   2	
burners	   2	
burnings	   -  	
burnoose	   -  	
burro	   -  	
burros	   -  	
burrower	   -  	
burrs	   1	
bursa	   -  	
bursar	   -  	
burse	   -  	
bursitis	   -  	
burster	   -  	
burthen	   -  	
busboy	   -  	
busboys	   -  	
busher	   -  	
bushings	   -  	
bushmaster	   -  	
bushmen	   -  	
bushwa	   -  	
business	   2	
businesses	   3	
busloads	   -  	
busman	   -  	
bustard	   2	
busybodies	   4	
busyness	   3	
busywork	   -  	
butane	   -  	
butcherer	   -  	
butchery	   3	
butches	   -  	
butlery	   -  	
buttercups	   3	
butterfat	   -  	
butternut	   -  	
buttes	   -  	
butties	   -  	
buttocks	   2	
buttonhole	   3	
buttresses	   3	
buyer	   2	
buyers	   2	
buyout	   -  	
buyouts	   -  	
buzzards	   2	
buzzbomb	   -  	
buzzers	   -  	
buzzword	   -  	
buzzwords	   -  	
byes	   -  	
bygones	   2	
bylaw	   -  	
bylaws	   -  	
byline	   -  	
bylines	   -  	
byproduct	   -  	
byss	   -  	
bystander	   3	
bystanders	   3	
byte	   -  	
bytes	   -  	
byway	   -  	
byways	   2	
byword	   -  	
bywords	   -  	
cab	   1	
cabalism	   -  	
cabalists	   -  	
caballeros	   -  	
caballo	   -  	
caballos	   -  	
cabals	   -  	
cabanas	   -  	
cabaret	   3	
cabarets	   3	
cabbages	   3	
cabbies	   -  	
cabby	   -  	
cabdrivers	   -  	
caber	   -  	
cabernets	   -  	
cabezones	   -  	
cabin	   2	
cabinets	   3	
cabins	   2	
cablegrams	   -  	
cabling	   2	
cabmen	   -  	
cabooses	   -  	
cabots	   -  	
cabriolet	   -  	
cabstand	   -  	
caches	   2	
cachexia	   -  	
cack	   -  	
cacophony	   4	
cacti	   2	
cactus	   2	
cactuses	   -  	
cad	   1	
cadastre	   -  	
caddie	   2	
caddies	   -  	
cadeau	   -  	
cadence	   2	
cadences	   3	
cadenza	   -  	
cadet	   2	
cadets	   2	
cadmium	   2	
cadres	   2	
cads	   -  	
caecum	   -  	
caelum	   -  	
caesarean	   -  	
caesareans	   -  	
caesarian	   -  	
cafard	   -  	
cafes	   2	
cafeteria	   4	
cafeterias	   -  	
cafetorium	   -  	
caffein	   -  	
caffeine	   2	
caftan	   -  	
caftans	   -  	
cages	   2	
cahoots	   -  	
caimans	   -  	
cairn	   1	
cairns	   1	
caisson	   -  	
caissons	   2	
cajole	   2	
cakes	   1	
cakey	   -  	
cal	   -  	
calaboose	   -  	
calabozo	   -  	
calamite	   -  	
calamities	   4	
calc	   -  	
calcaneus	   -  	
calchas	   -  	
calcite	   -  	
calcium	   2	
calculator	   4	
calculus	   3	
caldron	   -  	
calendar	   3	
calendars	   3	
calender	   -  	
calfskin	   -  	
caliban	   -  	
caliber	   -  	
calibers	   -  	
calibre	   3	
calicoes	   -  	
calicos	   -  	
caliga	   -  	
calipers	   -  	
callback	   -  	
caller	   2	
callers	   2	
calles	   -  	
callings	   -  	
callipers	   -  	
calloo	   -  	
callout	   -  	
calmness	   2	
calor	   -  	
calorie	   3	
calories	   3	
cals	   -  	
calvarium	   -  	
calves	   1	
calvinists	   -  	
calypsos	   -  	
calzone	   -  	
calzones	   -  	
camarada	   -  	
cambodians	   -  	
camcorder	   -  	
camcorders	   -  	
camel	   2	
camellias	   -  	
camels	   2	
camembert	   -  	
cameos	   3	
cameramen	   4	
cameras	   3	
camerawork	   -  	
camion	   -  	
camions	   -  	
camisole	   -  	
camomile	   3	
campagne	   -  	
campaigner	   3	
campaigns	   2	
campesino	   -  	
campesinos	   -  	
campfire	   3	
campfires	   -  	
campground	   2	
camphor	   2	
camporee	   -  	
campout	   -  	
camps	   1	
campsites	   -  	
campuses	   3	
cams	   -  	
camshafts	   -  	
canaanite	   -  	
canaanites	   -  	
canadians	   -  	
