"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue"
"66932","torta",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"66933","torte",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"66934","tortellini",10,9,10,9,0.196078431372549,1.04139268515823,0.107296137339056,1,"Noun",10,1,"Noun","10",2.33322682730268
"66935","tortes",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"66937","tortilla",16,15,12,11,0.313725490196078,1.23044892137827,0.178826895565093,1.20411998265592,"Noun",16,1,"Noun","16",2.52228306352273
"66938","tortillas",30,22,27,20,0.588235294117647,1.49136169383427,0.262279446828803,1.36172783601759,"Noun",30,1,"Noun","30",2.78319583597873
"66940","tortoise",57,27,50,22,1.11764705882353,1.76342799356294,0.321888412017167,1.44715803134222,"Noun",57,1,"Noun","57",3.0552621357074
"66941","tortoises",9,6,7,5,0.176470588235294,1,0.0715307582260372,0.845098040014257,"Noun",9,1,"Noun","9",2.29183414214446
"66943","torts",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"66947","torturer",13,13,11,11,0.254901960784314,1.14612803567824,0.154983309489747,1.14612803567824,"Noun",13,1,"Noun","13",2.4379621778227
"66948","torturers",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"66949","tortures",54,47,50,43,1.05882352941176,1.74036268949424,0.560324272770625,1.68124123737559,"Noun",54,1,"Noun","54",3.0321968316387
"66953","torus",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"66960","tosser",13,10,11,8,0.254901960784314,1.14612803567824,0.119217930376729,1.04139268515823,"Noun",13,1,"Noun","13",2.4379621778227
"66961","tossers",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364
"66965","tossup",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281
"66966","tostada",8,4,8,4,0.156862745098039,0.954242509439325,0.0476871721506915,0.698970004336019,"Noun",8,1,"Noun","8",2.24607665158378
"66974","totality",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364
"66986","toter",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"66988","tother",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"66996","totty",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"66999","toucans",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67002","touchdowns",50,38,49,37,0.980392156862745,1.70757017609794,0.453028135431569,1.5910646070265,"Noun",49,1,"Noun","49",2.9994043182424
"67005","toucher",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"67007","touchhole",4,2,4,2,0.0784313725490196,0.698970004336019,0.0238435860753457,0.477121254719662,"Noun",4,1,"Noun","4",1.99080414648048
"67012","touchline",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67013","touchstone",10,9,10,9,0.196078431372549,1.04139268515823,0.107296137339056,1,"Noun",10,1,"Noun","10",2.33322682730268
"67014","touchup",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67015","touchups",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67021","toughener",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67026","toughie",10,10,10,10,0.196078431372549,1.04139268515823,0.119217930376729,1.04139268515823,"Noun",10,1,"Noun","10",2.33322682730268
"67029","toughness",14,12,14,12,0.274509803921569,1.17609125905568,0.143061516452074,1.11394335230684,"Noun",14,1,"Noun","14",2.46792540120014
"67030","toughs",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67032","toughy",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67035","toupees",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67040","tourism",33,22,30,20,0.647058823529412,1.53147891704226,0.262279446828803,1.36172783601759,"Noun",33,1,"Noun","33",2.82331305918672
"67041","tourist",237,187,208,170,4.64705882352941,2.37657695705651,2.22937529804483,2.27415784926368,"Noun",237,1,"Noun","237",3.66841109920097
"67044","tournament",464,157,409,140,9.09803921568627,2.66745295288995,1.87172150691464,2.19865708695442,"Noun",469,1,"Noun","469",3.95928709503441
"67046","tournedos",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67049","tourney",7,7,6,6,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364
"67050","tourniquet",50,42,49,42,0.980392156862745,1.70757017609794,0.50071530758226,1.63346845557959,"Noun",50,1,"Noun","50",2.9994043182424
"67058","touts",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67062","tovarisch",3,2,1,1,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242
"67069","towelette",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"67070","towelettes",4,3,3,2,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048
"67078","towhead",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67080","towheads",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67085","townfolk",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67086","townhouse",38,26,36,25,0.745098039215686,1.5910646070265,0.309966618979495,1.43136376415899,"Noun",38,1,"Noun","38",2.88289874917096
"67087","townie",17,10,17,10,0.333333333333333,1.25527250510331,0.119217930376729,1.04139268515823,"Noun",17,1,"Noun","17",2.54710664724777
"67088","townies",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67090","townsfolk",20,17,18,15,0.392156862745098,1.32221929473392,0.202670481640439,1.25527250510331,"Noun",20,1,"Noun","20",2.61405343687838
"67091","township",25,23,22,21,0.490196078431373,1.41497334797082,0.274201239866476,1.38021124171161,"Noun",25,1,"Noun","25",2.70680749011528
"67092","townships",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281
"67093","townsman",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242
"67094","townsmen",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"67096","townswoman",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67097","towpath",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67101","toxemia",3,2,1,1,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242
"67103","toxicities",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67104","toxicity",24,19,24,19,0.470588235294118,1.39794000867204,0.226514067715784,1.30102999566398,"Noun",24,1,"Noun","24",2.6897741508165
"67110","toxin",46,25,46,25,0.901960784313726,1.67209785793572,0.298044825941822,1.41497334797082,"Noun",46,1,"Noun","46",2.96393200008018
"67111","toxins",52,37,49,37,1.01960784313725,1.72427586960079,0.441106342393896,1.57978359661681,"Noun",52,1,"Noun","52",3.01611001174525
"67112","toxology",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67120","toys",674,437,607,412,13.2156862745098,2.82930377283102,5.20982355746304,2.6414741105041,"Noun",675,1,"Noun","675",4.12113791497548
"67133","tracery",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67140","trachoma",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"67142","tracings",5,3,5,3,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281
"67146","trackers",15,13,15,13,0.294117647058824,1.20411998265592,0.154983309489747,1.14612803567824,"Noun",15,1,"Noun","15",2.49595412480038
"67150","trackside",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67151","tracksuit",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"67152","tracksuits",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67155","traction",96,77,89,75,1.88235294117647,1.98677173426624,0.917978063900811,1.89209460269048,"Noun",96,1,"Noun","96",3.2786058764107
"67156","tractor",190,106,158,97,3.72549019607843,2.28103336724773,1.26371006199332,2.02938377768521,"Noun",190,1,"Noun","190",3.57286750939219
"67157","tractors",30,23,28,21,0.588235294117647,1.49136169383427,0.274201239866476,1.38021124171161,"Noun",30,1,"Noun","30",2.78319583597873
"67158","tracts",8,6,8,6,0.156862745098039,0.954242509439325,0.0715307582260372,0.845098040014257,"Noun",8,1,"Noun","8",2.24607665158378
"67161","tradecraft",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67163","trademark",75,71,74,70,1.47058823529412,1.88081359228079,0.846447305674774,1.85733249643127,"Noun",75,1,"Noun","75",3.17264773442525
"67165","trademarks",7,6,7,6,0.137254901960784,0.903089986991944,0.0715307582260372,0.845098040014257,"Noun",7,1,"Noun","7",2.1949241291364
"67166","tradeoff",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378
"67167","tradeoffs",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67168","trader",80,58,55,42,1.56862745098039,1.90848501887865,0.691463996185026,1.77085201164214,"Noun",80,1,"Noun","80",3.20031916102311
"67170","trades",64,56,59,51,1.25490196078431,1.81291335664286,0.667620410109681,1.75587485567249,"Noun",63,1,"Noun","63",3.10474749878732
"67171","tradesman",6,4,6,4,0.117647058823529,0.845098040014257,0.0476871721506915,0.698970004336019,"Noun",6,1,"Noun","6",2.13693218215872
"67172","tradesmen",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281
"67175","tradings",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67176","tradition",697,524,676,513,13.6666666666667,2.84385542262316,6.24701955174058,2.72015930340596,"Noun",699,1,"Noun","699",4.13568956476762
"67182","traditions",105,92,104,92,2.05882352941176,2.02530586526477,1.0968049594659,1.96848294855394,"Noun",105,1,"Noun","105",3.31714000740923
"67187","trafficker",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378
"67191","tragedian",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67192","tragedians",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67193","tragedies",50,46,49,45,0.980392156862745,1.70757017609794,0.548402479732952,1.67209785793572,"Noun",51,1,"Noun","51",2.9994043182424
"67205","trailers",28,24,28,24,0.549019607843137,1.46239799789896,0.286123032904149,1.39794000867204,"Noun",28,1,"Noun","28",2.75423214004342
"67210","trainee",68,36,58,32,1.33333333333333,1.83884909073726,0.429184549356223,1.56820172406699,"Noun",67,1,"Noun","67",3.13068323288172
"67211","trainees",22,17,21,16,0.431372549019608,1.36172783601759,0.202670481640439,1.25527250510331,"Noun",20,1,"Noun","20",2.65356197816205
"67213","trainers",29,26,29,26,0.568627450980392,1.47712125471966,0.309966618979495,1.43136376415899,"Noun",29,1,"Noun","29",2.76895539686412
"67215","trainings",4,2,4,2,0.0784313725490196,0.698970004336019,0.0238435860753457,0.477121254719662,"Noun",4,1,"Noun","4",1.99080414648048
"67216","trainload",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872
"67217","trainloads",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67218","trainman",7,1,0,0,0.137254901960784,0.903089986991944,0.0119217930376729,0.301029995663981,"Noun",7,1,"Noun","7",2.1949241291364
"67223","traipses",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67225","trait",55,54,55,54,1.07843137254902,1.7481880270062,0.643776824034335,1.74036268949424,"Noun",55,1,"Noun","55",3.04002216915066
"67230","traitors",115,87,99,75,2.25490196078431,2.06445798922692,1.03719599427754,1.94448267215017,"Noun",115,1,"Noun","115",3.35629213137138
"67232","traits",58,50,57,49,1.13725490196078,1.77085201164214,0.596089651883643,1.70757017609794,"Noun",58,1,"Noun","58",3.0626861537866
"67234","trajectory",94,68,81,62,1.84313725490196,1.97772360528885,0.810681926561755,1.83884909073726,"Noun",94,1,"Noun","94",3.26955774743331
"67236","tram",70,40,63,33,1.37254901960784,1.85125834871908,0.476871721506915,1.61278385671974,"Noun",70,1,"Noun","70",3.14309249086354
"67238","tramline",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67250","trams",7,2,5,2,0.137254901960784,0.903089986991944,0.0238435860753457,0.477121254719662,"Noun",7,1,"Noun","7",2.1949241291364
"67251","tramway",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67252","tramways",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67253","trance",268,92,81,65,5.25490196078431,2.42975228000241,1.0968049594659,1.96848294855394,"Noun",268,1,"Noun","268",3.72158642214687
"67255","trances",9,5,7,5,0.176470588235294,1,0.0596089651883643,0.778151250383644,"Noun",9,1,"Noun","9",2.29183414214446
"67257","trannie",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67281","transaxle",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67306","transducer",10,7,9,7,0.196078431372549,1.04139268515823,0.0834525512637101,0.903089986991944,"Noun",10,1,"Noun","10",2.33322682730268
"67314","transferal",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67335","transfuser",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67349","transience",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"67351","transients",13,9,13,9,0.254901960784314,1.14612803567824,0.107296137339056,1,"Noun",13,1,"Noun","13",2.4379621778227
"67360","transition",159,136,155,135,3.11764705882353,2.20411998265592,1.62136385312351,2.13672056715641,"Noun",160,1,"Noun","160",3.49595412480038
"67367","transits",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"67375","translator",115,77,106,71,2.25490196078431,2.06445798922692,0.917978063900811,1.89209460269048,"Noun",114,1,"Noun","114",3.35629213137138
"67404","transom",6,5,6,5,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872
"67454","tranvia",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67456","trapdoor",21,17,20,16,0.411764705882353,1.34242268082221,0.202670481640439,1.25527250510331,"Noun",24,1,"Noun","24",2.63425682296667
"67457","trapdoors",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67459","trapezes",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67460","trapezium",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67461","trapezius",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"67462","trapezoid",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67464","trapezoids",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67467","trappers",15,10,14,9,0.294117647058824,1.20411998265592,0.119217930376729,1.04139268515823,"Noun",15,1,"Noun","15",2.49595412480038
"67469","trappings",20,18,20,18,0.392156862745098,1.32221929473392,0.214592274678112,1.27875360095283,"Noun",20,1,"Noun","20",2.61405343687838
"67472","trapshoot",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67474","trashcan",19,14,15,13,0.372549019607843,1.30102999566398,0.16690510252742,1.17609125905568,"Noun",19,1,"Noun","19",2.59286413780844
"67475","trashcans",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67480","trashman",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67483","trauma",869,425,658,387,17.0392156862745,2.93951925261862,5.06676204101097,2.62940959910272,"Noun",869,1,"Noun","869",4.23135339476308
"67484","traumas",37,34,37,34,0.725490196078431,1.57978359661681,0.405340963280877,1.54406804435028,"Noun",36,1,"Noun","36",2.87161773876127
"67489","traumatism",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048
"67496","travails",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67503","traveller",40,34,36,30,0.784313725490196,1.61278385671974,0.405340963280877,1.54406804435028,"Noun",40,1,"Noun","40",2.9046179988642
"67504","travellers",21,17,20,17,0.411764705882353,1.34242268082221,0.202670481640439,1.25527250510331,"Noun",21,1,"Noun","21",2.63425682296667
"67506","travelogue",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67514","travesties",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67517","travois",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67520","trawlers",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242
"67523","trays",78,64,78,64,1.52941176470588,1.89762709129044,0.762994754411063,1.81291335664286,"Noun",78,1,"Noun","78",3.1894612334349
"67527","treachery",96,72,85,67,1.88235294117647,1.98677173426624,0.858369098712446,1.86332286012046,"Noun",97,1,"Noun","97",3.2786058764107
"67528","treacle",8,8,7,7,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378
"67534","treadmill",42,36,42,36,0.823529411764706,1.63346845557959,0.429184549356223,1.56820172406699,"Noun",42,1,"Noun","42",2.92530259772405
"67535","treadmills",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67537","treason",259,165,239,160,5.07843137254902,2.41497334797082,1.96709585121602,2.22010808804005,"Noun",259,1,"Noun","259",3.70680749011528
"67539","treasonist",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67541","treasons",10,9,8,8,0.196078431372549,1.04139268515823,0.107296137339056,1,"Noun",10,1,"Noun","10",2.33322682730268
"67544","treasurer",57,30,49,27,1.11764705882353,1.76342799356294,0.357653791130186,1.49136169383427,"Noun",57,1,"Noun","57",3.0552621357074
"67545","treasurers",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67552","treater",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67553","treaters",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67554","treaties",42,36,38,34,0.823529411764706,1.63346845557959,0.429184549356223,1.56820172406699,"Noun",42,1,"Noun","42",2.92530259772405
"67556","treatise",15,15,14,14,0.294117647058824,1.20411998265592,0.178826895565093,1.20411998265592,"Noun",15,1,"Noun","15",2.49595412480038
"67557","treatises",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67558","treatment",985,644,955,635,19.3137254901961,2.99387691494121,7.67763471626133,2.80955971463527,"Noun",984,1,"Noun","984",4.28571105708567
"67559","treatments",121,100,120,100,2.37254901960784,2.08635983067475,1.19217930376729,2.00432137378264,"Noun",121,1,"Noun","121",3.37819397281921
"67561","treaty",239,122,202,97,4.68627450980392,2.38021124171161,1.45445875059609,2.0899051114394,"Noun",242,1,"Noun","242",3.67204538385607
"67571","treeline",7,5,7,5,0.137254901960784,0.903089986991944,0.0596089651883643,0.778151250383644,"Noun",7,1,"Noun","7",2.1949241291364
"67573","trees",1565,973,1492,945,30.6862745098039,3.19479175772192,11.5999046256557,2.98855895687862,"Noun",1565,1,"Noun","1565",4.48662589986638
"67574","treetop",13,10,11,9,0.254901960784314,1.14612803567824,0.119217930376729,1.04139268515823,"Noun",13,1,"Noun","13",2.4379621778227
"67575","treetops",14,13,14,13,0.274509803921569,1.17609125905568,0.154983309489747,1.14612803567824,"Noun",13,1,"Noun","13",2.46792540120014
"67577","trehalose",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67581","trekkers",2,1,0,0,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"67584","trellis",14,11,13,11,0.274509803921569,1.17609125905568,0.131139723414402,1.07918124604762,"Noun",14,1,"Noun","14",2.46792540120014
"67585","trellises",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67588","trembler",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281
"67593","tremens",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872
"67594","tremolo",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67596","tremors",22,16,21,16,0.431372549019608,1.36172783601759,0.190748688602766,1.23044892137827,"Noun",22,1,"Noun","22",2.65356197816205
"67602","trenchers",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67603","trenches",108,70,106,68,2.11764705882353,2.03742649794062,0.834525512637101,1.85125834871908,"Noun",108,1,"Noun","108",3.32926064008508
"67608","trendiness",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67610","trends",36,25,25,22,0.705882352941177,1.56820172406699,0.298044825941822,1.41497334797082,"Noun",37,1,"Noun","37",2.86003586621145
"67617","trepan",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"67624","trespasser",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872
"67630","tresses",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"67631","trestle",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378
"67634","treys",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"67636","triad",175,62,90,37,3.43137254901961,2.24551266781415,0.739151168335718,1.79934054945358,"Noun",175,1,"Noun","175",3.53734680995861
"67637","triads",49,27,15,13,0.96078431372549,1.69897000433602,0.321888412017167,1.44715803134222,"Noun",49,1,"Noun","49",2.99080414648048
"67641","trials",197,150,178,135,3.86274509803922,2.29666519026153,1.78826895565093,2.17897694729317,"Noun",197,1,"Noun","197",3.58849933240599
