"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue"
"695","adductor",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"697","adelante",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"704","adenoids",11,9,9,8,0.215686274509804,1.07918124604762,0.107296137339056,1,"Noun",11,1,"Noun","11",2.37101538819208
"705","adenoma",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"706","adenopathy",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"709","adeptness",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"710","adepts",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"711","adequacy",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"717","adherence",9,9,8,8,0.176470588235294,1,0.107296137339056,1,"Noun",9,1,"Noun","9",2.29183414214446
"718","adherent",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"719","adherents",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"722","adhesion",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872
"723","adhesions",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364
"725","adhesives",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"728","adieus",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"732","adiposity",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"735","adjective",25,21,23,20,0.490196078431373,1.41497334797082,0.25035765379113,1.34242268082221,"Noun",25,1,"Noun","25",2.70680749011528
"736","adjectives",25,23,24,22,0.490196078431373,1.41497334797082,0.274201239866476,1.38021124171161,"Noun",25,1,"Noun","25",2.70680749011528
"753","adjunct",7,6,6,5,0.137254901960784,0.903089986991944,0.0715307582260372,0.845098040014257,"Noun",7,1,"Noun","7",2.1949241291364
"759","adjuster",20,17,19,16,0.392156862745098,1.32221929473392,0.202670481640439,1.25527250510331,"Noun",20,1,"Noun","20",2.61405343687838
"760","adjusters",7,3,7,3,0.137254901960784,0.903089986991944,0.0357653791130186,0.602059991327962,"Noun",7,1,"Noun","7",2.1949241291364
"762","adjustment",158,129,152,125,3.09803921568627,2.20139712432045,1.5379113018598,2.11394335230684,"Noun",157,1,"Noun","157",3.49323126646491
"764","adjustor",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"766","adjutant",45,26,36,20,0.882352941176471,1.66275783168157,0.309966618979495,1.43136376415899,"Noun",45,1,"Noun","45",2.95459197382603
"767","adjutants",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"787","admirals",29,21,19,15,0.568627450980392,1.47712125471966,0.25035765379113,1.34242268082221,"Noun",29,1,"Noun","29",2.76895539686412
"788","admiralty",34,13,5,4,0.666666666666667,1.54406804435028,0.154983309489747,1.14612803567824,"Noun",34,1,"Noun","34",2.83590218649474
"789","admiration",107,99,104,98,2.09803921568627,2.03342375548695,1.18025751072961,2,"Noun",107,1,"Noun","107",3.32525789763141
"792","admirer",151,124,149,123,2.96078431372549,2.18184358794477,1.47830233667144,2.09691001300806,"Noun",151,1,"Noun","151",3.47367773008923
"793","admirers",49,44,48,44,0.96078431372549,1.69897000433602,0.524558893657606,1.65321251377534,"Noun",49,1,"Noun","49",2.99080414648048
"798","admission",181,164,167,153,3.54901960784314,2.26007138798507,1.95517405817835,2.21748394421391,"Noun",181,1,"Noun","181",3.55190553012953
"802","admittance",34,25,30,21,0.666666666666667,1.54406804435028,0.298044825941822,1.41497334797082,"Noun",34,1,"Noun","34",2.83590218649474
"806","admittee",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"809","admixture",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"814","admonition",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281
"816","adnexa",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"818","ado",77,69,73,67,1.50980392156863,1.89209460269048,0.822603719599428,1.84509804001426,"Noun",75,1,"Noun","75",3.18392874483494
"819","adobe",24,14,8,8,0.470588235294118,1.39794000867204,0.16690510252742,1.17609125905568,"Noun",23,1,"Noun","23",2.6897741508165
"831","adopter",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"833","adoption",239,140,227,135,4.68627450980392,2.38021124171161,1.6690510252742,2.14921911265538,"Noun",239,1,"Noun","239",3.67204538385607
"834","adoptions",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364
"841","adoration",30,25,27,22,0.588235294117647,1.49136169383427,0.298044825941822,1.41497334797082,"Noun",30,1,"Noun","30",2.78319583597873
"844","adorers",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"851","adornment",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048
"852","adornments",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"858","adrenals",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048
"864","adroitness",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"865","adrop",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"866","ads",258,180,242,173,5.05882352941176,2.41329976408125,2.14592274678112,2.25767857486918,"Noun",258,1,"Noun","258",3.70513390622571
"867","adulation",14,14,13,13,0.274509803921569,1.17609125905568,0.16690510252742,1.17609125905568,"Noun",14,1,"Noun","14",2.46792540120014
"869","adulterant",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"874","adulterers",7,6,7,6,0.137254901960784,0.903089986991944,0.0715307582260372,0.845098040014257,"Noun",7,1,"Noun","7",2.1949241291364
"878","adultery",99,72,86,63,1.94117647058824,2,0.858369098712446,1.86332286012046,"Noun",99,1,"Noun","99",3.29183414214446
"879","adulthood",37,33,37,33,0.725490196078431,1.57978359661681,0.393419170243205,1.53147891704226,"Noun",36,1,"Noun","36",2.87161773876127
"880","adults",488,411,468,397,9.56862745098039,2.68930885912362,4.89985693848355,2.61489721603313,"Noun",491,1,"Noun","491",3.98114300126808
"882","adv",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"892","advantages",144,124,141,123,2.82352941176471,2.16136800223497,1.47830233667144,2.09691001300806,"Noun",144,1,"Noun","144",3.45320214437943
"893","advent",24,18,16,16,0.470588235294118,1.39794000867204,0.214592274678112,1.27875360095283,"Noun",24,1,"Noun","24",2.6897741508165
"895","adventists",7,2,0,0,0.137254901960784,0.903089986991944,0.0238435860753457,0.477121254719662,"Noun",7,1,"Noun","7",2.1949241291364
"897","adventurer",37,32,33,30,0.725490196078431,1.57978359661681,0.381497377205532,1.51851393987789,"Noun",37,1,"Noun","37",2.87161773876127
"899","adventures",184,142,150,124,3.6078431372549,2.26717172840301,1.69289461134955,2.15533603746506,"Noun",184,1,"Noun","184",3.55900587054747
"906","adverb",10,6,6,4,0.196078431372549,1.04139268515823,0.0715307582260372,0.845098040014257,"Noun",10,1,"Noun","10",2.33322682730268
"908","adverbs",5,5,4,4,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281
"911","adversary",77,67,76,67,1.50980392156863,1.89209460269048,0.798760133524082,1.83250891270624,"Noun",77,1,"Noun","77",3.18392874483494
"915","adversity",54,48,51,46,1.05882352941176,1.74036268949424,0.572246065808298,1.69019608002851,"Noun",54,1,"Noun","54",3.0321968316387
"916","advert",13,9,12,9,0.254901960784314,1.14612803567824,0.107296137339056,1,"Noun",13,1,"Noun","13",2.4379621778227
"923","advertiser",8,6,3,3,0.156862745098039,0.954242509439325,0.0715307582260372,0.845098040014257,"Noun",8,1,"Noun","8",2.24607665158378
"927","adverts",4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"928","advice",2447,1679,2413,1664,47.9803921568627,3.38881141347352,20.0166905102527,3.22530928172586,"Noun",2447,1,"Noun","2447",4.68064555561798
"929","advices",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242
"934","advisee",13,5,12,4,0.254901960784314,1.14612803567824,0.0596089651883643,0.778151250383644,"Noun",13,1,"Noun","13",2.4379621778227
"935","advisees",22,5,22,5,0.431372549019608,1.36172783601759,0.0596089651883643,0.778151250383644,"Noun",22,1,"Noun","22",2.65356197816205
"936","advisement",39,37,39,37,0.764705882352941,1.60205999132796,0.441106342393896,1.57978359661681,"Noun",39,1,"Noun","39",2.89389413347242
"937","adviser",53,45,49,41,1.03921568627451,1.73239375982297,0.536480686695279,1.66275783168157,"Noun",53,1,"Noun","53",3.02422790196743
"938","advisers",13,11,13,11,0.254901960784314,1.14612803567824,0.131139723414402,1.07918124604762,"Noun",13,1,"Noun","13",2.4379621778227
"943","advisors",66,45,60,44,1.29411764705882,1.82607480270083,0.536480686695279,1.66275783168157,"Noun",66,1,"Noun","66",3.11790894484529
"946","advocacy",15,14,14,13,0.294117647058824,1.20411998265592,0.16690510252742,1.17609125905568,"Noun",15,1,"Noun","15",2.49595412480038
"949","advocates",17,16,15,15,0.333333333333333,1.25527250510331,0.190748688602766,1.23044892137827,"Noun",17,1,"Noun","17",2.54710664724777
"958","aeon",25,2,0,0,0.490196078431373,1.41497334797082,0.0238435860753457,0.477121254719662,"Noun",25,1,"Noun","25",2.70680749011528
"959","aeons",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"963","aeration",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"965","aerialist",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"966","aerials",9,7,8,6,0.176470588235294,1,0.0834525512637101,0.903089986991944,"Noun",9,1,"Noun","9",2.29183414214446
"967","aerie",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"968","aeries",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"970","aerobatics",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"974","aerodromes",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"980","aerofoils",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"984","aeroplane",71,49,63,47,1.3921568627451,1.85733249643127,0.58416785884597,1.69897000433602,"Noun",71,1,"Noun","71",3.14916663857573
"985","aeroplanes",9,9,9,9,0.176470588235294,1,0.107296137339056,1,"Noun",9,1,"Noun","9",2.29183414214446
"986","aerosol",14,10,14,10,0.274509803921569,1.17609125905568,0.119217930376729,1.04139268515823,"Noun",14,1,"Noun","14",2.46792540120014
"988","aerosols",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"989","aerospace",55,34,33,24,1.07843137254902,1.7481880270062,0.405340963280877,1.54406804435028,"Noun",55,1,"Noun","55",3.04002216915066
"992","aesir",2,1,0,0,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"994","aesthete",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872
"995","aesthetes",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"998","aesthetics",15,13,12,11,0.294117647058824,1.20411998265592,0.154983309489747,1.14612803567824,"Noun",15,1,"Noun","15",2.49595412480038
"1004","afeard",11,9,11,9,0.215686274509804,1.07918124604762,0.107296137339056,1,"Noun",11,1,"Noun","11",2.37101538819208
"1009","affa",4,2,0,0,0.0784313725490196,0.698970004336019,0.0238435860753457,0.477121254719662,"Noun",4,1,"Noun","4",1.99080414648048
"1010","affability",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048
"1013","affair",1502,834,1467,821,29.4509803921569,3.17695898058691,9.94277539341917,2.9216864754836,"Noun",1502,1,"Noun","1502",4.46879312273137
"1014","affaire",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"1015","affaires",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",1,1,"Noun","1",1.89389413347242
"1023","affection",431,334,419,330,8.45098039215686,2.63548374681491,3.98187887458274,2.52504480703685,"Noun",430,1,"Noun","430",3.92731788895937
"1026","affections",61,52,61,52,1.19607843137255,1.79239168949825,0.619933237958989,1.72427586960079,"Noun",61,1,"Noun","61",3.08422583164271
"1032","affiant",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"1033","affiche",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"1035","affidavit",100,64,100,64,1.96078431372549,2.00432137378264,0.762994754411063,1.81291335664286,"Noun",100,1,"Noun","100",3.2961555159271
"1036","affidavits",31,20,31,20,0.607843137254902,1.50514997831991,0.238435860753457,1.32221929473392,"Noun",31,1,"Noun","31",2.79698412046437
"1037","affiliate",15,11,14,11,0.294117647058824,1.20411998265592,0.131139723414402,1.07918124604762,"Noun",15,1,"Noun","15",2.49595412480038
"1039","affiliates",17,15,16,14,0.333333333333333,1.25527250510331,0.178826895565093,1.20411998265592,"Noun",17,1,"Noun","17",2.54710664724777
"1042","affinity",29,27,29,27,0.568627450980392,1.47712125471966,0.321888412017167,1.44715803134222,"Noun",29,1,"Noun","29",2.76895539686412
"1053","afflatus",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"1057","affliction",60,53,58,51,1.17647058823529,1.78532983501077,0.631855030996662,1.73239375982297,"Noun",60,1,"Noun","60",3.07716397715523
"1061","affluence",7,6,6,5,0.137254901960784,0.903089986991944,0.0715307582260372,0.845098040014257,"Noun",7,1,"Noun","7",2.1949241291364
"1069","affright",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412
"1070","affront",30,27,30,27,0.588235294117647,1.49136169383427,0.321888412017167,1.44715803134222,"Noun",30,1,"Noun","30",2.78319583597873
"1073","afghani",6,5,0,0,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872
"1074","afghanis",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"1076","afghans",10,8,2,2,0.196078431372549,1.04139268515823,0.0953743443013829,0.954242509439325,"Noun",10,1,"Noun","10",2.33322682730268
"1077","aficionado",11,10,9,9,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Noun",11,1,"Noun","11",2.37101538819208
"1080","afikomen",9,2,5,2,0.176470588235294,1,0.0238435860753457,0.477121254719662,"Noun",9,1,"Noun","9",2.29183414214446
"1091","afoul",11,10,11,10,0.215686274509804,1.07918124604762,0.119217930376729,1.04139268515823,"Noun",11,1,"Noun","11",2.37101538819208
"1096","africans",54,23,0,0,1.05882352941176,1.74036268949424,0.274201239866476,1.38021124171161,"Noun",54,1,"Noun","54",3.0321968316387
"1097","afrikaans",3,1,0,0,0.0588235294117647,0.602059991327962,0.0119217930376729,0.301029995663981,"Noun",3,1,"Noun","3",1.89389413347242
"1100","afros",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242
"1103","afterbirth",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281
"1106","aftercare",5,5,3,3,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281
"1107","afterdeck",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"1111","afterimage",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"1112","afterlife",81,62,79,61,1.58823529411765,1.91381385238372,0.739151168335718,1.79934054945358,"Noun",82,1,"Noun","82",3.20564799452818
"1114","aftermast",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"1115","aftermath",53,51,51,49,1.03921568627451,1.73239375982297,0.608011444921316,1.7160033436348,"Noun",53,1,"Noun","53",3.02422790196743
"1116","aftermaths",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844
"1117","afternight",2,1,2,1,0.0392156862745098,0.477121254719662,0.0119217930376729,0.301029995663981,"Noun",2,1,"Noun","2",1.76895539686412
"1118","afternoon",4666,2597,4410,2505,91.4901960784314,3.66903780088516,30.9608965188364,3.41463914673701,"Noun",4660,1,"Noun","4660",4.96087194302962
"1119","afternoons",101,90,99,88,1.98039215686275,2.00860017176192,1.07296137339056,1.95904139232109,"Noun",101,1,"Noun","101",3.30043431390638
