numid|f	X1|f	X|f	Word|s	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	numDom_PoS_SUBTLEX|f	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	All_PoS_SUBTLEX|s	All_freqs_SUBTLEX|f	Zipfvalue|f	Zipfvalue_cat|s	Zipfvalue_ncat|f	cmu_sylls|f	BF_TK|f	BF_TP|f	LEN_L|f	N|f	
1323	8584	28779	guise	28	27	28	27	0.54902	1.4624	0.32189	1.4472	Noun	1	28	1	Noun	28	2.7542	low	1	1	1474.24	30	5	2	
218	1064	3379	asp	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Noun	1	6	1	Noun	6	2.1369	low	1	1	136.17	1.5	3	4	
1285	8311	27889	gooseberry	14	10	11	9	0.27451	1.1761	0.11922	1.0414	Noun	1	14	1	Noun	14	2.4679	low	1	3	137.39	21.44	10	0	
1764	11670	39186	marketeers	5	5	5	5	0.098039	0.77815	0.059609	0.77815	Noun	1	5	1	Noun	5	2.07	low	1	3	197.72	43	10	0	
51	217	792	admirer	151	124	149	123	2.9608	2.1818	1.4783	2.0969	Noun	1	151	1	Noun	151	3.4737	high	2	3	905	81.83	7	2	
3613	26934	49672	prearrange	2	2	2	2	0.039216	0.47712	0.023844	0.47712	Verb	2	2	1	Verb	2	1.769	low	1	3	290.37	46	10	0	
277	1359	4376	backwater	31	27	30	27	0.60784	1.5051	0.32189	1.4472	Noun	1	31	1	Noun	31	2.797	high	2	3	393.9	82.75	9	0	
2730	18302	62198	statistic	31	28	30	27	0.60784	1.5051	0.33381	1.4624	Noun	1	31	1	Noun	31	2.797	high	2	3	327.05	58	9	0	
3496	25792	37461	liquidate	39	31	36	28	0.76471	1.6021	0.36958	1.5051	Verb	2	39	1	Verb	39	2.8939	high	2	3	210.38	41.25	9	0	
392	2364	7738	breadth	22	21	21	20	0.43137	1.3617	0.25036	1.3424	Noun	1	22	1	Noun	22	2.6536	low	1	1	472.52	45.33	7	0	
3150	21606	356	acclimate	8	8	8	8	0.15686	0.95424	0.095374	0.95424	Verb	2	8	1	Verb	8	2.2461	low	1	3	253.51	47.75	9	0	
1782	11821	39702	mech	3	2	1	1	0.058824	0.60206	0.023844	0.47712	Noun	1	3	1	Noun	3	1.8939	low	1	1	1277.45	11	4	4	
3849	29589	70526	urinate	56	46	54	46	1.098	1.7559	0.5484	1.6721	Verb	2	56	1	Verb	56	3.0477	high	2	3	452.94	54	7	0	
2725	18271	62096	staph	25	14	23	13	0.4902	1.415	0.16691	1.1761	Noun	1	25	1	Noun	25	2.7068	low	1	1	1163.42	30.75	5	1	
1097	6863	23328	fad	39	36	39	36	0.76471	1.6021	0.42918	1.5682	Noun	1	39	1	Noun	39	2.8939	high	2	1	3620.25	8.5	3	16	
1307	8476	28416	grille	18	15	16	13	0.35294	1.2788	0.17883	1.2041	Noun	1	18	1	Noun	18	2.5706	low	1	1	1423.59	80.8	6	1	
1948	13025	43496	nonce	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	1	3	1	Noun	3	1.8939	low	1	1	1021.36	26.75	5	1	
1816	12052	40444	middleman	41	38	41	38	0.80392	1.6232	0.45303	1.5911	Noun	1	41	1	Noun	41	2.9151	high	2	3	95.2	21	9	1	
259	1243	4004	autopsy	489	291	463	280	9.5882	2.6902	3.4692	2.4654	Noun	1	489	1	Noun	489	3.982	high	2	3	109.92	15.17	7	0	
2314	15256	50852	provenance	9	5	9	5	0.17647	1	0.059609	0.77815	Noun	1	9	1	Noun	9	2.2918	low	1	3	532.22	72.44	10	0	
2780	18661	63564	sufferer	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	1	4	1	Noun	4	1.9908	low	1	3	889.28	88.57	8	1	
3124	21294	73458	wool	161	131	153	123	3.1569	2.2095	1.5618	2.1206	Noun	1	161	1	Noun	161	3.5013	high	2	1	2022.2	25.33	4	6	
1225	7813	26417	futurist	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1	Noun	1	1.5929	low	1	3	436.47	70.43	8	1	
1576	10239	34745	jellyfish	74	40	67	38	1.451	1.8751	0.47687	1.6128	Noun	1	74	1	Noun	74	3.1669	high	2	3	210.1	35.88	9	0	
3481	25617	35289	kain	2	1	0	0	0.039216	0.47712	0.011922	0.30103	Verb	2	2	1	Verb	2	1.769	low	1	1	1610.69	18.67	4	7	
2507	16253	55171	rind	14	8	14	8	0.27451	1.1761	0.095374	0.95424	Noun	1	14	1	Noun	14	2.4679	low	1	1	1854.48	30.67	4	9	
2349	15496	51668	quay	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	1	4	1	Noun	4	1.9908	low	1	1	418.36	6.33	4	0	
2575	16840	57029	scintilla	6	6	6	6	0.11765	0.8451	0.071531	0.8451	Noun	1	6	1	Noun	6	2.1369	low	1	3	352.98	36.13	9	0	
1069	6726	22770	exertion	15	12	15	12	0.29412	1.2041	0.14306	1.1139	Noun	1	15	1	Noun	15	2.496	low	1	3	1014.58	93.29	8	0	
2845	19149	65213	teal	26	14	15	10	0.5098	1.4314	0.16691	1.1761	Noun	1	26	1	Noun	26	2.7232	low	1	1	1916.41	32.67	4	15	
2522	16381	55638	rote	6	5	6	5	0.11765	0.8451	0.059609	0.77815	Noun	1	6	1	Noun	6	2.1369	low	1	1	936.69	23.33	4	15	
493	3219	10252	celebrant	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	1	3	1	Noun	3	1.8939	low	1	3	507.78	51.63	9	0	
