ITEM   	 BF_TK 	 BF_TP 	 SLBF  	 MLBF  	 LEN_L 	   N   	   PN   	  AOA  	  AOA2  	  IMG  	  IMG2  	
crept	 690.75	  30.25	  10.41	   2.60	   5	   3	   4	 324	-1	 281	-1	
cried	1385.82	  84.75	  12.22	   3.05	   5	   7	  12	-1	-1	-1	-1	
crimped	1748.88	 204.00	  17.43	   2.91	   7	   1	   3	-1	-1	-1	-1	
cringe	 880.91	  56.80	  14.54	   2.91	   6	   1	   2	-1	 488	-1	 490	
cringed	1837.75	 209.67	  17.91	   2.98	   7	   1	   2	-1	-1	-1	-1	
criticize	 272.28	  44.38	  18.56	   2.32	   9	   0	   1	-1	-1	-1	-1	
croaked	1758.45	 202.83	  15.54	   2.59	   7	   3	   5	-1	-1	-1	-1	
crocheting	 809.60	 179.33	  21.87	   2.43	  10	   0	   0	-1	-1	-1	-1	
crooned	1833.03	 207.67	  16.68	   2.78	   7	   3	   5	-1	-1	-1	-1	
crowed	2281.11	 185.20	  14.96	   2.99	   6	   0	  12	-1	-1	-1	-1	
cruised	1534.76	 192.83	  15.22	   2.54	   7	   3	   6	-1	-1	-1	-1	
culled	2369.32	 205.00	  14.46	   2.89	   6	   6	  12	-1	-1	-1	-1	
cultivate	 230.60	  47.63	  16.39	   2.05	   9	   0	   0	-1	-1	-1	-1	
curbed	2131.35	 177.80	  13.63	   2.73	   6	   3	   6	-1	-1	-1	-1	
curdling	1729.63	 287.29	  19.31	   2.76	   8	   2	   2	-1	-1	-1	-1	
dabbed	2006.02	 172.20	  13.79	   2.76	   6	   3	   7	-1	-1	-1	-1	
danced	2229.14	 183.40	  14.53	   2.91	   6	   2	   2	-1	-1	-1	-1	
dared	1494.82	  81.25	  12.15	   3.04	   5	   7	  16	-1	-1	-1	-1	
dares	1701.26	  90.00	  12.26	   3.06	   5	  11	  21	-1	-1	-1	-1	
dawned	2063.08	 173.20	  12.09	   2.42	   6	   5	  12	-1	-1	-1	-1	
deadening	1336.25	 233.13	  23.05	   2.88	   9	   1	   2	-1	-1	-1	-1	
dealt	1418.95	  42.00	  11.77	   2.94	   5	   1	  16	 463	-1	 154	-1	
debated	1966.70	 224.67	  16.48	   2.75	   7	   2	   1	-1	-1	-1	-1	
decipher	 722.92	  74.71	  17.05	   2.44	   8	   0	   1	-1	-1	-1	-1	
declaring	1361.32	 238.63	  23.05	   2.88	   9	   0	   0	-1	-1	-1	-1	
decompose	 305.46	  39.50	  17.01	   2.13	   9	   0	   1	-1	-1	-1	-1	
decorate	 623.67	  81.71	  19.31	   2.76	   8	   0	   0	-1	-1	 508	-1	
dedicate	 448.46	  69.86	  17.91	   2.56	   8	   1	   1	-1	-1	-1	-1	
dedicates	 770.04	 129.75	  21.23	   2.65	   9	   1	   1	-1	-1	-1	-1	
deducting	1477.51	 245.38	  22.27	   2.78	   9	   0	   2	-1	-1	-1	-1	
deem	3041.96	  24.67	  10.09	   3.36	   4	   4	  15	-1	 579	-1	 154	
deemed	2396.17	 185.40	  15.52	   3.10	   6	   1	   9	-1	-1	-1	-1	
deems	 627.34	  31.25	  11.07	   2.77	   5	   2	  13	-1	-1	-1	-1	
defaulted	 930.47	 143.38	  17.74	   2.22	   9	   0	   0	-1	-1	-1	-1	
defected	1531.38	 193.71	  20.02	   2.86	   8	   3	   7	-1	-1	-1	-1	
defended	1455.75	 185.14	  19.87	   2.84	   8	   2	   2	-1	-1	-1	-1	
deferring	1393.84	 250.88	  22.74	   2.84	   9	   2	   1	-1	-1	-1	-1	
deflected	1072.68	 154.00	  21.95	   2.74	   9	   1	   3	-1	-1	-1	-1	
deflecting	 924.22	 192.67	  24.55	   2.73	  10	   1	   2	-1	-1	-1	-1	
defying	3199.31	 275.67	  16.04	   2.67	   7	   1	   3	-1	-1	-1	-1	
deified	1752.62	 203.17	  16.51	   2.75	   7	   0	   0	-1	-1	-1	-1	
deign	 352.63	  15.50	   8.18	   2.04	   5	   2	  27	-1	-1	-1	-1	
deigned	1627.95	 190.17	  14.99	   2.50	   7	   2	  16	-1	-1	-1	-1	
delighting	 831.96	 181.22	  22.25	   2.47	  10	   0	   1	-1	-1	-1	-1	
deliver	1230.15	 100.17	  17.56	   2.93	   7	   0	   2	-1	-1	 388	-1	
delivers	 601.96	 100.43	  18.36	   2.62	   8	   1	   2	-1	-1	-1	-1	
deluding	1813.47	 277.71	  18.63	   2.66	   8	   0	   2	-1	-1	-1	-1	
delve	 478.36	  29.00	   9.78	   2.45	   5	   0	   3	-1	-1	-1	-1	
demolish	 478.19	  87.86	  17.89	   2.56	   8	   0	   1	-1	 485	-1	-1	
demolished	 457.09	  84.89	  22.33	   2.48	  10	   0	   1	-1	-1	-1	-1	
denoting	2060.00	 310.00	  20.53	   2.93	   8	   1	   0	-1	-1	-1	-1	
denounces	 611.58	  87.38	  21.01	   2.63	   9	   1	   1	-1	-1	-1	-1	
denouncing	 576.97	 142.78	  21.80	   2.42	  10	   1	   2	-1	-1	-1	-1	
depicting	1520.27	 250.25	  22.74	   2.84	   9	   0	   1	-1	-1	-1	-1	
deploring	1347.54	 239.63	  23.19	   2.90	   9	   1	   0	-1	-1	-1	-1	
deploying	1170.91	 209.00	  20.91	   2.61	   9	   1	   0	-1	-1	-1	-1	
depresses	 783.92	 107.88	  22.36	   2.80	   9	   1	   2	-1	-1	-1	-1	
descended	 971.99	 146.63	  22.02	   2.75	   9	   0	   3	-1	-1	-1	-1	
despises	 704.21	 117.29	  18.82	   2.69	   8	   1	   2	-1	-1	-1	-1	
despising	1303.34	 225.25	  22.71	   2.84	   9	   0	   2	-1	-1	-1	-1	
detaching	1221.86	 217.00	  21.14	   2.64	   9	   0	   0	-1	-1	-1	-1	
detaining	1293.51	 228.63	  22.18	   2.77	   9	   2	   1	-1	-1	-1	-1	
determine	 945.40	 161.00	  21.37	   2.67	   9	   0	   2	-1	 531	 295	-1	
determines	 598.61	  90.56	  23.07	   2.56	  10	   1	   2	-1	-1	-1	-1	
deterring	1479.85	 257.50	  23.32	   2.91	   9	   1	   1	-1	-1	-1	-1	
devalue	 429.60	  36.00	  13.78	   2.30	   7	   0	   1	-1	-1	-1	-1	
develop	 443.81	  36.67	  14.63	   2.44	   7	   0	   2	-1	-1	 295	-1	
develops	 275.73	  50.86	  15.28	   2.18	   8	   0	   2	-1	-1	-1	-1	
deviate	 505.38	  52.67	  15.25	   2.54	   7	   0	   0	-1	 612	-1	 301	
devising	1846.13	 285.86	  20.47	   2.92	   8	   1	   3	-1	-1	-1	-1	
devour	 498.64	  34.80	  12.83	   2.57	   6	   2	   2	-1	-1	-1	-1	
devoured	1580.01	 193.71	  19.66	   2.81	   8	   0	   2	-1	-1	-1	-1	
devours	1023.91	  92.83	  17.20	   2.87	   7	   1	   2	-1	-1	-1	-1	
diagnose	 230.56	  31.57	  13.60	   1.94	   8	   0	   1	-1	-1	-1	-1	
diagnosed	 821.58	 118.13	  17.46	   2.18	   9	   1	   1	-1	-1	-1	-1	
diced	 769.67	  61.50	   9.47	   2.37	   5	   2	   5	-1	-1	-1	-1	
diffusing	1361.22	 209.13	  22.62	   2.83	   9	   0	   1	-1	-1	-1	-1	
digested	1538.81	 196.29	  20.09	   2.87	   8	   0	   3	-1	-1	-1	-1	
digesting	1502.47	 252.00	  22.60	   2.82	   9	   0	   2	-1	-1	-1	-1	
dignify	 409.23	  45.17	  13.93	   2.32	   7	   2	   2	-1	-1	-1	-1	
diluting	2040.04	 299.29	  20.34	   2.91	   8	   1	   1	-1	-1	-1	-1	
diminish	 432.08	  66.29	  17.16	   2.45	   8	   0	   1	-1	 583	-1	 301	
dimmed	2165.67	 177.40	  14.73	   2.95	   6	   3	   5	-1	-1	-1	-1	
dine	1484.32	  34.00	   9.08	   3.03	   4	  17	  27	-1	-1	-1	-1	
dined	1216.73	  83.50	  11.50	   2.88	   5	   8	  19	-1	-1	-1	-1	
dines	1423.17	  92.25	  11.62	   2.90	   5	  14	  21	-1	-1	-1	-1	
dipped	2026.10	 183.60	  13.70	   2.74	   6	   6	  14	-1	-1	-1	-1	
dirtying	1723.94	 264.00	  18.40	   2.63	   8	   0	   0	-1	-1	-1	-1	
disagree	 576.31	  62.86	  15.79	   2.26	   8	   0	   2	-1	 389	-1	-1	
disagreed	 850.77	 125.25	  18.72	   2.34	   9	   1	   2	-1	-1	-1	-1	
disagrees	 570.48	  84.38	  18.41	   2.30	   9	   1	   2	-1	-1	-1	-1	
disappear	 253.06	  36.88	  15.13	   1.89	   9	   0	   1	-1	 346	-1	 469	
disappears	 210.92	  46.11	  16.61	   1.85	  10	   0	   1	-1	-1	-1	-1	
disappoint	 520.03	 100.33	  18.41	   2.05	  10	   0	   0	-1	 387	-1	-1	
disapprove	 193.97	  39.11	  16.11	   1.79	  10	   0	   0	-1	 486	-1	 393	
disbanded	 878.46	 135.38	  19.14	   2.39	   9	   0	   0	-1	-1	-1	-1	
disbelieve	 212.44	  43.56	  16.08	   1.79	  10	   0	   1	-1	-1	-1	-1	
discarding	 613.00	 149.33	  21.15	   2.35	  10	   0	   1	-1	-1	-1	-1	
disclosing	 735.04	 156.00	  22.74	   2.53	  10	   0	   0	-1	-1	-1	-1	
discolour	 374.26	  57.63	  18.73	   2.34	   9	   0	   0	-1	-1	-1	-1	
disconnect	 228.04	  47.00	  17.72	   1.97	  10	   0	   0	-1	-1	-1	-1	
discounted	 536.91	 110.67	  22.69	   2.52	  10	   1	   0	-1	-1	-1	-1	
discourage	 234.01	  43.44	  19.48	   2.16	  10	   0	   0	-1	-1	-1	-1	
discover	 736.04	  66.71	  18.52	   2.65	   8	   0	   2	-1	 370	-1	 447	
discovers	 487.58	  77.88	  19.70	   2.46	   9	   1	   2	-1	-1	-1	-1	
discredit	 331.36	  41.00	  16.42	   2.05	   9	   0	   0	-1	-1	-1	-1	
discusses	 719.63	 101.63	  21.61	   2.70	   9	   1	   1	-1	-1	-1	-1	
discussing	 829.20	 163.67	  24.88	   2.76	  10	   0	   1	-1	-1	-1	-1	
disengage	 444.45	  57.13	  19.08	   2.39	   9	   0	   1	-1	-1	-1	-1	
disengaged	 435.01	  89.00	  20.60	   2.29	  10	   0	   1	-1	-1	-1	-1	
disgraces	 637.77	  90.63	  19.71	   2.46	   9	   1	   0	-1	-1	-1	-1	
disguising	 719.14	 155.56	  21.59	   2.40	  10	   0	   1	-1	-1	-1	-1	
dished	2443.08	 184.40	  15.17	   3.03	   6	   4	   7	-1	-1	-1	-1	
disliking	1192.21	 212.63	  17.99	   2.25	   9	   0	   0	-1	-1	-1	-1	
dislodging	 582.53	 144.22	  18.48	   2.05	  10	   0	   0	-1	-1	-1	-1	
dismantle	 440.42	  66.25	  19.89	   2.49	   9	   0	   1	-1	-1	-1	-1	
dismantled	 413.74	  89.33	  18.46	   2.05	  10	   0	   1	-1	-1	-1	-1	
dismember	 352.52	  55.00	  17.32	   2.16	   9	   0	   0	-1	-1	-1	-1	
dismisses	 741.33	 102.00	  21.46	   2.68	   9	   1	   1	-1	-1	-1	-1	
dismounted	 492.94	 106.89	  20.32	   2.26	  10	   1	   0	-1	-1	-1	-1	
disobey	 279.35	  32.50	  11.70	   1.95	   7	   0	   3	-1	 351	-1	 440	
disobeys	 265.36	  37.57	  13.43	   1.92	   8	   0	   2	-1	-1	-1	-1	
disparage	 407.92	  57.88	  19.99	   2.50	   9	   1	   0	-1	-1	-1	-1	
dispelling	 640.85	 163.11	  22.94	   2.55	  10	   0	   0	-1	-1	-1	-1	
displacing	 651.44	 156.44	  23.34	   2.59	  10	   1	   0	-1	-1	-1	-1	
displaying	 627.93	 152.89	  21.98	   2.44	  10	   1	   0	-1	-1	-1	-1	
disposes	 744.66	 114.14	  19.38	   2.77	   8	   1	   2	-1	-1	-1	-1	
disquiet	 324.76	  51.29	  14.41	   2.06	   8	   0	   0	 617	-1	 305	-1	
disrupting	 840.91	 186.11	  21.57	   2.40	  10	   0	   2	-1	-1	-1	-1	
dissemble	 443.05	  65.75	  18.94	   2.37	   9	   0	   1	-1	-1	-1	-1	
dissembled	 417.11	  87.22	  18.76	   2.08	  10	   0	   1	-1	-1	-1	-1	
dissipate	 394.15	  67.25	  18.09	   2.26	   9	   0	   0	-1	-1	-1	-1	
dissuaded	 861.39	 129.25	  19.65	   2.46	   9	   0	   0	-1	-1	-1	-1	
distorting	 917.29	 200.56	  24.71	   2.75	  10	   0	   1	-1	-1	-1	-1	
distribute	 291.98	  56.22	  20.22	   2.25	  10	   0	   0	-1	-1	-1	-1	
distrusted	 528.04	 115.00	  22.22	   2.47	  10	   1	   1	-1	-1	-1	-1	
dived	1647.88	  76.00	  11.94	   2.99	   5	   7	   7	-1	-1	-1	-1	
divulging	1124.95	 199.75	  17.69	   2.21	   9	   0	   0	-1	-1	-1	-1	
docked	2489.32	 204.20	  15.38	   3.08	   6	   9	  13	-1	-1	-1	-1	
dodged	2106.15	 184.80	  14.15	   2.83	   6	   2	   4	-1	-1	-1	-1	
dominate	 501.51	  62.43	  18.48	   2.64	   8	   1	   2	-1	-1	-1	-1	
dominates	 869.81	 118.13	  21.19	   2.65	   9	   1	   1	-1	-1	-1	-1	
donned	2333.86	 186.20	  15.20	   3.04	   6	   2	  15	-1	-1	-1	-1	
doped	 999.78	  68.50	  11.06	   2.76	   5	  10	  10	-1	-1	-1	-1	
dost	3641.92	  27.67	  10.53	   3.51	   4	   8	  14	-1	-1	-1	-1	
doth	3718.12	  17.33	  10.22	   3.41	   4	   3	  10	-1	-1	-1	-1	
douse	3525.37	  40.25	  13.31	   3.33	   5	   4	  10	-1	-1	-1	-1	
dozed	 889.92	  58.25	  10.07	   2.52	   5	   6	   6	-1	-1	-1	-1	
dragged	1628.74	 196.67	  16.30	   2.72	   7	   2	   5	-1	-1	-1	-1	
dramatize	 540.39	  81.75	  18.29	   2.29	   9	   0	   1	-1	-1	-1	-1	
drank	1194.63	  47.00	  12.25	   3.06	   5	   5	   8	-1	 214	-1	 529	
drawn	 669.92	  35.50	  10.77	   2.69	   5	   6	   9	 291	-1	 275	-1	
dreamed	1764.86	 197.50	  17.23	   2.87	   7	   3	   4	-1	-1	-1	-1	
dreamt	 344.34	  34.60	  11.02	   2.20	   6	   2	   1	-1	-1	-1	-1	
dredged	1687.79	 190.67	  15.84	   2.64	   7	   1	   2	-1	-1	-1	-1	
drilled	1847.42	 232.17	  17.62	   2.94	   7	   2	   7	-1	-1	-1	-1	
dripped	1731.62	 199.33	  17.00	   2.83	   7	   3	  11	-1	-1	-1	-1	
drooped	1794.18	 199.67	  15.63	   2.60	   7	   2	   8	-1	-1	-1	-1	
drown	1017.54	  35.50	  11.88	   2.97	   5	   5	  10	 313	-1	 465	-1	
drowns	 515.91	  44.80	  11.75	   2.35	   6	   3	   8	-1	-1	-1	-1	
drummed	1452.56	 182.00	  14.85	   2.48	   7	   1	   4	-1	-1	-1	-1	
dubbed	2048.96	 168.20	  14.06	   2.81	   6	   2	   5	-1	-1	-1	-1	
ducked	2384.35	 198.60	  14.44	   2.89	   6	   9	  14	-1	-1	-1	-1	
duped	 825.07	  64.00	   9.40	   2.35	   5	   2	   3	-1	-1	-1	-1	
dusts	 444.49	  54.75	   9.74	   2.43	   5	   6	   6	-1	-1	-1	-1	
dwell	 615.49	  16.00	   9.20	   2.30	   5	   2	   6	-1	-1	-1	-1	
dwells	 331.12	  30.00	  10.92	   2.18	   6	   1	   4	-1	-1	-1	-1	
dwelt	 230.71	  13.00	   8.47	   2.12	   5	   1	   4	-1	-1	-1	-1	
earn	1197.65	  28.33	   9.03	   3.01	   4	   7	  16	 401	 397	 311	-1	
earns	 839.32	  39.25	  10.98	   2.75	   5	   4	  12	-1	-1	-1	-1	
earthed	2511.65	 221.67	  19.14	   3.19	   7	   1	   4	-1	-1	-1	-1	
eased	1055.65	  68.00	  11.48	   2.87	   5	   3	   3	-1	-1	-1	-1	
ebbed	 707.05	  51.75	   6.75	   1.69	   5	   0	   5	-1	-1	-1	-1	
educate	 182.40	  26.50	  11.12	   1.85	   7	   0	   0	-1	 423	-1	 459	
effected	1419.28	 172.43	  18.14	   2.59	   8	   1	   8	-1	-1	-1	-1	
effecting	1450.81	 232.13	  22.83	   2.85	   9	   1	   7	-1	-1	-1	-1	
ejected	1748.12	 196.17	  12.73	   2.12	   7	   2	   7	-1	-1	-1	-1	
ejecting	1948.27	 281.86	  15.58	   2.23	   8	   2	   6	-1	-1	-1	-1	
electing	2057.01	 290.71	  21.00	   3.00	   8	   2	   6	-1	-1	-1	-1	
elevate	 303.57	  33.67	  14.36	   2.39	   7	   0	   0	-1	-1	-1	-1	
elicit	 164.27	  23.00	  10.46	   2.09	   6	   0	   0	-1	-1	-1	-1	
eluded	2049.78	 182.60	  12.69	   2.54	   6	   2	   2	-1	-1	-1	-1	
eluding	3160.87	 275.67	  17.49	   2.91	   7	   1	   2	-1	-1	-1	-1	
embarking	 991.48	 187.25	  17.29	   2.16	   9	   0	   1	-1	-1	-1	-1	
embarrass	 164.52	  42.00	  16.65	   2.08	   9	   0	   0	-1	 475	-1	 438	
embattled	 667.26	 109.00	  16.45	   2.06	   9	   0	   0	-1	-1	-1	-1	
emblazoned	 303.70	  64.44	  14.41	   1.60	  10	   0	   0	-1	-1	-1	-1	
embodied	1194.25	 162.43	  16.26	   2.32	   8	   1	   3	-1	-1	-1	-1	
embodies	 522.27	 104.14	  15.76	   2.25	   8	   1	   2	-1	-1	-1	-1	
embody	 188.36	  12.60	  10.51	   2.10	   6	   0	   2	-1	-1	-1	-1	
emerges	 767.00	 107.33	  15.11	   2.52	   7	   1	   1	-1	-1	-1	-1	
emigrate	 335.45	  49.71	  16.43	   2.35	   8	   0	   2	-1	-1	-1	-1	
emitted	1840.50	 211.00	  16.63	   2.77	   7	   1	   3	-1	-1	-1	-1	
emitting	1923.97	 290.43	  18.67	   2.67	   8	   1	   2	-1	-1	-1	-1	
emphasize	 224.24	  34.63	  16.65	   2.08	   9	   0	   2	-1	-1	-1	-1	
emphasized	 337.54	  68.89	  18.84	   2.09	  10	   1	   1	-1	-1	-1	-1	
emulate	 252.52	  35.00	  12.95	   2.16	   7	   0	   0	-1	-1	-1	-1	
enable	1154.87	  55.60	  13.37	   2.67	   6	   1	   2	-1	-1	-1	-1	
enabled	1615.64	 215.00	  15.86	   2.64	   7	   1	   3	-1	-1	-1	-1	
enables	 858.18	 144.67	  15.46	   2.58	   7	   1	   2	-1	-1	-1	-1	
enacted	1843.12	 212.17	  16.87	   2.81	   7	   1	   1	-1	-1	-1	-1	
enacting	2062.79	 296.14	  20.92	   2.99	   8	   1	   1	-1	-1	-1	-1	
enamelled	 672.61	 118.38	  18.39	   2.30	   9	   0	   2	-1	-1	-1	-1	
encircle	 317.13	  36.00	  15.89	   2.27	   8	   0	   1	-1	-1	-1	-1	
encircled	 716.09	 115.00	  18.33	   2.29	   9	   0	   1	-1	-1	-1	-1	
encircling	 520.54	 135.89	  19.62	   2.18	  10	   0	   0	-1	-1	-1	-1	
encloses	 606.78	 101.14	  18.47	   2.64	   8	   1	   1	-1	-1	-1	-1	
encompass	 191.02	  39.38	  16.69	   2.09	   9	   0	   0	-1	-1	-1	-1	
encourage	 308.48	  42.75	  19.73	   2.47	   9	   1	   1	-1	 429	-1	 417	
encouraged	 389.07	  73.22	  21.23	   2.36	  10	   1	   1	-1	-1	-1	-1	
encrusted	 944.81	 141.38	  20.50	   2.56	   9	   1	   1	-1	-1	-1	-1	
encumbered	 384.89	  70.56	  20.68	   2.30	  10	   0	   0	-1	-1	-1	-1	
endanger	 550.93	  60.00	  17.23	   2.46	   8	   0	   2	-1	-1	-1	-1	
endangers	 319.49	  62.13	  17.83	   2.23	   9	   0	   2	-1	-1	-1	-1	
endorses	 583.31	 101.00	  16.41	   2.34	   8	   1	   1	-1	-1	-1	-1	
enfeebled	 683.97	 113.88	  17.80	   2.22	   9	   0	   0	-1	-1	-1	-1	
enfolded	1266.12	 156.86	  17.91	   2.56	   8	   1	   2	-1	-1	-1	-1	
enfolding	1060.51	 196.13	  19.44	   2.43	   9	   1	   2	-1	-1	-1	-1	
engages	 759.40	 107.33	  15.15	   2.53	   7	   1	   1	-1	-1	-1	-1	
engendered	 408.62	  76.78	  20.81	   2.31	  10	   0	   2	-1	-1	-1	-1	
engenders	 418.89	  67.75	  19.41	   2.43	   9	   0	   2	-1	-1	-1	-1	
engrossing	 692.19	 144.11	  22.24	   2.47	  10	   0	   0	-1	-1	-1	-1	
engulfing	1013.56	 190.88	  18.32	   2.29	   9	   0	   0	-1	-1	-1	-1	
enhances	 541.80	  95.57	  16.42	   2.35	   8	   1	   1	-1	-1	-1	-1	
enlarges	 506.97	  94.86	  16.29	   2.33	   8	   1	   1	-1	-1	-1	-1	
enlighten	 386.03	  57.63	  17.56	   2.19	   9	   0	   1	-1	-1	-1	-1	
enlisted	1578.61	 194.57	  20.08	   2.87	   8	   1	   3	-1	-1	-1	-1	
enlisting	1410.25	 242.50	  21.83	   2.73	   9	   0	   2	-1	-1	-1	-1	
enliven	 512.84	  35.67	  14.64	   2.44	   7	   0	   2	-1	-1	-1	-1	
enriches	 647.88	 113.86	  17.46	   2.49	   8	   1	   1	-1	-1	-1	-1	
ensuring	1830.35	 276.57	  20.21	   2.89	   8	   2	   0	-1	-1	-1	-1	
entailing	1115.16	 219.00	  20.96	   2.62	   9	   0	   1	-1	-1	-1	-1	
entertain	 506.61	  63.25	  19.91	   2.49	   9	   0	   0	-1	 393	 435	-1	
entitle	 445.84	  49.17	  15.54	   2.59	   7	   0	   2	-1	-1	-1	-1	
entitled	1492.28	 184.43	  19.87	   2.84	   8	   1	   2	-1	-1	-1	-1	
entitles	 820.29	 126.14	  19.36	   2.77	   8	   2	   2	-1	-1	-1	-1	
entrusting	 843.66	 180.44	  23.51	   2.61	  10	   0	   1	-1	-1	-1	-1	
envelop	 225.54	  21.50	  13.35	   2.23	   7	   0	   1	-1	-1	-1	-1	
enveloped	 726.66	 111.75	  19.67	   2.46	   9	   1	   1	-1	-1	-1	-1	
envisage	 361.30	  40.29	  17.60	   2.51	   8	   0	   1	-1	-1	-1	-1	
envisaged	 688.16	 110.00	  18.91	   2.36	   9	   1	   1	-1	-1	-1	-1	
envision	 744.02	  65.14	  19.34	   2.76	   8	   0	   3	-1	-1	-1	-1	
envisioned	 371.07	  75.00	  20.63	   2.29	  10	   0	   1	-1	-1	-1	-1	
envying	3017.30	 260.67	  14.72	   2.45	   7	   0	   0	-1	-1	-1	-1	
equalize	 191.42	  50.71	  13.61	   1.94	   8	   0	   1	-1	-1	-1	-1	
equalized	 618.63	 106.50	  16.73	   2.09	   9	   0	   1	-1	-1	-1	-1	
equalling	1057.09	 208.00	  19.37	   2.42	   9	   1	   1	-1	-1	-1	-1	
equated	1838.04	 208.67	  16.56	   2.76	   7	   1	   1	-1	-1	-1	-1	
equating	1966.93	 289.29	  19.22	   2.75	   8	   0	   1	-1	-1	-1	-1	
equipping	 976.98	 180.88	  17.95	   2.24	   9	   0	   0	-1	-1	-1	-1	
erected	1949.99	 213.83	  16.72	   2.79	   7	   2	   5	-1	-1	-1	-1	
erecting	2108.52	 302.86	  19.84	   2.83	   8	   2	   5	-1	-1	-1	-1	
err	  18.47	   2.00	   1.70	   0.85	   3	   3	  18	-1	-1	-1	-1	
erred	 974.46	  62.75	   9.60	   2.40	   5	   0	  24	-1	-1	-1	-1	
erupted	1718.36	 202.50	  14.72	   2.45	   7	   0	   1	-1	-1	-1	-1	
escalate	 241.64	  48.00	  15.11	   2.16	   8	   0	   0	-1	-1	-1	-1	
eschewing	1024.89	 185.50	  18.82	   2.35	   9	   0	   0	-1	-1	-1	-1	
escorting	1451.98	 231.13	  21.86	   2.73	   9	   0	   1	-1	-1	-1	-1	
espousing	1152.84	 199.13	  20.49	   2.56	   9	   0	   0	-1	-1	-1	-1	
establish	 208.05	  44.50	  17.03	   2.13	   9	   0	   0	-1	-1	-1	-1	
etched	2194.00	 164.20	  11.09	   2.22	   6	   1	   4	-1	-1	-1	-1	
evaded	2080.02	 179.40	  11.98	   2.40	   6	   1	   2	-1	-1	-1	-1	
evading	3205.49	 269.33	  17.05	   2.84	   7	   0	   2	-1	-1	-1	-1	
evidenced	 736.39	 112.25	  18.70	   2.34	   9	   1	   2	-1	-1	-1	-1	
evoking	3237.51	 265.50	  17.59	   2.93	   7	   0	   1	-1	-1	-1	-1	
exacted	1986.28	 209.67	  17.87	   2.98	   7	   2	   1	-1	-1	-1	-1	
examine	1947.49	 159.33	  17.42	   2.90	   7	   0	   2	-1	-1	 341	-1	
examines	 798.32	 117.71	  18.81	   2.69	   8	   2	   2	-1	-1	-1	-1	
excavate	 311.68	  43.71	  15.40	   2.20	   8	   0	   0	-1	-1	-1	-1	
exceeding	1204.06	 201.25	  21.48	   2.69	   9	   0	   1	-1	-1	-1	-1	
excepted	1416.96	 175.29	  18.86	   2.69	   8	   0	   2	-1	-1	-1	-1	
excreted	1396.33	 180.00	  18.62	   2.66	   8	   0	   0	-1	-1	-1	-1	
execute	 328.99	  28.00	  12.89	   2.15	   7	   0	   0	-1	-1	-1	-1	
exempted	1376.44	 174.43	  18.23	   2.60	   8	   0	   0	-1	-1	-1	-1	
exercised	 925.22	 126.00	  21.08	   2.64	   9	   1	   2	-1	-1	-1	-1	
exerted	1925.94	 212.67	  16.19	   2.70	   7	   0	   2	-1	-1	-1	-1	
exhaling	1743.44	 282.57	  17.51	   2.50	   8	   0	   0	-1	-1	-1	-1	
exhorting	1509.10	 237.00	  21.89	   2.74	   9	   1	   3	-1	-1	-1	-1	
exorcize	 237.41	  31.00	  13.41	   1.92	   8	   1	   2	-1	-1	-1	-1	
exorcized	 735.73	 109.25	  16.39	   2.05	   9	   0	   2	-1	-1	-1	-1	
expecting	1566.82	 243.38	  23.93	   2.99	   9	   0	   2	-1	-1	-1	-1	
expedite	 551.26	  66.29	  18.51	   2.64	   8	   0	   0	-1	-1	-1	-1	
expelling	1244.11	 223.13	  22.51	   2.81	   9	   0	   0	-1	-1	-1	-1	
expending	1326.19	 215.50	  23.15	   2.89	   9	   2	   4	-1	-1	-1	-1	
expire	 704.70	  27.60	  13.19	   2.64	   6	   2	   3	-1	-1	-1	-1	
expires	 928.61	 112.83	  16.30	   2.72	   7	   2	   3	-1	-1	-1	-1	
exploiting	 893.16	 182.44	  23.62	   2.62	  10	   0	   1	-1	-1	-1	-1	
exported	1499.06	 186.86	  19.77	   2.82	   8	   2	   1	-1	-1	-1	-1	
expose	 610.14	  23.40	  13.38	   2.68	   6	   0	   1	-1	-1	 346	-1	
exposes	 889.82	 108.83	  16.21	   2.70	   7	   1	   1	-1	-1	-1	-1	
exposing	1771.98	 262.14	  20.07	   2.87	   8	   0	   0	-1	-1	-1	-1	
expounded	 908.95	 120.88	  21.61	   2.70	   9	   0	   3	-1	-1	-1	-1	
expounding	 605.21	 135.33	  22.53	   2.50	  10	   0	   3	-1	-1	-1	-1	
expresses	 786.01	  98.13	  22.45	   2.81	   9	   1	   2	-1	-1	-1	-1	
expressing	 909.47	 160.44	  25.97	   2.89	  10	   0	   2	-1	-1	-1	-1	
extending	1385.59	 219.50	  23.34	   2.92	   9	   1	   2	-1	-1	-1	-1	
extinguish	 160.75	  31.78	  16.95	   1.88	  10	   0	   0	-1	-1	-1	-1	
extracting	 882.41	 184.89	  23.60	   2.62	  10	   0	   1	-1	-1	-1	-1	
extradite	 438.87	  66.38	  19.98	   2.50	   9	   0	   0	-1	-1	-1	-1	
extricate	 388.53	  66.13	  20.04	   2.50	   9	   0	   0	-1	-1	-1	-1	
exuded	2139.06	 181.40	  12.02	   2.40	   6	   2	   1	-1	-1	-1	-1	
exuding	3265.28	 273.67	  16.18	   2.70	   7	   1	   1	-1	-1	-1	-1	
