ITEM   	 BF_TK 	 BF_TP 	 SLBF  	 MLBF  	 LEN_L 	   N   	   PN   	  AOA  	  AOA2  	  IMG  	  IMG2  	
anarchist	 322.18	  50.25	  18.79	   2.35	   9	   1	   2	-1	-1	-1	-1	
anarchists	 118.49	  31.89	  16.80	   1.87	  10	   0	   2	-1	-1	-1	-1	
anarchy	 411.56	  30.33	  12.92	   2.15	   7	   0	   0	-1	 596	-1	 387	
ancestor	 379.19	  41.43	  17.66	   2.52	   8	   0	   1	-1	-1	-1	-1	
ancestors	 393.80	  70.50	  20.42	   2.55	   9	   0	   1	-1	-1	-1	-1	
ancestry	 454.70	  44.71	  18.31	   2.62	   8	   0	   0	-1	-1	-1	-1	
anchorage	 277.05	  39.38	  19.21	   2.40	   9	   0	   2	-1	-1	-1	-1	
anchovies	 532.27	  80.13	  19.78	   2.47	   9	   0	   1	-1	-1	-1	-1	
anchovy	 386.18	  16.83	  12.00	   2.00	   7	   0	   1	-1	-1	-1	-1	
anecdote	 256.35	  30.43	  12.49	   1.78	   8	   0	   1	 619	-1	 357	-1	
anecdotes	 551.59	  87.50	  16.12	   2.02	   9	   0	   1	-1	-1	-1	-1	
angora	 537.26	  19.80	  10.85	   2.17	   6	   0	   0	-1	-1	-1	-1	
angst	 615.58	  13.00	   7.45	   1.86	   5	   0	   0	-1	-1	-1	-1	
annoyance	 261.91	  38.63	  17.25	   2.16	   9	   0	   0	-1	 399	-1	 469	
antelope	 357.56	  34.71	  15.91	   2.27	   8	   0	   1	-1	 446	-1	 596	
antelopes	 548.67	  76.50	  20.22	   2.53	   9	   0	   1	-1	-1	-1	-1	
antenna	 473.24	  27.00	  13.01	   2.17	   7	   0	   2	-1	-1	-1	-1	
antennae	 514.42	  39.43	  15.77	   2.25	   8	   1	   1	-1	-1	-1	-1	
antennas	 519.44	  40.43	  16.65	   2.38	   8	   1	   1	-1	-1	-1	-1	
anteroom	 545.03	  55.71	  17.71	   2.53	   8	   0	   0	 629	-1	 375	-1	
anthropoid	  78.09	  16.44	  11.74	   1.30	  10	   0	   0	-1	-1	-1	-1	
antidote	 453.19	  44.00	  16.05	   2.29	   8	   0	   0	-1	-1	-1	-1	
ants	 896.92	  18.33	   7.53	   2.51	   4	   4	   3	-1	-1	-1	-1	
apaches	1203.03	 134.50	  16.10	   2.68	   7	   0	   0	-1	-1	-1	-1	
apartheid	 215.78	  22.25	  16.34	   2.04	   9	   0	   0	-1	-1	-1	-1	
apartment	 593.42	  52.63	  20.12	   2.51	   9	   0	   1	 522	-1	 556	-1	
apartments	 246.40	  45.00	  18.62	   2.07	  10	   0	   1	-1	-1	-1	-1	
apathy	 228.73	  22.40	  10.97	   2.19	   6	   0	   0	-1	-1	 376	-1	
aperture	 338.70	  38.57	  17.53	   2.50	   8	   0	   1	 639	-1	 424	-1	
aphasia	  81.06	  10.83	  10.21	   1.70	   7	   0	   0	-1	-1	-1	-1	
apogee	 302.59	  31.40	  10.51	   2.10	   6	   0	   0	-1	-1	-1	-1	
apostate	 371.43	  50.86	  16.82	   2.40	   8	   0	   0	-1	-1	-1	-1	
apostles	 551.64	 108.14	  16.70	   2.39	   8	   0	   1	-1	-1	-1	-1	
apparel	 380.00	  34.33	  14.41	   2.40	   7	   0	   0	-1	-1	-1	-1	
appearance	 445.69	  46.33	  23.09	   2.57	  10	   0	   0	-1	 397	 425	 442	
appendage	 283.07	  35.75	  18.75	   2.34	   9	   0	   1	-1	-1	-1	-1	
appendix	 364.26	  34.14	  15.95	   2.28	   8	   0	   0	-1	-1	-1	-1	
appetite	 862.88	  87.29	  19.90	   2.84	   8	   0	   1	-1	-1	-1	-1	
appetites	 883.92	 102.50	  21.56	   2.70	   9	   0	   1	-1	-1	-1	-1	
appliance	 320.41	  48.13	  19.32	   2.42	   9	   0	   1	-1	 509	 554	-1	
applicant	 492.27	  53.13	  20.01	   2.50	   9	   0	   1	-1	-1	-1	-1	
applicants	 287.12	  52.89	  21.71	   2.41	  10	   0	   1	-1	-1	-1	-1	
appointees	 380.90	  59.78	  20.15	   2.24	  10	   0	   0	-1	-1	-1	-1	
appraisal	 330.71	  37.88	  18.98	   2.37	   9	   0	   0	-1	-1	-1	-1	
apprentice	 589.93	  88.44	  22.87	   2.54	  10	   0	   0	-1	-1	-1	-1	
approval	 502.55	  35.86	  17.79	   2.54	   8	   0	   0	 469	-1	 375	-1	
apricots	 340.25	  53.14	  14.89	   2.13	   8	   0	   1	-1	-1	-1	-1	
aptitude	 386.71	  35.71	  16.35	   2.34	   8	   2	   3	-1	-1	 310	-1	
aptitudes	 443.24	  68.25	  17.33	   2.17	   9	   2	   3	-1	-1	-1	-1	
aquarium	 232.55	  40.00	  12.11	   1.73	   8	   0	   0	-1	-1	-1	-1	
arbiters	 495.38	  88.43	  16.38	   2.34	   8	   0	   1	-1	-1	-1	-1	
archdeacon	 298.58	  34.11	  13.89	   1.54	  10	   0	   0	-1	-1	-1	-1	
archery	 710.61	  80.00	  14.74	   2.46	   7	   1	   2	 433	-1	 550	-1	
archetypes	 223.08	  45.44	  14.64	   1.63	  10	   0	   1	-1	-1	-1	-1	
architects	 141.97	  26.33	  16.27	   1.81	  10	   0	   1	-1	-1	-1	-1	
archivist	 192.19	  34.13	  16.90	   2.11	   9	   0	   0	-1	-1	-1	-1	
argument	 413.43	  40.00	  17.25	   2.46	   8	   0	   1	-1	-1	-1	-1	
arguments	 281.00	  44.25	  18.50	   2.31	   9	   0	   1	-1	-1	-1	-1	
armada	 266.93	  16.20	  10.04	   2.01	   6	   0	   0	-1	-1	-1	-1	
armaments	 260.37	  44.63	  16.97	   2.12	   9	   0	   1	-1	-1	-1	-1	
armourer	 779.70	  75.71	  17.57	   2.51	   8	   1	   0	-1	-1	-1	-1	
armoury	 626.34	  37.83	  14.55	   2.42	   7	   0	   3	-1	-1	-1	-1	
aroma	 555.72	  24.50	   9.27	   2.32	   5	   0	   1	-1	-1	-1	-1	
aromas	 536.14	  36.00	  11.88	   2.38	   6	   0	   1	-1	-1	-1	-1	
arrival	 598.83	  35.17	  15.19	   2.53	   7	   0	   1	 394	-1	 419	-1	
arrivals	 162.61	  33.57	  15.10	   2.16	   8	   0	   1	-1	-1	-1	-1	
arrogance	 242.02	  38.88	  17.06	   2.13	   9	   0	   1	-1	-1	-1	-1	
arse	 569.79	   9.67	   6.22	   2.07	   4	   1	  14	-1	-1	-1	-1	
arsenals	 279.42	  43.57	  14.72	   2.10	   8	   0	   1	-1	-1	-1	-1	
arsenic	 339.68	  30.83	  12.82	   2.14	   7	   0	   0	-1	-1	-1	-1	
arteries	 886.17	 138.71	  19.35	   2.76	   8	   0	   1	-1	-1	-1	-1	
artery	 562.18	  48.60	  12.76	   2.55	   6	   0	   3	-1	-1	-1	-1	
arthritis	 137.65	  28.25	  15.54	   1.94	   9	   1	   0	-1	-1	-1	-1	
artichokes	 266.57	  54.00	  17.65	   1.96	  10	   0	   1	-1	-1	-1	-1	
article	 418.61	  40.83	  14.88	   2.48	   7	   0	   3	 406	 404	 421	 428	
articles	 640.84	 112.86	  17.77	   2.54	   8	   1	   3	-1	-1	-1	-1	
artifacts	 135.00	  28.38	  13.99	   1.75	   9	   0	   1	-1	-1	-1	-1	
artisan	 198.43	  24.33	  12.59	   2.10	   7	   0	   2	-1	-1	-1	-1	
artisans	 438.28	  51.86	  17.66	   2.52	   8	   0	   2	-1	-1	-1	-1	
artistry	 489.70	  49.29	  18.00	   2.57	   8	   0	   0	-1	-1	-1	-1	
arts	 394.54	  18.67	   7.19	   2.40	   4	   5	  15	-1	-1	-1	-1	
asbestos	 175.79	  27.86	  12.99	   1.86	   8	   0	   0	 578	-1	 513	-1	
ascendant	 541.46	  54.00	  19.15	   2.39	   9	   0	   1	-1	-1	-1	-1	
aspersions	 510.33	  61.33	  23.40	   2.60	  10	   0	   1	-1	-1	-1	-1	
aspirin	 206.73	  20.33	  12.80	   2.13	   7	   0	   1	-1	-1	 542	-1	
aspirins	1045.07	 164.43	  16.09	   2.30	   8	   1	   1	-1	-1	-1	-1	
assailant	 395.88	  45.13	  18.02	   2.25	   9	   0	   1	-1	-1	-1	-1	
assailants	 178.72	  40.89	  18.74	   2.08	  10	   0	   1	-1	-1	-1	-1	
assassin	 139.74	  20.57	  14.60	   2.09	   8	   0	   1	-1	-1	-1	-1	
assassins	 731.96	 127.13	  19.61	   2.45	   9	   0	   1	-1	-1	-1	-1	
assegai	 105.32	  12.67	  10.09	   1.68	   7	   0	   0	-1	-1	-1	-1	
assemblage	  90.88	  17.11	  16.76	   1.86	  10	   0	   3	-1	-1	-1	-1	
assemblies	 345.61	  68.67	  20.28	   2.25	  10	   0	   3	-1	-1	-1	-1	
assembly	 709.65	  56.29	  18.42	   2.63	   8	   1	   3	-1	-1	-1	-1	
assertion	1061.24	 118.50	  22.46	   2.81	   9	   0	   2	-1	-1	-1	-1	
assertions	 482.59	  68.22	  22.81	   2.53	  10	   0	   2	-1	-1	-1	-1	
assessment	 523.63	  43.44	  21.56	   2.40	  10	   0	   0	-1	-1	-1	-1	
assessor	 177.56	  31.57	  14.50	   2.07	   8	   0	   1	-1	-1	-1	-1	
assessors	 305.58	  51.25	  18.35	   2.29	   9	   0	   2	-1	-1	-1	-1	
assignment	 555.35	  41.78	  22.42	   2.49	  10	   0	   1	-1	-1	-1	-1	
assistance	 413.94	  47.44	  22.66	   2.52	  10	   0	   2	 464	-1	 348	-1	
assistants	 291.54	  50.67	  21.81	   2.42	  10	   0	   2	-1	-1	-1	-1	
assizes	 612.06	  92.83	  13.46	   2.24	   7	   0	   1	-1	-1	-1	-1	
assortment	 572.59	  45.56	  23.15	   2.57	  10	   0	   0	 408	-1	 367	-1	
assumption	 848.82	 105.67	  22.03	   2.45	  10	   0	   0	-1	-1	 257	-1	
assurance	 365.96	  48.75	  19.71	   2.46	   9	   0	   0	-1	-1	-1	-1	
asteroids	 335.73	  49.63	  17.15	   2.14	   9	   0	   1	-1	-1	-1	-1	
asylums	  96.44	  12.00	  10.38	   1.73	   7	   0	   1	-1	-1	-1	-1	
atheists	 284.80	  41.86	  15.05	   2.15	   8	   0	   1	-1	-1	-1	-1	
athletics	 451.72	  61.50	  17.35	   2.17	   9	   0	   1	-1	-1	 551	-1	
atlases	 732.72	 103.17	  13.12	   2.19	   7	   0	   0	-1	-1	-1	-1	
atmosphere	 171.04	  20.56	  19.42	   2.16	  10	   0	   0	 517	-1	 444	-1	
atonement	 594.46	  50.13	  19.50	   2.44	   9	   0	   1	-1	-1	-1	-1	
atrophy	 267.94	  15.67	  10.70	   1.78	   7	   0	   1	-1	-1	-1	-1	
attache	 121.37	  12.67	  11.26	   1.88	   7	   0	   1	-1	-1	-1	-1	
attachment	 493.16	  39.00	  20.24	   2.25	  10	   0	   0	-1	-1	-1	-1	
attackers	 295.15	  51.00	  16.61	   2.08	   9	   0	   1	-1	-1	-1	-1	
attainment	 553.10	  42.33	  21.75	   2.42	  10	   0	   1	-1	-1	-1	-1	
attendance	 389.74	  46.67	  22.05	   2.45	  10	   0	   2	-1	 353	-1	 428	
attendants	 267.34	  49.89	  21.20	   2.36	  10	   0	   2	-1	-1	-1	-1	
attention	1156.91	 112.00	  23.57	   2.95	   9	   0	   2	-1	-1	-1	-1	
attentions	 382.93	  63.33	  22.84	   2.54	  10	   0	   1	-1	-1	-1	-1	
attitudes	 495.20	  69.38	  19.82	   2.48	   9	   2	   4	-1	-1	-1	-1	
attorneys	 240.29	  32.13	  15.78	   1.97	   9	   0	   1	-1	-1	-1	-1	
attraction	 944.84	 117.89	  24.05	   2.67	  10	   0	   0	-1	-1	-1	-1	
attrition	1010.80	 108.88	  22.58	   2.82	   9	   0	   1	-1	-1	-1	-1	
audiences	 467.08	  74.00	  19.23	   2.40	   9	   0	   0	-1	-1	-1	-1	
auditor	 139.76	  21.50	  12.11	   2.02	   7	   0	   2	-1	-1	-1	-1	
auditors	 423.16	  62.43	  17.49	   2.50	   8	   1	   2	-1	-1	-1	-1	
aunt	 796.97	  19.67	   7.40	   2.47	   4	   4	   5	 233	-1	 567	-1	
aunts	 411.08	  45.50	   8.82	   2.20	   5	   2	   4	-1	-1	-1	-1	
aureole	 568.67	  48.17	  15.09	   2.52	   7	   0	   0	-1	-1	-1	-1	
auspices	 571.55	  90.57	  17.90	   2.56	   8	   0	   0	-1	-1	-1	-1	
authoress	 278.07	  62.63	  19.25	   2.41	   9	   0	   0	-1	-1	-1	-1	
authorship	 135.15	  22.56	  17.83	   1.98	  10	   0	   0	-1	-1	-1	-1	
autobahn	  54.15	  18.29	   8.46	   1.21	   8	   0	   0	-1	-1	-1	-1	
autocrat	  87.58	  20.71	  12.71	   1.82	   8	   0	   0	-1	-1	-1	-1	
autopsy	 109.92	  15.17	   9.49	   1.58	   7	   0	   0	-1	-1	-1	-1	
avalanche	 166.57	  23.50	  16.56	   2.07	   9	   0	   0	-1	-1	 596	-1	
avatar	 170.46	  19.80	   9.11	   1.82	   6	   0	   0	-1	-1	-1	-1	
avenue	 208.81	  15.20	  10.27	   2.05	   6	   1	   1	 372	-1	 564	-1	
avenues	 646.53	  90.83	  13.52	   2.25	   7	   0	   1	-1	-1	-1	-1	
aversion	 675.95	  60.71	  18.15	   2.59	   8	   0	   2	-1	-1	-1	-1	
avoidance	 246.54	  32.75	  16.72	   2.09	   9	   0	   0	-1	-1	-1	-1	
awareness	 358.90	  79.00	  19.01	   2.38	   9	   0	   0	-1	 448	-1	 355	
awfulness	 159.28	  54.25	  12.47	   1.56	   9	   0	   0	-1	-1	-1	-1	
azaleas	 274.88	  29.50	   9.66	   1.61	   7	   0	   0	-1	-1	-1	-1	
babes	1117.99	  75.25	  10.65	   2.66	   5	   4	   6	-1	-1	-1	-1	
babyhood	  59.75	  21.71	   8.43	   1.20	   8	   0	   0	-1	-1	-1	-1	
bachelors	 258.90	  57.63	  18.13	   2.27	   9	   0	   1	-1	-1	-1	-1	
bacillus	 210.48	  40.71	  15.40	   2.20	   8	   0	   0	-1	-1	-1	-1	
backgammon	 313.84	  34.44	  16.15	   1.79	  10	   0	   0	-1	-1	-1	-1	
backwater	 393.90	  82.75	  17.76	   2.22	   9	   0	   1	-1	-1	-1	-1	
backwaters	 296.97	  56.78	  17.61	   1.96	  10	   0	   1	-1	-1	-1	-1	
bacterium	 409.69	  77.88	  17.80	   2.22	   9	   0	   2	-1	-1	-1	-1	
badminton	 447.77	  56.00	  17.46	   2.18	   9	   0	   0	-1	-1	-1	-1	
bakeries	 762.67	 135.57	  16.90	   2.41	   8	   0	   1	-1	-1	-1	-1	
balconies	 560.30	  92.13	  18.77	   2.35	   9	   0	   1	-1	-1	-1	-1	
balcony	 370.61	  45.33	  14.45	   2.41	   7	   0	   1	-1	-1	-1	-1	
bales	1287.83	  86.75	  11.72	   2.93	   5	  12	  24	-1	-1	-1	-1	
balloting	1365.85	 243.13	  21.66	   2.71	   9	   0	   0	-1	-1	-1	-1	
bananas	 347.32	  50.67	  14.46	   2.41	   7	   0	   1	-1	-1	-1	-1	
bandages	 530.75	 113.43	  17.15	   2.45	   8	   1	   1	-1	-1	-1	-1	
bandanna	 235.69	  44.86	  12.48	   1.78	   8	   0	   0	-1	-1	-1	-1	
bandwagon	 364.84	  47.88	  14.71	   1.84	   9	   0	   0	-1	-1	-1	-1	
banishment	 509.29	  47.11	  21.01	   2.33	  10	   0	   0	-1	-1	-1	-1	
banisters	 370.14	  77.75	  19.72	   2.46	   9	   1	   2	-1	-1	-1	-1	
bankruptcy	  55.83	  14.78	  12.23	   1.36	  10	   0	   0	-1	-1	-1	-1	
banns	 590.99	  48.25	  10.79	   2.70	   5	   4	  15	-1	-1	-1	-1	
bans	1713.98	  38.00	   9.22	   3.07	   4	  18	  15	-1	-1	-1	-1	
baptism	 590.28	  70.33	  14.55	   2.43	   7	   0	   0	-1	-1	-1	-1	
barbarians	 206.33	  38.89	  18.34	   2.04	  10	   0	   1	-1	-1	-1	-1	
barbican	 279.62	  53.00	  15.88	   2.27	   8	   0	   0	-1	-1	-1	-1	
barbs	 635.71	  35.50	   9.32	   2.33	   5	   2	  10	-1	-1	-1	-1	
baritone	 444.64	  74.57	  17.96	   2.57	   8	   0	   0	-1	-1	-1	-1	
barnacles	 406.40	  85.25	  17.72	   2.22	   9	   0	   0	-1	-1	-1	-1	
barns	 823.93	  47.25	  10.93	   2.73	   5	   7	  10	-1	-1	-1	-1	
baronet	 725.26	  73.67	  16.21	   2.70	   7	   1	   1	-1	-1	-1	-1	
barrages	 609.04	 124.00	  18.22	   2.60	   8	   0	   0	-1	-1	-1	-1	
barrister	 488.51	  95.13	  20.38	   2.55	   9	   0	   2	-1	 597	-1	 587	
barristers	 316.35	  55.00	  21.78	   2.42	  10	   0	   2	-1	-1	-1	-1	
bastardy	 337.54	  48.86	  16.60	   2.37	   8	   1	   0	-1	-1	-1	-1	
baths	 506.64	  29.75	   9.10	   2.27	   5	   5	   5	-1	-1	-1	-1	
battalion	 697.60	  89.63	  20.77	   2.60	   9	   0	   1	-1	-1	-1	-1	
battalions	 218.72	  49.56	  19.48	   2.16	  10	   0	   1	-1	-1	-1	-1	
batteries	 800.54	 132.75	  21.47	   2.68	   9	   0	   2	-1	-1	-1	-1	
battleship	 133.02	  29.00	  18.32	   2.04	  10	   0	   0	-1	-1	-1	-1	
bayonets	 356.84	  63.43	  14.93	   2.13	   8	   0	   1	-1	-1	-1	-1	
bazookas	  44.70	  14.57	   6.42	   0.92	   8	   0	   1	-1	-1	-1	-1	
beads	1962.29	  53.00	  12.78	   3.20	   5	  11	  17	-1	-1	-1	-1	
beak	2583.57	  30.67	   9.13	   3.04	   4	  11	  24	 263	-1	 579	-1	
beaks	1715.09	  57.25	  11.91	   2.98	   5	   7	  10	-1	-1	-1	-1	
beards	1353.63	  62.00	  14.44	   2.89	   6	   1	   7	-1	-1	-1	-1	
beast	2230.73	  49.50	  13.21	   3.30	   5	   5	  16	 319	-1	 558	-1	
beasts	1378.48	  76.00	  14.64	   2.93	   6	   4	   5	-1	-1	-1	-1	
bedouins	 942.81	 154.00	  16.16	   2.31	   8	   0	   1	-1	-1	-1	-1	
bedridden	 211.25	  36.63	  17.14	   2.14	   9	   0	   0	-1	-1	-1	-1	
beers	2319.93	  38.75	  13.08	   3.27	   5	   6	  28	-1	-1	-1	-1	
beet	3188.72	  27.00	   9.94	   3.31	   4	  11	  24	-1	-1	-1	-1	
beets	 963.76	  54.25	  11.27	   2.82	   5	   4	  16	-1	-1	-1	-1	
beginner	 646.86	  66.29	  16.76	   2.39	   8	   0	   1	-1	-1	-1	-1	
beginners	 425.16	  66.50	  20.55	   2.57	   9	   0	   1	-1	-1	-1	-1	
beginnings	 109.27	  26.11	  16.99	   1.89	  10	   0	   1	-1	-1	-1	-1	
behaviour	 292.62	  31.25	  18.40	   2.30	   9	   0	   0	 400	-1	 351	-1	
behemoth	 185.28	  19.43	  13.83	   1.98	   8	   0	   0	-1	-1	-1	-1	
beholder	 548.27	  55.71	  16.23	   2.32	   8	   1	   1	-1	-1	-1	-1	
believer	 827.00	  64.00	  19.86	   2.84	   8	   2	   1	-1	-1	-1	-1	
believers	 424.84	  60.00	  19.57	   2.45	   9	   0	   1	-1	-1	-1	-1	
bellyful	 285.16	  39.29	  14.35	   2.05	   8	   0	   0	-1	-1	-1	-1	
belongings	 109.49	  25.33	  16.96	   1.88	  10	   0	   1	-1	-1	-1	-1	
bench	1893.63	  40.50	  12.56	   3.14	   5	   5	   6	 311	-1	 555	-1	
benefits	 464.38	  71.14	  17.36	   2.48	   8	   0	   1	-1	-1	-1	-1	
berths	 996.37	  41.80	  13.99	   2.80	   6	   1	   3	-1	-1	-1	-1	
betrayal	 400.53	  44.29	  15.10	   2.16	   8	   0	   1	 492	-1	 358	-1	
betrayals	 221.32	  38.75	  16.96	   2.12	   9	   0	   1	-1	-1	-1	-1	
betrothal	 272.89	  40.88	  16.39	   2.05	   9	   0	   0	-1	-1	-1	-1	
betterment	 589.15	  58.56	  21.91	   2.43	  10	   0	   0	 569	-1	 310	-1	
beverage	 526.06	  63.57	  18.53	   2.65	   8	   1	   0	-1	-1	 565	-1	
biases	 990.70	 104.60	  13.05	   2.61	   6	   1	   0	-1	-1	-1	-1	
bicycles	 436.96	  96.71	  13.92	   1.99	   8	   1	   3	-1	-1	-1	-1	
biennial	 477.51	  48.57	  16.64	   2.38	   8	   0	   0	-1	-1	-1	-1	
bier	 894.89	  15.00	   8.38	   2.79	   4	   3	  23	-1	-1	-1	-1	
bikes	1337.16	  71.25	  11.20	   2.80	   5	   4	  11	-1	-1	-1	-1	
bikini	1076.04	  56.00	  11.31	   2.26	   6	   0	   0	-1	-1	-1	-1	
bilberry	 279.53	  43.14	  11.82	   1.69	   8	   0	   0	-1	-1	-1	-1	
bins	1031.34	  33.67	   8.23	   2.74	   4	  13	  20	-1	-1	-1	-1	
biosphere	 256.22	  34.38	  16.83	   2.10	   9	   0	   0	-1	-1	-1	-1	
birth	1218.23	  26.00	  11.92	   2.98	   5	   5	  18	 328	 317	 532	-1	
births	 296.89	  30.80	  12.25	   2.45	   6	   1	   3	-1	-1	-1	-1	
bitchiness	 106.91	  43.56	  17.06	   1.90	  10	   0	   1	-1	-1	-1	-1	
bitterness	 203.55	  51.33	  19.25	   2.14	  10	   0	   0	 497	-1	 378	-1	
bitumen	 526.89	  37.00	  15.33	   2.56	   7	   0	   0	-1	-1	-1	-1	
biz	 290.14	   3.50	   2.46	   1.23	   3	   5	  26	-1	-1	-1	-1	
blackberry	  89.91	  23.78	  15.02	   1.67	  10	   0	   0	-1	-1	-1	-1	
blasphemy	 104.18	  23.50	  14.19	   1.77	   9	   1	   0	-1	-1	 355	-1	
blemishes	 439.29	  72.25	  18.84	   2.36	   9	   0	   0	-1	-1	-1	-1	
blob	 151.44	  12.00	   5.61	   1.87	   4	   4	   8	-1	-1	-1	-1	
blobs	 592.09	  32.25	   9.50	   2.37	   5	   5	   4	-1	-1	-1	-1	
blocs	 616.24	  27.75	   9.16	   2.29	   5	   4	  11	-1	-1	-1	-1	
bloke	 792.12	  32.50	  11.38	   2.84	   5	   1	   9	 459	-1	 571	-1	
blokes	1359.63	 119.40	  14.79	   2.96	   6	   0	   4	-1	-1	-1	-1	
blondes	 777.67	 125.17	  15.73	   2.62	   7	   0	   5	-1	-1	-1	-1	
blouse	1091.18	  36.60	  14.02	   2.80	   6	   0	   7	 313	-1	 605	-1	
blurb	 341.37	  23.00	   7.35	   1.84	   5	   1	   4	-1	-1	-1	-1	
boar	1259.72	  26.33	   9.14	   3.05	   4	   5	  27	-1	-1	 524	-1	
boars	1280.25	  47.00	  11.94	   2.98	   5	   5	  37	-1	-1	-1	-1	
bodyguards	  50.59	  11.89	  13.25	   1.47	  10	   0	   1	-1	-1	-1	-1	
bodywork	  66.60	  19.86	   9.33	   1.33	   8	   0	   0	-1	-1	-1	-1	
bog	 238.92	   8.50	   4.59	   2.29	   3	  19	  20	-1	-1	-1	-1	
bohemians	 239.44	  33.63	  16.04	   2.00	   9	   0	   1	-1	-1	-1	-1	
bonfire	 424.72	  45.33	  14.40	   2.40	   7	   0	   1	-1	-1	-1	-1	
bonfires	 851.29	 121.43	  17.85	   2.55	   8	   0	   1	-1	-1	-1	-1	
bonhomie	 289.67	  27.29	  12.86	   1.84	   8	   0	   0	-1	-1	-1	-1	
bonuses	 918.29	 124.67	  16.42	   2.74	   7	   0	   0	-1	-1	-1	-1	
bookcases	 417.48	  68.88	  16.08	   2.01	   9	   0	   0	-1	-1	-1	-1	
bookkeeper	  43.38	  18.44	  11.43	   1.27	  10	   0	   0	-1	 504	-1	 526	
bookmakers	 113.18	  30.67	  12.08	   1.34	  10	   0	   1	-1	-1	-1	-1	
bookseller	 141.24	  26.11	  15.73	   1.75	  10	   0	   0	-1	-1	-1	-1	
booms	 590.84	  38.25	  10.64	   2.66	   5	   5	  15	-1	-1	-1	-1	
boor	2316.77	  29.33	   9.66	   3.22	   4	   9	   9	-1	-1	-1	-1	
booths	 438.59	  40.00	  12.76	   2.55	   6	   0	   7	-1	-1	-1	-1	
bootlaces	 391.68	  67.38	  17.71	   2.21	   9	   0	   0	-1	-1	-1	-1	
borderline	 388.86	  99.22	  18.29	   2.03	  10	   0	   0	-1	-1	-1	-1	
borrower	 561.84	  63.71	  17.84	   2.55	   8	   1	   1	-1	-1	-1	-1	
borrowers	 328.28	  70.63	  18.49	   2.31	   9	   0	   1	-1	-1	-1	-1	
borrowings	 102.32	  29.00	  16.05	   1.78	  10	   0	   1	-1	-1	-1	-1	
borsch	 548.32	  42.00	  11.88	   2.38	   6	   0	   8	-1	-1	-1	-1	
botanist	 354.66	  66.29	  17.28	   2.47	   8	   0	   1	-1	 570	-1	 438	
botanists	 242.54	  44.13	  18.32	   2.29	   9	   0	   1	-1	-1	-1	-1	
botany	 468.35	  37.20	  12.66	   2.53	   6	   0	   0	-1	 568	 410	-1	
bottleneck	 108.83	  31.78	  15.42	   1.71	  10	   0	   0	-1	-1	-1	-1	
bough	2329.03	  31.50	  11.28	   2.82	   5	   4	  19	-1	-1	-1	-1	
boughs	 793.98	  37.20	  14.07	   2.81	   6	   3	  21	-1	-1	-1	-1	
boulevards	  82.97	  20.89	  14.94	   1.66	  10	   0	   1	-1	-1	-1	-1	
boundary	 371.35	  51.86	  17.42	   2.49	   8	   0	   1	 472	-1	 435	-1	
bout	1397.05	  21.00	   8.55	   2.85	   4	   8	  19	 665	-1	 195	-1	
bouts	2653.48	  61.75	  12.52	   3.13	   5	   5	  15	-1	-1	-1	-1	
bra	  16.54	   1.50	   2.14	   1.07	   3	   3	   8	-1	-1	-1	-1	
bran	 846.73	  19.00	   7.24	   2.41	   4	   7	  11	-1	-1	-1	-1	
bras	 100.10	  15.33	   5.59	   1.86	   4	   7	   6	-1	-1	-1	-1	
brasserie	 152.22	  35.13	  13.47	   1.68	   9	   0	   0	-1	-1	-1	-1	
brat	5272.69	  20.00	   8.07	   2.69	   4	   8	  10	-1	-1	-1	-1	
bravado	 375.30	  44.00	  13.88	   2.31	   7	   0	   0	-1	-1	-1	-1	
bravery	 891.02	 109.33	  16.81	   2.80	   7	   1	   0	-1	-1	 450	-1	
brawls	 363.98	  52.80	  11.79	   2.36	   6	   1	   4	-1	-1	-1	-1	
breadth	 472.52	  45.33	  13.38	   2.23	   7	   0	   1	-1	-1	-1	-1	
breakages	 465.36	  71.63	  17.86	   2.23	   9	   0	   0	-1	-1	-1	-1	
breasts	 743.72	  78.00	  16.36	   2.73	   7	   0	   3	-1	-1	-1	-1	
breaths	 564.24	  54.50	  14.93	   2.49	   7	   2	   1	-1	-1	-1	-1	
brevity	 682.57	  54.67	  16.27	   2.71	   7	   0	   0	-1	-1	-1	-1	
bribery	 957.13	  98.17	  16.19	   2.70	   7	   0	   0	-1	-1	-1	-1	
bricklayer	  76.14	  25.78	  12.42	   1.38	  10	   0	   0	-1	 437	-1	 574	
bricks	 515.03	  53.60	  13.15	   2.63	   6	   1	   4	-1	-1	-1	-1	
brides	1236.08	 126.60	  14.51	   2.90	   6	   2	   7	-1	-1	-1	-1	
briefcases	 262.80	  56.11	  16.25	   1.81	  10	   0	   0	-1	-1	-1	-1	
brigadier	 333.06	  56.88	  18.16	   2.27	   9	   0	   0	-1	-1	-1	-1	
brine	2087.46	  52.75	  12.64	   3.16	   5	   6	   8	-1	-1	-1	-1	
brogues	 971.35	 119.50	  14.58	   2.43	   7	   0	   1	-1	-1	-1	-1	
bronchitis	 125.11	  27.33	  16.08	   1.79	  10	   0	   0	-1	-1	-1	-1	
brooch	 574.73	  44.80	  12.02	   2.40	   6	   1	   4	-1	-1	-1	-1	
broom	 867.40	  36.25	  10.70	   2.68	   5	   4	  10	 313	-1	 595	-1	
