"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue","syllables","cmu_syllss"
"18180","digs",151,138,148,135,2.96078431372549,2.18184358794477,1.64520743919886,2.14301480025409,"Noun",151,1,"Noun","151",3.47367773008923,1,1
"18182","dike",21,11,21,11,0.411764705882353,1.34242268082221,0.131139723414402,1.07918124604762,"Noun",21,1,"Noun","21",2.63425682296667,NA,1
"18195","dilation",29,16,29,16,0.568627450980392,1.47712125471966,0.190748688602766,1.23044892137827,"Noun",29,1,"Noun","29",2.76895539686412,3,3
"18203","dilemma",133,114,123,107,2.6078431372549,2.12710479836481,1.35908440629471,2.06069784035361,"Noun",134,1,"Noun","134",3.41893894050927,3,3
"18204","dilemmas",6,5,6,5,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"18208","diligence",39,37,35,34,0.764705882352941,1.60205999132796,0.441106342393896,1.57978359661681,"Noun",39,1,"Noun","39",2.89389413347242,3,3
"18213","dills",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,1
"18221","dilution",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3,3
"18224","dimension",236,133,226,133,4.62745098039216,2.3747483460101,1.58559847401049,2.12710479836481,"Noun",234,1,"Noun","234",3.66658248815456,3,3
"18228","dimensions",117,94,112,92,2.29411764705882,2.07188200730613,1.12064854554125,1.97772360528885,"Noun",117,1,"Noun","117",3.36371614945059,3,3
"18230","dimes",91,73,84,70,1.7843137254902,1.96378782734556,0.870290891750119,1.86923171973098,"Noun",90,1,"Noun","90",3.25562196949002,1,1
"18301","dinnertime",91,77,67,58,1.7843137254902,1.96378782734556,0.917978063900811,1.89209460269048,"Noun",91,1,"Noun","91",3.25562196949002,NA,3
"18302","dinnerware",7,6,7,6,0.137254901960784,0.903089986991944,0.0715307582260372,0.845098040014257,"Noun",7,1,"Noun","7",2.1949241291364,NA,3
"18306","dinosaur",203,116,180,110,3.98039215686275,2.3096301674259,1.38292799237005,2.06818586174616,"Noun",202,1,"Noun","202",3.60146430957036,3,3
"18307","dinosaurs",136,87,121,82,2.66666666666667,2.13672056715641,1.03719599427754,1.94448267215017,"Noun",136,1,"Noun","136",3.42855470930087,3,3
"18308","dint",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048,1,1
"18310","diocese",41,7,39,7,0.803921568627451,1.6232492903979,0.0834525512637101,0.903089986991944,"Noun",41,1,"Noun","41",2.91508343254236,3,3
"18311","dioceses",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"18320","dioxide",52,34,52,34,1.01960784313725,1.72427586960079,0.405340963280877,1.54406804435028,"Noun",52,1,"Noun","52",3.01611001174525,3,3
"18321","dioxin",5,3,2,2,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"18322","dioxins",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"18332","diploma",129,103,128,102,2.52941176470588,2.11394335230684,1.22794468288031,2.01703333929878,"Noun",128,1,"Noun","128",3.4057774944513,3,3
"18334","diplomas",26,22,25,22,0.509803921568627,1.43136376415899,0.262279446828803,1.36172783601759,"Noun",27,1,"Noun","27",2.72319790630345,3,3
"18335","diplomat",109,79,99,77,2.13725490196078,2.04139268515822,0.941821649976156,1.90308998699194,"Noun",109,1,"Noun","109",3.33322682730268,3,3
"18339","diplomats",45,38,43,36,0.882352941176471,1.66275783168157,0.453028135431569,1.5910646070265,"Noun",45,1,"Noun","45",2.95459197382603,3,3
"18361","direction",1228,979,1208,967,24.078431372549,3.08955188288645,11.6714353838817,2.99122607569249,"Noun",1230,1,"Noun","1230",4.38138602503091,3,3
"18365","directions",494,392,471,380,9.68627450980392,2.69460519893357,4.67334287076776,2.59439255037543,"Noun",494,1,"Noun","494",3.98643934107803,3,3
"18366","directive",90,65,78,58,1.76470588235294,1.95904139232109,0.774916547448736,1.81954393554187,"Noun",90,1,"Noun","90",3.25087553446555,3,3
"18367","directives",22,18,20,17,0.431372549019608,1.36172783601759,0.214592274678112,1.27875360095283,"Noun",22,1,"Noun","22",2.65356197816205,3,3
"18369","directness",12,12,12,12,0.235294117647059,1.11394335230684,0.143061516452074,1.11394335230684,"Noun",12,1,"Noun","12",2.4057774944513,3,3
"18374","directors",295,206,264,189,5.7843137254902,2.47129171105894,2.45588936576061,2.31597034545692,"Noun",295,1,"Noun","295",3.7631258532034,3,3
"18381","dirge",9,8,9,8,0.176470588235294,1,0.0953743443013829,0.954242509439325,"Noun",11,1,"Noun","11",2.29183414214446,1,1
"18451","disarray",17,14,16,14,0.333333333333333,1.25527250510331,0.16690510252742,1.17609125905568,"Noun",17,1,"Noun","17",2.54710664724777,3,3
"18463","disasters",85,70,82,69,1.66666666666667,1.93449845124357,0.834525512637101,1.85125834871908,"Noun",85,1,"Noun","85",3.22633259338803,3,3
"18473","disbarment",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,NA,3
"18475","disbelief",25,21,25,21,0.490196078431373,1.41497334797082,0.25035765379113,1.34242268082221,"Noun",25,1,"Noun","25",2.70680749011528,3,3
"18488","disc",131,77,122,73,2.56862745098039,2.12057393120585,0.917978063900811,1.89209460269048,"Noun",129,1,"Noun","129",3.41240807335031,1,1
"18506","disciples",82,54,73,50,1.6078431372549,1.91907809237607,0.643776824034335,1.74036268949424,"Noun",82,1,"Noun","82",3.21091223452053,3,3
"18510","discipline",462,335,419,315,9.05882352941176,2.66558099101795,3.99380066762041,2.52633927738984,"Noun",462,1,"Noun","462",3.95741513316241,3,3
"18515","disclaimer",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"18522","disclosure",51,40,47,39,1,1.7160033436348,0.476871721506915,1.61278385671974,"Noun",51,1,"Noun","51",3.00783748577926,3,3
"18537","discomfort",81,70,78,68,1.58823529411765,1.91381385238372,0.834525512637101,1.85125834871908,"Noun",81,1,"Noun","81",3.20564799452818,3,3
"18550","discontent",46,32,45,31,0.901960784313726,1.67209785793572,0.381497377205532,1.51851393987789,"Noun",46,1,"Noun","46",2.96393200008018,3,3
"18578","discourses",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"18601","discretion",187,161,173,153,3.66666666666667,2.27415784926368,1.91940867906533,2.20951501454263,"Noun",188,1,"Noun","188",3.56599199140814,3,3
"18610","discs",34,26,33,25,0.666666666666667,1.54406804435028,0.309966618979495,1.43136376415899,"Noun",34,1,"Noun","34",2.83590218649474,1,1
"18617","discussion",619,543,608,537,12.1372549019608,2.79239168949825,6.47353361945637,2.73559889969818,"Noun",618,1,"Noun","618",4.08422583164271,3,3
"18626","diseases",196,164,184,159,3.84313725490196,2.29446622616159,1.95517405817835,2.21748394421391,"Noun",196,1,"Noun","196",3.58630036830605,3,3
"18656","disfavor",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"18706","dishonor",61,50,53,47,1.19607843137255,1.79239168949825,0.596089651883643,1.70757017609794,"Noun",61,1,"Noun","61",3.08422583164271,NA,3
"18722","dishwasher",103,76,99,75,2.01960784313725,2.01703333929878,0.906056270863138,1.88649072517248,"Noun",103,1,"Noun","103",3.30886748144324,3,3
"18762","disinvite",7,5,7,5,0.137254901960784,0.903089986991944,0.0596089651883643,0.778151250383644,"Noun",7,1,"Noun","7",2.1949241291364,NA,3
"18767","disk",338,128,332,128,6.62745098039216,2.53019969820308,1.52598950882213,2.11058971029925,"Noun",338,1,"Noun","338",3.82203384034754,NA,1
"18770","disks",81,38,73,38,1.58823529411765,1.91381385238372,0.453028135431569,1.5910646070265,"Noun",81,1,"Noun","81",3.20564799452818,NA,1
"18800","dismissal",57,50,54,48,1.11764705882353,1.76342799356294,0.596089651883643,1.70757017609794,"Noun",57,1,"Noun","57",3.0552621357074,3,3
"18820","disorder",364,246,353,238,7.13725490196078,2.56229286445647,2.93276108726753,2.39269695325967,"Noun",364,1,"Noun","364",3.85412700660093,3,3
"18823","disorders",57,51,55,49,1.11764705882353,1.76342799356294,0.608011444921316,1.7160033436348,"Noun",57,1,"Noun","57",3.0552621357074,3,3
"18856","dispatches",39,19,37,18,0.764705882352941,1.60205999132796,0.226514067715784,1.30102999566398,"Noun",39,1,"Noun","39",2.89389413347242,3,3
"18869","dispensers",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"18872","dispersal",23,19,22,19,0.450980392156863,1.38021124171161,0.226514067715784,1.30102999566398,"Noun",23,1,"Noun","23",2.67204538385607,3,3
"18877","dispersion",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"18898","disposal",250,212,245,209,4.90196078431373,2.39967372148104,2.52742012398665,2.32837960343874,"Noun",250,1,"Noun","250",3.6915078636255,3,3
"18899","disposals",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"18902","disposer",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"18938","disrepair",8,7,8,7,0.156862745098039,0.954242509439325,0.0834525512637101,0.903089986991944,"Noun",8,1,"Noun","8",2.24607665158378,3,3
"18941","disrepute",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,3,3
"18955","disruption",51,35,41,34,1,1.7160033436348,0.41726275631855,1.55630250076729,"Noun",55,1,"Noun","55",3.00783748577926,3,3
"18968","dissection",44,25,41,25,0.862745098039216,1.65321251377534,0.298044825941822,1.41497334797082,"Noun",40,1,"Noun","40",2.9450466559198,3,3
"18985","dissension",14,13,13,12,0.274509803921569,1.17609125905568,0.154983309489747,1.14612803567824,"Noun",14,1,"Noun","14",2.46792540120014,3,3
"18988","dissenter",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"18989","dissenters",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"18997","dissidents",7,6,6,5,0.137254901960784,0.903089986991944,0.0715307582260372,0.845098040014257,"Noun",7,1,"Noun","7",2.1949241291364,3,3
"19021","dissonance",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"19033","distances",46,44,45,43,0.901960784313726,1.67209785793572,0.524558893657606,1.65321251377534,"Noun",46,1,"Noun","46",2.96393200008018,3,3
"19047","distillate",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"19050","distiller",3,1,0,0,0.0588235294117647,0.602059991327962,0.0119217930376729,0.301029995663981,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"19051","distillers",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"19070","distortion",60,52,60,52,1.17647058823529,1.78532983501077,0.619933237958989,1.72427586960079,"Noun",60,1,"Noun","60",3.07716397715523,3,3
"19083","distresses",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"19144","divergence",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"19156","diversion",158,133,151,130,3.09803921568627,2.20139712432045,1.58559847401049,2.12710479836481,"Noun",158,1,"Noun","158",3.49323126646491,3,3
"19158","diversions",29,27,28,26,0.568627450980392,1.47712125471966,0.321888412017167,1.44715803134222,"Noun",29,1,"Noun","29",2.76895539686412,3,3
"19179","dividend",19,14,19,14,0.372549019607843,1.30102999566398,0.16690510252742,1.17609125905568,"Noun",19,1,"Noun","19",2.59286413780844,3,3
"19180","dividends",29,28,29,28,0.568627450980392,1.47712125471966,0.33381020505484,1.46239799789896,"Noun",29,1,"Noun","29",2.76895539686412,3,3
"19181","divider",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378,NA,3
"19199","divisions",130,93,123,92,2.54901960784314,2.11727129565576,1.10872675250358,1.9731278535997,"Noun",130,1,"Noun","130",3.40910543780022,3,3
"19205","divorcee",24,21,22,19,0.470588235294118,1.39794000867204,0.25035765379113,1.34242268082221,"Noun",24,1,"Noun","24",2.6897741508165,3,3
"19227","dizziness",47,43,44,40,0.92156862745098,1.68124123737559,0.512637100619933,1.64345267648619,"Noun",47,1,"Noun","47",2.97307537952005,3,3
"19249","doberman",21,21,2,2,0.411764705882353,1.34242268082221,0.25035765379113,1.34242268082221,"Noun",21,1,"Noun","21",2.63425682296667,NA,3
"19272","dockworker",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"19275","docs",51,42,44,38,1,1.7160033436348,0.50071530758226,1.63346845557959,"Noun",50,1,"Noun","50",3.00783748577926,NA,1
"19278","doctorate",46,39,45,38,0.901960784313726,1.67209785793572,0.464949928469242,1.60205999132796,"Noun",46,1,"Noun","46",2.96393200008018,3,3
"19279","doctorates",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"19317","doer",21,18,20,17,0.411764705882353,1.34242268082221,0.214592274678112,1.27875360095283,"Noun",21,1,"Noun","21",2.63425682296667,NA,1
"19341","doggerel",4,3,3,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"19378","doke",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"19397","dollhouses",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"19403","dolls",289,199,255,176,5.66666666666667,2.46239799789896,2.3724368144969,2.30102999566398,"Noun",288,1,"Noun","288",3.75423214004342,1,1
"19405","dolomite",2,2,0,0,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"19419","domes",12,9,12,9,0.235294117647059,1.11394335230684,0.107296137339056,1,"Noun",12,1,"Noun","12",2.4057774944513,1,1
"19425","domestics",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"19428","dominance",39,34,37,32,0.764705882352941,1.60205999132796,0.405340963280877,1.54406804435028,"Noun",39,1,"Noun","39",2.89389413347242,3,3
"19441","domineer",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"19449","dominion",58,38,35,30,1.13725490196078,1.77085201164214,0.453028135431569,1.5910646070265,"Noun",58,1,"Noun","58",3.0626861537866,3,3
"19453","dominoes",45,34,38,31,0.882352941176471,1.66275783168157,0.405340963280877,1.54406804435028,"Noun",45,1,"Noun","45",2.95459197382603,3,3
"19454","dominos",5,3,5,3,0.0980392156862745,0.778151250383644,0.0357653791130186,0.602059991327962,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"19466","donation",179,137,173,134,3.50980392156863,2.25527250510331,1.63328564616118,2.13987908640124,"Noun",179,1,"Noun","179",3.54710664724777,3,3
"19467","donations",76,63,73,60,1.49019607843137,1.88649072517248,0.751072961373391,1.80617997398389,"Noun",76,1,"Noun","76",3.17832486731694,3,3
"19482","donnybrook",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"19486","dons",17,10,14,7,0.333333333333333,1.25527250510331,0.119217930376729,1.04139268515823,"Noun",17,1,"Noun","17",2.54710664724777,1,1
"19513","dooms",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,1
"19514","doomsayer",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"19515","doomsayers",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"19518","door",14895,5286,14339,5228,292.058823529412,4.17306966363727,63.0185979971388,3.72320931040511,"Noun",14863,1,"Noun","14863",5.46490380578173,1,1
"19524","doorkeeper",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"19535","doors",1755,1180,1658,1136,34.4117647058824,3.24452451157008,14.067715784454,3.07224989761351,"Noun",1762,1,"Noun","1762",4.53635865371454,1,1
"19574","dormancy",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"19581","dorms",37,31,36,31,0.725490196078431,1.57978359661681,0.369575584167859,1.50514997831991,"Noun",37,1,"Noun","37",2.87161773876127,1,1
"19594","dosages",9,8,8,7,0.176470588235294,1,0.0953743443013829,0.954242509439325,"Noun",9,1,"Noun","9",2.29183414214446,NA,3
"19595","dose",270,202,267,201,5.29411764705882,2.43296929087441,2.40820219360992,2.30749603791321,"Noun",274,1,"Noun","274",3.72480343301887,1,1
"19598","dosh",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",4,1,"Noun","4",1.99080414648048,NA,1
"19602","doss",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"19617","dots",156,116,151,113,3.05882352941176,2.19589965240923,1.38292799237005,2.06818586174616,"Noun",156,1,"Noun","156",3.48773379455369,1,1
"19632","doubletree",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"19652","dough",810,407,783,400,15.8823529411765,2.90902085421116,4.85216976633286,2.61066016308988,"Noun",809,1,"Noun","809",4.20085499635562,1,1
"19671","doves",51,36,48,35,1,1.7160033436348,0.429184549356223,1.56820172406699,"Noun",51,1,"Noun","51",3.00783748577926,1,1
"19682","dower",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"19719","downriver",31,23,31,23,0.607843137254902,1.50514997831991,0.274201239866476,1.38021124171161,"Noun",31,1,"Noun","31",2.79698412046437,NA,3
"19774","drabs",8,7,8,7,0.156862745098039,0.954242509439325,0.0834525512637101,0.903089986991944,"Noun",8,1,"Noun","8",2.24607665158378,NA,1
"19821","drains",78,64,75,61,1.52941176470588,1.89762709129044,0.762994754411063,1.81291335664286,"Noun",78,1,"Noun","78",3.1894612334349,1,1
"19823","dram",10,10,9,9,0.196078431372549,1.04139268515823,0.119217930376729,1.04139268515823,"Noun",10,1,"Noun","10",2.33322682730268,1,1
"19829","dramatics",16,16,16,16,0.313725490196078,1.23044892137827,0.190748688602766,1.23044892137827,"Noun",16,1,"Noun","16",2.52228306352273,3,3
"19833","dramatist",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"19841","drams",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,1
"19847","draperies",9,9,9,9,0.176470588235294,1,0.107296137339056,1,"Noun",9,1,"Noun","9",2.29183414214446,3,3
"19848","drapery",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"19857","draught",24,20,22,19,0.470588235294118,1.39794000867204,0.238435860753457,1.32221929473392,"Noun",24,1,"Noun","24",2.6897741508165,1,1
"19859","draughts",5,2,5,2,0.0980392156862745,0.778151250383644,0.0238435860753457,0.477121254719662,"Noun",5,1,"Noun","5",2.0699853925281,1,1
"19866","drawer",663,462,654,456,13,2.82216807936802,5.50786838340486,2.66558099101795,"Noun",662,1,"Noun","662",4.11400222151248,2,1
"19867","drawers",218,168,209,164,4.27450980392157,2.34044411484012,2.00286123032904,2.22788670461367,"Noun",218,1,"Noun","218",3.63227825698458,1,1
"19876","dray",5,5,4,4,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,NA,1
"19916","dregs",26,24,25,23,0.509803921568627,1.43136376415899,0.286123032904149,1.39794000867204,"Noun",26,1,"Noun","26",2.72319790630345,1,1
"19929","dressier",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"19932","dressmaker",28,23,28,23,0.549019607843137,1.46239799789896,0.274201239866476,1.38021124171161,"Noun",28,1,"Noun","28",2.75423214004342,3,3
"19946","dribs",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,1
"19966","drills",71,57,68,56,1.3921568627451,1.85733249643127,0.679542203147353,1.76342799356294,"Noun",71,1,"Noun","71",3.14916663857573,1,1
"19998","drogue",7,3,7,3,0.137254901960784,0.903089986991944,0.0357653791130186,0.602059991327962,"Noun",7,1,"Noun","7",2.1949241291364,NA,1
"20039","dross",4,3,4,3,0.0784313725490196,0.698970004336019,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.99080414648048,1,1
"20040","drought",70,47,65,44,1.37254901960784,1.85125834871908,0.560324272770625,1.68124123737559,"Noun",70,1,"Noun","70",3.14309249086354,1,1
"20041","droughts",7,6,6,5,0.137254901960784,0.903089986991944,0.0715307582260372,0.845098040014257,"Noun",7,1,"Noun","7",2.1949241291364,1,1
"20045","droves",15,15,15,15,0.294117647058824,1.20411998265592,0.178826895565093,1.20411998265592,"Noun",15,1,"Noun","15",2.49595412480038,1,1
"20058","drowsiness",5,5,5,5,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"20063","drudgery",9,9,9,9,0.176470588235294,1,0.107296137339056,1,"Noun",9,1,"Noun","9",2.29183414214446,3,3
"20089","drums",367,217,318,203,7.19607843137255,2.56584781867352,2.58702908917501,2.3384564936046,"Noun",367,1,"Noun","367",3.85768196081798,1,1
"20100","drunks",116,106,109,99,2.27450980392157,2.06818586174616,1.26371006199332,2.02938377768521,"Noun",116,1,"Noun","116",3.36002000389062,1,1
"20103","druze",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"20151","ducks",432,200,270,186,8.47058823529412,2.63648789635337,2.38435860753457,2.30319605742049,"Noun",430,1,"Noun","430",3.92832203849783,1,1
"20160","ducts",55,39,54,39,1.07843137254902,1.7481880270062,0.464949928469242,1.60205999132796,"Noun",55,1,"Noun","55",3.04002216915066,1,1
"20168","dudes",345,228,299,209,6.76470588235294,2.53907609879278,2.71816881258941,2.35983548233989,"Noun",345,1,"Noun","345",3.83091024093724,1,1
"20172","duds",69,53,43,41,1.35294117647059,1.84509804001426,0.631855030996662,1.73239375982297,"Noun",69,1,"Noun","69",3.13693218215872,NA,1
"20177","duelist",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"20183","dues",104,87,100,86,2.03921568627451,2.02118929906994,1.03719599427754,1.94448267215017,"Noun",104,1,"Noun","104",3.3130234412144,1,1
"20198","dui",3,3,0,0,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"20206","dulcimer",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"20261","dumps",137,121,131,117,2.68627450980392,2.13987908640124,1.44253695755842,2.08635983067475,"Noun",137,1,"Noun","137",3.4317132285457,1,1
"20274","dunes",45,26,27,18,0.882352941176471,1.66275783168157,0.309966618979495,1.43136376415899,"Noun",45,1,"Noun","45",2.95459197382603,1,1
"20275","dung",90,65,81,59,1.76470588235294,1.95904139232109,0.774916547448736,1.81954393554187,"Noun",90,1,"Noun","90",3.25087553446555,1,1
"20309","dupes",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,1,1
"20329","duration",81,75,74,69,1.58823529411765,1.91381385238372,0.894134477825465,1.88081359228079,"Noun",81,1,"Noun","81",3.20564799452818,3,3
"20340","dusk",61,49,52,46,1.19607843137255,1.79239168949825,0.58416785884597,1.69897000433602,"Noun",61,1,"Noun","61",3.08422583164271,1,1
"20373","dwarfism",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"20376","dweeb",28,21,23,17,0.549019607843137,1.46239799789896,0.25035765379113,1.34242268082221,"Noun",28,1,"Noun","28",2.75423214004342,NA,1
"20398","dyes",29,25,29,25,0.568627450980392,1.47712125471966,0.298044825941822,1.41497334797082,"Noun",29,1,"Noun","29",2.76895539686412,1,1
"20404","dynamics",43,37,31,28,0.843137254901961,1.64345267648619,0.441106342393896,1.57978359661681,"Noun",43,1,"Noun","43",2.93528681863065,3,3
"20411","dynamo",26,25,26,25,0.509803921568627,1.43136376415899,0.298044825941822,1.41497334797082,"Noun",26,1,"Noun","26",2.72319790630345,3,3
"20416","dynasties",7,7,6,6,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,3,3
"20417","dynasty",130,83,57,46,2.54901960784314,2.11727129565576,0.989508822126848,1.92427928606188,"Noun",129,1,"Noun","129",3.40910543780022,3,3
"20435","dysplasia",6,5,5,5,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872,NA,3
"20436","dyspnea",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"20441","dystrophy",11,7,11,7,0.215686274509804,1.07918124604762,0.0834525512637101,0.903089986991944,"Noun",11,1,"Noun","11",2.37101538819208,NA,3
