"","Word","FREQcount","CDcount","FREQlow","Cdlow","SUBTLWF","Lg10WF","SUBTLCD","Lg10CD","Dom_PoS_SUBTLEX","Freq_dom_PoS_SUBTLEX","Percentage_dom_PoS","All_PoS_SUBTLEX","All_freqs_SUBTLEX","Zipfvalue","syllables","cmu_syllss"
"20449","eagerness",13,12,13,12,0.254901960784314,1.14612803567824,0.143061516452074,1.11394335230684,"Noun",13,1,"Noun","13",2.4379621778227,3,3
"20453","ear",1632,1106,1579,1092,32,3.21298618473667,13.1855030996662,3.04414762087872,"Noun",1630,1,"Noun","1630",4.50482032688113,1,1
"20493","earpieces",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"20498","ears",1705,1276,1668,1260,33.4313725490196,3.2319790268315,15.2122079160706,3.10619089726342,"Noun",1704,1,"Noun","1704",4.52381316897596,1,1
"20512","earths",11,9,5,4,0.215686274509804,1.07918124604762,0.107296137339056,1,"Noun",14,1,"Noun","14",2.37101538819208,1,1
"20555","eateries",3,3,2,2,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"20561","eau",24,20,8,8,0.470588235294118,1.39794000867204,0.238435860753457,1.32221929473392,"Noun",18,1,"Noun","18",2.6897741508165,NA,1
"20584","eccentrics",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"20592","echelons",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,3,3
"20611","eclipses",9,9,9,9,0.176470588235294,1,0.107296137339056,1,"Noun",9,1,"Noun","9",2.29183414214446,NA,3
"20638","ecstasy",162,120,115,90,3.17647058823529,2.21218760440396,1.43061516452074,2.08278537031645,"Noun",162,1,"Noun","162",3.50402174654842,3,3
"20651","eczema",9,8,8,7,0.176470588235294,1,0.0953743443013829,0.954242509439325,"Noun",9,1,"Noun","9",2.29183414214446,3,3
"20659","edelweiss",21,3,0,0,0.411764705882353,1.34242268082221,0.0357653791130186,0.602059991327962,"Noun",21,1,"Noun","21",2.63425682296667,NA,3
"20660","edema",54,44,53,43,1.05882352941176,1.74036268949424,0.524558893657606,1.65321251377534,"Noun",54,1,"Noun","54",3.0321968316387,NA,3
"20671","edginess",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"20676","edibles",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"20691","edition",249,194,229,177,4.88235294117647,2.39794000867204,2.31282784930854,2.29003461136252,"Noun",248,1,"Noun","248",3.6897741508165,3,3
"20692","editions",47,33,47,33,0.92156862745098,1.68124123737559,0.393419170243205,1.53147891704226,"Noun",47,1,"Noun","47",2.97307537952005,3,3
"20722","eel",73,52,64,50,1.43137254901961,1.86923171973098,0.619933237958989,1.72427586960079,"Noun",72,1,"Noun","72",3.16106586187544,1,1
"20762","effigy",14,12,14,12,0.274509803921569,1.17609125905568,0.143061516452074,1.11394335230684,"Noun",14,1,"Noun","14",2.46792540120014,3,3
"20766","effluent",4,4,4,4,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,2,3
"20805","eggs",1971,1115,1842,1063,38.6470588235294,3.29490691060519,13.2927992370052,3.04766419460156,"Noun",1970,1,"Noun","1970",4.58674105274965,1,1
"20820","egotist",7,7,7,7,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,NA,3
"20830","egyptians",59,47,2,2,1.15686274509804,1.77815125038364,0.560324272770625,1.68124123737559,"Noun",59,1,"Noun","59",3.0699853925281,NA,3
"20869","ejection",30,21,28,21,0.588235294117647,1.49136169383427,0.25035765379113,1.34242268082221,"Noun",30,1,"Noun","30",2.78319583597873,3,3
"20896","elation",18,16,17,15,0.352941176470588,1.27875360095283,0.190748688602766,1.23044892137827,"Noun",18,1,"Noun","18",2.57058774309729,3,3
"20919","election",560,271,530,264,10.9803921568627,2.74896286125616,3.23080591320935,2.4345689040342,"Noun",559,1,"Noun","559",4.04079700340062,3,3
"20921","elections",123,78,108,71,2.41176470588235,2.09342168516224,0.929899856938484,1.89762709129044,"Noun",123,1,"Noun","123",3.3852558273067,3,3
"20923","electives",12,9,12,9,0.235294117647059,1.11394335230684,0.107296137339056,1,"Noun",12,1,"Noun","12",2.4057774944513,NA,3
"20927","electors",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"20935","electrics",13,10,13,10,0.254901960784314,1.14612803567824,0.119217930376729,1.04139268515823,"Noun",13,1,"Noun","13",2.4379621778227,NA,3
"20970","electron",37,22,36,21,0.725490196078431,1.57978359661681,0.262279446828803,1.36172783601759,"Noun",37,1,"Noun","37",2.87161773876127,3,3
"20975","electrons",77,36,76,35,1.50980392156863,1.89209460269048,0.429184549356223,1.56820172406699,"Noun",77,1,"Noun","77",3.18392874483494,3,3
"20986","elegance",65,56,61,54,1.27450980392157,1.81954393554187,0.667620410109681,1.75587485567249,"Noun",65,1,"Noun","65",3.11137807768633,3,3
"20990","elegy",3,3,0,0,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"20992","element",338,266,323,264,6.62745098039216,2.53019969820308,3.17119694802098,2.42651126136458,"Noun",340,1,"Noun","340",3.82203384034754,3,3
"20997","elements",352,277,344,272,6.90196078431373,2.54777470538782,3.30233667143538,2.44404479591808,"Noun",351,1,"Noun","351",3.83960884753228,3,3
"21056","elms",4,4,1,1,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,1,1
"21090","elves",178,82,137,75,3.49019607843137,2.25285303097989,0.977587029089175,1.91907809237607,"Noun",178,1,"Noun","178",3.54468717312435,1,1
"21125","embankment",24,20,23,20,0.470588235294118,1.39794000867204,0.238435860753457,1.32221929473392,"Noun",24,1,"Noun","24",2.6897741508165,3,3
"21128","embargo",24,16,20,16,0.470588235294118,1.39794000867204,0.190748688602766,1.23044892137827,"Noun",24,1,"Noun","24",2.6897741508165,3,3
"21129","embargoes",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"21147","embassies",16,15,16,15,0.313725490196078,1.23044892137827,0.178826895565093,1.20411998265592,"Noun",16,1,"Noun","16",2.52228306352273,3,3
"21148","embassy",397,182,233,117,7.7843137254902,2.59988307207369,2.16976633285646,2.26245108973043,"Noun",397,1,"Noun","397",3.89171721421815,3,3
"21178","embolden",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"21205","embryo",39,26,38,25,0.764705882352941,1.60205999132796,0.309966618979495,1.43136376415899,"Noun",39,1,"Noun","39",2.89389413347242,3,3
"21209","embryos",28,15,25,14,0.549019607843137,1.46239799789896,0.178826895565093,1.20411998265592,"Noun",28,1,"Noun","28",2.75423214004342,3,3
"21221","emergence",10,9,10,9,0.196078431372549,1.04139268515823,0.107296137339056,1,"Noun",10,1,"Noun","10",2.33322682730268,3,3
"21240","emigres",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"21242","eminence",96,37,20,9,1.88235294117647,1.98677173426624,0.441106342393896,1.57978359661681,"Noun",96,1,"Noun","96",3.2786058764107,3,3
"21248","emirates",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"21251","emission",25,20,23,19,0.490196078431373,1.41497334797082,0.238435860753457,1.32221929473392,"Noun",25,1,"Noun","25",2.70680749011528,3,3
"21252","emissions",31,24,30,24,0.607843137254902,1.50514997831991,0.286123032904149,1.39794000867204,"Noun",31,1,"Noun","31",2.79698412046437,3,3
"21257","emitter",7,5,7,5,0.137254901960784,0.903089986991944,0.0596089651883643,0.778151250383644,"Noun",7,1,"Noun","7",2.1949241291364,NA,3
"21269","emotion",423,341,398,330,8.29411764705882,2.62736585659273,4.06533142584645,2.53402610605613,"Noun",424,1,"Noun","424",3.91919999873719,3,3
"21276","emotions",558,400,541,391,10.9411764705882,2.74741180788642,4.76871721506915,2.60314437262018,"Noun",559,1,"Noun","559",4.03924595003088,3,3
"21288","empathy",58,37,51,36,1.13725490196078,1.77085201164214,0.441106342393896,1.57978359661681,"Noun",58,1,"Noun","58",3.0626861537866,3,3
"21292","emperors",26,17,21,15,0.509803921568627,1.43136376415899,0.202670481640439,1.25527250510331,"Noun",26,1,"Noun","26",2.72319790630345,3,3
"21294","emphasis",65,63,58,56,1.27450980392157,1.81954393554187,0.751072961373391,1.80617997398389,"Noun",66,1,"Noun","66",3.11137807768633,3,3
"21307","empires",33,30,27,25,0.647058823529412,1.53147891704226,0.357653791130186,1.49136169383427,"Noun",33,1,"Noun","33",2.82331305918672,3,3
"21321","employees",610,431,593,423,11.9607843137255,2.78604121024255,5.13829279923701,2.63548374681491,"Noun",609,1,"Noun","609",4.07787535238701,3,3
"21323","employers",51,47,50,46,1,1.7160033436348,0.560324272770625,1.68124123737559,"Noun",51,1,"Noun","51",3.00783748577926,3,3
"21325","employment",272,234,252,219,5.33333333333333,2.43616264704076,2.78969957081545,2.37106786227174,"Noun",271,1,"Noun","271",3.72799678918522,3,3
"21338","empt",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"21344","emptiness",92,79,91,78,1.80392156862745,1.96848294855394,0.941821649976156,1.90308998699194,"Noun",92,1,"Noun","92",3.2603170906984,3,3
"21359","emulsion",8,7,7,6,0.156862745098039,0.954242509439325,0.0834525512637101,0.903089986991944,"Noun",8,1,"Noun","8",2.24607665158378,3,3
"21372","enactment",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"21373","enactments",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"21374","enamel",29,26,29,26,0.568627450980392,1.47712125471966,0.309966618979495,1.43136376415899,"Noun",29,1,"Noun","29",2.76895539686412,3,3
"21384","encampment",16,14,16,14,0.313725490196078,1.23044892137827,0.16690510252742,1.17609125905568,"Noun",16,1,"Noun","16",2.52228306352273,3,3
"21402","enchanter",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"21422","enclosure",20,17,19,16,0.392156862745098,1.32221929473392,0.202670481640439,1.25527250510331,"Noun",20,1,"Noun","20",2.61405343687838,3,3
"21423","enclosures",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
"21456","encryption",83,55,80,53,1.62745098039216,1.92427928606188,0.655698617072008,1.7481880270062,"Noun",83,1,"Noun","83",3.21611342820634,NA,3
"21473","ende",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,1
"21515","endorphin",5,5,4,4,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"21522","endoscope",4,2,4,2,0.0784313725490196,0.698970004336019,0.0238435860753457,0.477121254719662,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"21533","endowment",28,19,24,17,0.549019607843137,1.46239799789896,0.226514067715784,1.30102999566398,"Noun",28,1,"Noun","28",2.75423214004342,3,3
"21534","endowments",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"21540","endurance",68,62,61,57,1.33333333333333,1.83884909073726,0.739151168335718,1.79934054945358,"Noun",68,1,"Noun","68",3.13068323288172,3,3
"21547","enema",72,52,65,50,1.41176470588235,1.86332286012046,0.619933237958989,1.72427586960079,"Noun",72,1,"Noun","72",3.15515700226492,3,3
"21548","enemas",12,9,12,9,0.235294117647059,1.11394335230684,0.107296137339056,1,"Noun",12,1,"Noun","12",2.4057774944513,3,3
"21549","enemies",985,684,951,673,19.3137254901961,2.99387691494121,8.15450643776824,2.83569057149243,"Noun",983,1,"Noun","983",4.28571105708567,3,3
"21554","energies",55,47,53,46,1.07843137254902,1.7481880270062,0.560324272770625,1.68124123737559,"Noun",54,1,"Noun","54",3.04002216915066,3,3
"21564","energy",1678,995,1587,963,32.9019607843137,3.22505069613805,11.8621840724845,2.9982593384237,"Noun",1675,1,"Noun","1675",4.51688483828251,3,3
"21583","enforcer",34,24,24,19,0.666666666666667,1.54406804435028,0.286123032904149,1.39794000867204,"Noun",34,1,"Noun","34",2.83590218649474,NA,3
"21584","enforcers",10,10,10,10,0.196078431372549,1.04139268515823,0.119217930376729,1.04139268515823,"Noun",10,1,"Noun","10",2.33322682730268,NA,3
"21592","engagement",666,431,649,423,13.0588235294118,2.82412583391655,5.13829279923701,2.63548374681491,"Noun",666,1,"Noun","666",4.11595997606101,3,3
"21606","engineers",207,134,179,117,4.05882352941176,2.31806333496276,1.59752026704816,2.13033376849501,"Noun",205,1,"Noun","205",3.60989747710722,3,3
"21617","englishman",119,74,0,0,2.33333333333333,2.07918124604762,0.882212684787792,1.8750612633917,"Noun",119,1,"Noun","119",3.37101538819208,NA,3
"21618","englishmen",31,24,0,0,0.607843137254902,1.50514997831991,0.286123032904149,1.39794000867204,"Noun",31,1,"Noun","31",2.79698412046437,NA,3
"21628","engraver",10,9,10,9,0.196078431372549,1.04139268515823,0.107296137339056,1,"Noun",10,1,"Noun","10",2.33322682730268,3,3
"21632","engravings",15,5,15,5,0.294117647058824,1.20411998265592,0.0596089651883643,0.778151250383644,"Noun",15,1,"Noun","15",2.49595412480038,3,3
"21645","enhancer",9,9,9,9,0.176470588235294,1,0.107296137339056,1,"Noun",9,1,"Noun","9",2.29183414214446,NA,3
"21649","enigma",47,43,42,38,0.92156862745098,1.68124123737559,0.512637100619933,1.64345267648619,"Noun",47,1,"Noun","47",2.97307537952005,3,3
"21660","enjoyment",69,66,68,66,1.35294117647059,1.84509804001426,0.786838340486409,1.82607480270083,"Noun",69,1,"Noun","69",3.13693218215872,3,3
"21661","enjoyments",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"21668","enlarger",7,4,6,4,0.137254901960784,0.903089986991944,0.0476871721506915,0.698970004336019,"Noun",7,1,"Noun","7",2.1949241291364,NA,3
"21688","enmity",16,13,13,12,0.313725490196078,1.23044892137827,0.154983309489747,1.14612803567824,"Noun",16,1,"Noun","16",2.52228306352273,3,3
"21694","ennui",19,9,17,8,0.372549019607843,1.30102999566398,0.107296137339056,1,"Noun",19,1,"Noun","19",2.59286413780844,2,3
"21711","enquiry",9,8,9,8,0.176470588235294,1,0.0953743443013829,0.954242509439325,"Noun",9,1,"Noun","9",2.29183414214446,NA,3
"21722","enrichment",7,7,6,6,0.137254901960784,0.903089986991944,0.0834525512637101,0.903089986991944,"Noun",7,1,"Noun","7",2.1949241291364,3,3
"21728","enrollees",1,1,0,0,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,NA,3
"21736","ensemble",57,48,49,43,1.11764705882353,1.76342799356294,0.572246065808298,1.69019608002851,"Noun",57,1,"Noun","57",3.0552621357074,3,3
"21737","ensembles",3,3,3,3,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"21774","entendre",10,8,10,8,0.196078431372549,1.04139268515823,0.0953743443013829,0.954242509439325,"Noun",10,1,"Noun","10",2.33322682730268,NA,3
"21813","enticement",4,4,3,3,0.0784313725490196,0.698970004336019,0.0476871721506915,0.698970004336019,"Noun",4,1,"Noun","4",1.99080414648048,NA,3
"21821","entities",30,22,26,21,0.588235294117647,1.49136169383427,0.262279446828803,1.36172783601759,"Noun",30,1,"Noun","30",2.78319583597873,3,3
"21826","entity",86,58,85,58,1.68627450980392,1.93951925261862,0.691463996185026,1.77085201164214,"Noun",86,1,"Noun","86",3.23135339476308,3,3
"21830","entombment",3,2,3,2,0.0588235294117647,0.602059991327962,0.0238435860753457,0.477121254719662,"Noun",3,1,"Noun","3",1.89389413347242,NA,3
"21835","entourage",69,52,66,52,1.35294117647059,1.84509804001426,0.619933237958989,1.72427586960079,"Noun",70,1,"Noun","70",3.13693218215872,3,3
"21842","entrances",58,48,58,48,1.13725490196078,1.77085201164214,0.572246065808298,1.69019608002851,"Noun",58,1,"Noun","58",3.0626861537866,3,3
"21848","entrapment",43,34,38,31,0.843137254901961,1.64345267648619,0.405340963280877,1.54406804435028,"Noun",42,1,"Noun","42",2.93528681863065,3,3
"21855","entreaties",1,1,1,1,0.0196078431372549,0.301029995663981,0.0119217930376729,0.301029995663981,"Noun",1,1,"Noun","1",1.59286413780844,3,3
"21857","entreaty",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"21876","entryway",8,8,8,8,0.156862745098039,0.954242509439325,0.0953743443013829,0.954242509439325,"Noun",8,1,"Noun","8",2.24607665158378,NA,3
"21894","envelope",513,326,506,321,10.0588235294118,2.71096311899528,3.88650453028135,2.51454775266029,"Noun",512,1,"Noun","512",4.00279726113974,3,3
"21896","envelopes",73,56,72,55,1.43137254901961,1.86923171973098,0.667620410109681,1.75587485567249,"Noun",73,1,"Noun","73",3.16106586187544,3,3
"21911","environs",10,10,10,10,0.196078431372549,1.04139268515823,0.119217930376729,1.04139268515823,"Noun",10,1,"Noun","10",2.33322682730268,4,3
"21958","epicure",2,2,1,1,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,NA,3
"21983","epilogue",6,6,6,6,0.117647058823529,0.845098040014257,0.0715307582260372,0.845098040014257,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"21998","episode",627,462,446,316,12.2941176470588,2.7979596437372,5.50786838340486,2.66558099101795,"Noun",624,1,"Noun","624",4.08979378588166,3,3
"21999","episodes",105,92,100,88,2.05882352941176,2.02530586526477,1.0968049594659,1.96848294855394,"Noun",103,1,"Noun","103",3.31714000740923,3,3
"22003","epistle",5,5,4,4,0.0980392156862745,0.778151250383644,0.0596089651883643,0.778151250383644,"Noun",5,1,"Noun","5",2.0699853925281,3,3
"22005","epitaph",26,24,25,23,0.509803921568627,1.43136376415899,0.286123032904149,1.39794000867204,"Noun",26,1,"Noun","26",2.72319790630345,3,3
"22006","epitaphs",2,2,2,2,0.0392156862745098,0.477121254719662,0.0238435860753457,0.477121254719662,"Noun",2,1,"Noun","2",1.76895539686412,3,3
"22010","epithets",6,5,6,5,0.117647058823529,0.845098040014257,0.0596089651883643,0.778151250383644,"Noun",6,1,"Noun","6",2.13693218215872,3,3
"22047","equation",178,127,173,124,3.49019607843137,2.25285303097989,1.51406771578445,2.10720996964787,"Noun",177,1,"Noun","177",3.54468717312435,3,3
"22048","equations",50,41,46,37,0.980392156862745,1.70757017609794,0.488793514544588,1.6232492903979,"Noun",51,1,"Noun","51",2.9994043182424,3,3
"22049","equator",31,27,28,24,0.607843137254902,1.50514997831991,0.321888412017167,1.44715803134222,"Noun",31,1,"Noun","31",2.79698412046437,3,3
"22061","equipment",1298,849,1270,831,25.4509803921569,3.11360915107303,10.1216022889843,2.92941892571429,"Noun",1296,1,"Noun","1296",4.40544329321749,3,3
"22062","equipments",5,4,5,4,0.0980392156862745,0.778151250383644,0.0476871721506915,0.698970004336019,"Noun",5,1,"Noun","5",2.0699853925281,NA,3
"22069","equities",3,3,1,1,0.0588235294117647,0.602059991327962,0.0357653791130186,0.602059991327962,"Noun",3,1,"Noun","3",1.89389413347242,3,3
