word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s
silvery-J	2	7	7	3	0	0	0	0	J
similarity-N	9	10	10	5	0	0	0	0	N
similar-J	157	7	6	3	554	0	324	0	J
similar-N	157	7	7	3	554	0	324	0	N
simile-N	1	6	6	3	439	395	334	0	N
similitude-N	6	10	10	4	0	0	0	0	N
simmer-N	5	6	5	2	0	0	0	0	N
simmer-V	5	6	4	2	0	0	0	0	V
simple-J	161	6	5	2	604	306	344	0	J
simple-N	161	6	5	1	604	306	344	0	N
simpleton-N	1	9	8	3	0	0	0	0	N
simplicity-N	16	10	10	4	0	0	0	0	N
simplify-V	9	8	8	3	0	0	0	0	V
simply-A	170	6	6	2	0	0	0	0	A
simulate-V	4	8	8	3	0	0	0	0	V
simulation-N	2	10	10	4	0	0	0	0	N
sin-A	53	3	3	1	501	273	441	400	A
sin-C	53	3	3	1	501	273	441	400	C
since-A	628	5	4	1	541	247	264	0	A
since-C	628	5	4	1	541	247	264	0	C
since-J	628	5	4	1	541	247	264	0	J
since-R	628	5	4	1	541	247	264	0	R
sincere-J	15	7	5	2	529	0	407	0	J
sincerity-N	13	9	9	4	0	0	0	0	N
sine-N	4	4	3	1	353	319	377	0	N
sinewy-J	2	6	6	3	0	0	0	0	J
sinful-J	3	6	6	2	452	0	371	0	J
sinful-N	3	6	6	2	452	0	371	0	N
singer-N	10	6	4	2	548	553	575	314	N
singing-N	47	7	5	2	507	0	471	0	N
singing-V	47	7	5	2	507	0	471	0	V
single-J	172	6	5	2	556	0	415	0	J
single-N	172	6	5	1	556	0	415	0	N
single-V	172	6	5	1	556	0	415	0	V
singly-A	5	6	6	2	0	0	0	0	A
sing-N	34	4	3	1	576	421	527	0	N
singular-A	14	8	9	3	0	0	0	0	A
singular-J	14	8	8	3	0	0	0	0	J
singularly-A	1	10	10	4	0	0	0	0	A
singular-N	14	8	8	3	0	0	0	0	N
sing-V	34	4	3	1	576	421	527	0	V
sinister-J	13	8	7	3	0	0	0	0	J
sinking-N	6	7	6	2	0	0	0	0	N
sinking-V	6	7	6	2	0	0	0	0	V
sink-N	23	4	4	1	586	590	599	219	N
sink-V	23	4	4	1	586	590	599	219	V
sin-N	53	3	3	1	501	273	441	400	N
sin-N	53	3	3	1	501	273	441	400	N
sinner-N	7	6	4	2	0	0	0	0	N
sinner-N	7	6	4	2	0	0	0	0	N
sin-R	53	3	3	1	501	273	441	400	R
sinuous-J	2	7	7	2	0	0	0	0	J
sinus-N	1	5	5	2	0	0	0	0	N
sin-V	53	3	3	1	501	273	441	400	V
sip-N	2	3	3	1	0	0	0	0	N
sip-V	2	3	3	1	0	0	0	0	V
siren-N	1	5	6	3	431	538	578	347	N
sir-N	95	3	2	1	0	0	0	0	N
sir-V	95	3	3	1	0	0	0	0	V
sister-N	38	6	5	2	588	575	613	0	N
sister-V	38	6	6	2	588	575	613	0	V
sistine-J	1	7	6	2	0	0	0	0	J
site-N	64	4	3	1	507	408	406	0	N
site-V	64	4	3	1	507	408	406	0	V
sit-N	67	3	3	1	581	437	487	0	N
sitter-N	24	6	4	2	0	0	0	0	N
sitting-N	96	7	5	2	0	0	0	0	N
sitting-V	96	7	5	2	0	0	0	0	V
situated-J	19	8	9	4	0	0	0	0	J
situation-N	196	9	9	4	573	311	319	457	N
sit-V	67	3	3	1	581	437	487	0	V
six-J	220	3	4	1	0	0	0	0	J
six-N	220	3	4	1	0	0	0	0	N
sixteen-J	20	7	7	2	0	0	0	0	J
sixteen-N	20	7	7	2	0	0	0	0	N
sixteenth-J	12	9	8	2	0	0	0	0	J
sixteenth-N	12	9	8	2	0	0	0	0	N
sixth-J	26	5	5	1	0	0	0	0	J
sixth-N	26	5	5	1	0	0	0	0	N
sixty-J	21	5	6	2	0	0	0	0	J
sixty-N	21	5	6	2	0	0	0	0	N
sizable-J	15	7	6	3	0	0	0	0	J
sized-J	4	5	4	2	0	0	0	0	J
sized-V	4	5	4	2	0	0	0	0	V
size-N	138	4	3	1	566	354	415	0	N
size-V	138	4	3	1	566	354	415	0	V
sizzle-N	1	6	4	1	0	0	0	0	N
sizzle-V	1	6	4	2	0	0	0	0	V
skate-N	1	5	4	1	534	562	563	0	N
skate-V	1	5	4	1	534	562	563	0	V
skeleton-N	2	8	7	3	0	0	0	0	N
sketch-N	16	6	5	1	452	535	510	411	N
sketch-V	16	6	5	1	452	535	510	411	V
skewer-N	1	6	6	2	0	0	0	0	N
skewer-V	1	6	6	2	0	0	0	0	V
skidding-V	2	8	6	2	0	0	0	0	V
skid-N	2	4	4	1	0	0	0	0	N
skid-V	2	4	4	1	0	0	0	0	V
skiff-N	9	5	4	1	0	0	0	0	N
skilful-J	1	7	7	2	0	0	0	0	J
skilled-J	30	7	5	2	0	0	0	0	J
skill-N	42	5	4	1	549	346	366	414	N
skill-V	42	5	4	1	549	346	366	414	V
skimmed-J	5	7	5	2	0	0	0	0	J
skimmed-V	5	7	5	2	0	0	0	0	V
skimming-V	4	8	6	2	0	0	0	0	V
skimpy-J	1	6	6	2	0	0	0	0	J
ski-N	5	3	3	1	551	590	615	0	N
skin-N	47	4	4	1	591	614	638	0	N
skinner-N	1	7	5	2	0	0	0	0	N
skinny-J	9	6	5	2	0	0	0	0	J
skin-V	47	4	4	1	591	614	638	0	V
skip-N	5	4	4	1	0	0	0	0	N
skipper-N	1	7	5	2	0	0	0	0	N
skipper-V	1	7	6	2	0	0	0	0	V
skip-V	5	4	4	1	0	0	0	0	V
skirmish-N	4	8	6	2	0	0	0	0	N
skirmish-V	4	8	6	2	0	0	0	0	V
skirting-V	1	8	6	2	0	0	0	0	V
skirt-N	21	5	4	1	551	614	573	258	N
skirt-V	21	5	4	1	551	614	573	258	V
skit-N	1	4	4	1	0	0	0	0	N
ski-V	5	3	3	1	551	590	615	0	V
skulk-V	1	5	5	1	0	0	0	0	V
skull-N	3	5	4	1	503	570	609	0	N
skull-V	3	5	4	1	503	570	609	0	V
skylark-N	1	7	6	2	350	614	548	394	N
skylark-V	1	7	6	2	350	614	548	394	V
skylight-N	1	8	6	2	0	0	0	0	N
sky-N	58	3	3	1	607	542	618	0	N
skyscraper-N	2	10	9	3	489	618	577	0	N
sky-V	58	3	3	1	607	542	618	0	V
slab-J	9	4	4	1	0	0	0	0	J
slab-N	9	4	4	1	0	0	0	0	N
slab-V	9	4	4	1	0	0	0	0	V
slack-A	9	5	4	1	0	0	0	0	A
slack-J	9	5	4	1	0	0	0	0	J
slack-N	9	5	4	1	0	0	0	0	N
slack-V	9	5	4	1	0	0	0	0	V
slam-N	3	4	4	1	0	0	0	0	N
slam-V	3	4	4	1	0	0	0	0	V
slanderer-N	3	9	8	3	0	0	0	0	N
slanderous-J	1	10	9	3	0	0	0	0	J
slang-A	2	5	4	1	512	373	411	464	A
slang-J	2	5	4	1	512	373	411	464	J
slang-N	2	5	4	1	512	373	411	464	N
slang-V	2	5	4	1	512	373	411	464	V
slant-A	3	5	5	1	0	0	0	0	A
slant-J	3	5	5	1	0	0	0	0	J
slant-N	3	5	5	1	0	0	0	0	N
slant-V	3	5	5	1	0	0	0	0	V
slap-A	2	4	4	1	521	511	542	0	A
slap-N	2	4	4	1	521	511	542	0	N
slapping-V	6	8	6	2	0	0	0	0	V
slap-V	2	4	4	1	521	511	542	0	V
slashed-V	10	7	5	2	0	0	0	0	V
slashing-V	5	8	6	2	0	0	0	0	V
slash-N	3	5	4	1	0	0	0	0	N
slash-V	3	5	4	1	0	0	0	0	V
slate-N	10	5	4	1	0	0	0	0	N
slater-N	5	6	5	2	0	0	0	0	N
slate-V	10	5	4	1	0	0	0	0	V
slat-N	2	4	4	1	0	0	0	0	N
slaughter-N	10	9	5	2	0	0	0	0	N
slaughter-V	10	9	5	2	0	0	0	0	V
slave-N	30	5	4	1	418	539	564	386	N
slavery-J	33	7	7	3	512	393	517	0	J
slavery-N	33	7	7	3	512	393	517	0	N
slave-V	30	5	4	1	418	539	564	386	V
slavic-J	2	6	6	2	0	0	0	0	J
slavish-J	1	7	6	2	0	0	0	0	J
slavish-N	1	7	6	2	0	0	0	0	N
slaying-V	3	7	5	1	0	0	0	0	V
sleek-A	2	5	4	1	0	0	0	0	A
sleek-J	2	5	4	1	0	0	0	0	J
sleek-V	2	5	4	1	0	0	0	0	V
sleeper-N	1	7	5	2	0	0	0	0	N
sleeping-N	39	8	6	2	0	0	0	0	N
sleeping-V	39	8	6	2	0	0	0	0	V
sleepless-J	1	9	7	2	0	0	0	0	J
sleep-N	65	5	4	1	610	484	530	0	N
sleep-V	65	5	4	1	610	484	530	0	V
sleepy-J	6	6	5	2	0	0	0	0	J
sleet-N	1	5	4	1	479	538	547	0	N
sleet-V	1	5	4	1	479	538	547	0	V
sleeve-N	11	6	4	1	560	587	550	272	N
sleeve-V	11	6	4	1	560	587	550	272	V
sleight-N	1	7	4	1	0	0	0	0	N
slender-J	19	7	6	2	0	0	0	0	J
slept-V	27	5	5	1	562	383	393	0	V
slice-N	13	5	4	1	540	443	507	292	N
slice-V	13	5	4	1	540	443	507	292	V
slick-A	7	5	4	1	0	0	0	0	A
slick-J	7	5	4	1	0	0	0	0	J
slick-N	7	5	4	1	0	0	0	0	N
slick-V	7	5	4	1	0	0	0	0	V
slide-N	20	5	4	1	529	504	490	0	N
slide-V	20	5	4	1	529	504	490	0	V
sliding-V	11	7	6	2	0	0	0	0	V
slid-V	24	4	4	1	0	0	0	0	V
slight-A	53	6	4	1	512	0	317	0	A
slight-J	53	6	4	1	512	0	317	0	J
slightly-A	83	8	6	2	0	0	0	0	A
slight-N	53	6	4	1	512	0	317	0	N
slight-V	53	6	4	1	512	0	317	0	V
slim-J	20	4	4	1	0	0	0	0	J
slim-V	20	4	4	1	0	0	0	0	V
sling-N	1	5	4	1	0	0	0	0	N
sling-V	1	5	4	1	0	0	0	0	V
slip-N	19	4	4	1	537	448	497	0	N
slipped-V	32	7	5	2	0	0	0	0	V
slipper-J	3	7	6	2	494	585	595	0	J
slipper-N	3	7	5	2	494	585	595	0	N
slippery-J	5	8	7	3	0	0	0	0	J
slip-V	19	4	4	1	537	448	497	0	V
slit-N	6	4	4	1	487	520	508	364	N
slit-V	6	4	4	1	487	520	508	364	V
slob-N	4	4	4	1	0	0	0	0	N
sloe-N	2	4	3	1	185	300	276	0	N
slogan-N	7	6	6	2	0	0	0	0	N
sloop-N	1	5	4	1	0	0	0	0	N
slope-A	19	5	4	1	563	513	578	0	A
slope-J	19	5	4	1	563	513	578	0	J
slope-N	19	5	4	1	563	513	578	0	N
slope-V	19	5	4	1	563	513	578	0	V
sloping-V	7	7	6	2	0	0	0	0	V
slop-N	2	4	4	1	0	0	0	0	N
sloppy-J	3	6	5	2	542	0	434	0	J
slop-V	2	4	4	1	0	0	0	0	V
slothful-J	1	8	7	2	0	0	0	0	J
slot-N	6	4	4	1	0	0	0	0	N
slot-V	6	4	4	1	0	0	0	0	V
slouch-J	1	6	4	1	0	0	0	0	J
slouch-N	1	6	5	1	0	0	0	0	N
slouch-V	1	6	5	1	0	0	0	0	V
slough-N	1	6	3	1	272	399	245	603	N
slough-N	1	6	4	1	272	399	245	603	N
slough-V	1	6	4	1	272	399	245	603	V
slovenly-A	3	8	7	3	297	311	404	0	A
slovenly-J	3	8	7	3	297	311	404	0	J
slow-A	60	4	3	1	602	293	377	0	A
slow-J	60	4	3	1	602	293	377	0	J
slow-N	60	4	3	1	602	293	377	0	N
slow-V	60	4	3	1	602	293	377	0	V
sludge-N	4	6	4	1	0	0	0	0	N
sluggish-J	2	8	6	2	481	343	382	0	J
slug-N	10	4	4	1	0	0	0	0	N
slug-V	10	4	4	1	0	0	0	0	V
sluice-N	2	6	4	1	0	0	0	0	N
sluice-V	2	6	4	1	0	0	0	0	V
slumber-N	3	7	6	2	367	386	500	419	N
slumber-V	3	7	6	2	367	386	500	419	V
slum-N	8	4	4	1	0	0	0	0	N
slump-N	8	5	5	1	0	0	0	0	N
slump-V	8	5	5	1	0	0	0	0	V
slum-V	8	4	4	1	0	0	0	0	V
slung-V	2	5	4	1	0	0	0	0	V
sly-A	5	3	3	1	0	0	0	0	A
sly-J	5	3	3	1	0	0	0	0	J
slyly-A	2	5	5	2	0	0	0	0	A
sly-N	5	3	3	1	0	0	0	0	N
smack-A	4	5	4	1	511	451	601	0	A
smack-N	4	5	4	1	511	451	601	0	N
smack-V	4	5	4	1	511	451	601	0	V
small-A	542	5	4	1	616	402	447	0	A
smallish-J	1	8	6	2	0	0	0	0	J
small-J	542	5	4	1	616	402	447	0	J
small-N	542	5	4	1	616	402	447	0	N
smallpox-J	2	8	8	2	0	0	0	0	J
smallpox-N	2	8	8	2	0	0	0	0	N
smallpox-V	2	8	8	2	0	0	0	0	V
small-V	542	5	4	1	616	402	447	0	V
smart-J	21	5	4	1	602	304	396	0	J
smart-N	21	5	4	1	602	304	396	0	N
smart-V	21	5	4	1	602	304	396	0	V
smash-A	4	5	4	1	536	402	518	278	A
smash-N	4	5	4	1	536	402	518	278	N
smash-V	4	5	4	1	536	402	518	278	V
smeared-V	2	7	4	2	0	0	0	0	V
smear-N	2	5	3	1	480	355	415	0	N
smear-V	2	5	3	1	480	355	415	0	V
smelling-V	5	8	6	2	0	0	0	0	V
smell-N	34	5	4	1	582	450	477	0	N
smell-V	34	5	4	1	582	450	477	0	V
smelt-N	3	5	5	1	444	475	473	0	N
smelt-V	3	5	5	1	444	475	473	0	V
smile-N	58	5	4	1	594	514	615	208	N
smile-V	58	5	4	1	594	514	615	208	V
smirk-A	3	5	4	1	0	0	0	0	A
smirk-J	3	5	4	1	0	0	0	0	J
smirk-N	3	5	4	1	0	0	0	0	N
smirk-V	3	5	4	1	0	0	0	0	V
smith-N	54	5	4	1	0	0	0	0	N
smith-V	54	5	4	1	0	0	0	0	V
smithy-N	1	6	5	2	0	0	0	0	N
smitten-V	1	7	5	2	0	0	0	0	V
smog-N	1	4	4	1	0	0	0	0	N
smoke-N	41	5	4	1	596	541	615	228	N
smoke-V	41	5	4	1	596	541	615	228	V
smoking-N	8	7	6	2	0	0	0	0	N
smoking-V	8	7	6	2	0	0	0	0	V
smoky-J	5	5	5	2	0	0	0	0	J
smoky-N	5	5	5	2	0	0	0	0	N
smoothing-V	2	9	6	2	0	0	0	0	V
smooth-J	42	6	4	1	570	406	472	0	J
smooth-N	42	6	4	1	570	406	472	0	N
smooth-V	42	6	4	1	570	406	472	0	V
smuggle-V	1	7	5	2	0	0	0	0	V
smug-J	7	4	4	1	375	0	352	0	J
smug-N	7	4	4	1	375	0	352	0	N
smug-V	7	4	4	1	375	0	352	0	V
snack-N	6	5	4	1	0	0	0	0	N
snack-V	6	5	4	1	0	0	0	0	V
snag-N	3	4	4	1	0	0	0	0	N
snag-V	3	4	4	1	0	0	0	0	V
snail-N	1	5	4	1	489	579	577	0	N
snail-V	1	5	4	1	489	579	577	0	V
snake-N	44	5	4	1	501	621	627	289	N
snake-V	44	5	4	1	501	621	627	289	V
snap-N	12	4	4	1	526	420	410	0	N
snapping-V	9	8	6	2	0	0	0	0	V
snappy-J	1	6	5	2	0	0	0	0	J
snap-V	12	4	4	1	526	420	410	0	V
snare-N	1	5	3	1	0	0	0	0	N
snare-V	1	5	3	1	0	0	0	0	V
snatch-N	4	6	5	1	0	0	0	0	N
snatch-V	4	6	5	1	0	0	0	0	V
sneakers-N	3	8	6	2	0	0	0	0	N
sneaking-J	2	8	6	2	0	0	0	0	J
sneaking-V	2	8	6	2	0	0	0	0	V
sneak-N	2	5	4	1	0	0	0	0	N
sneak-V	2	5	4	1	0	0	0	0	V
sneaky-J	2	6	5	2	0	0	0	0	J
sneer-N	1	5	3	1	398	371	494	467	N
sneer-V	1	5	3	1	398	371	494	467	V
sneezing-V	1	8	6	2	0	0	0	0	V
snick-N	1	5	4	1	0	0	0	0	N
snick-V	1	5	4	1	0	0	0	0	V
sniff-N	2	5	4	1	0	0	0	0	N
sniff-V	2	5	4	1	0	0	0	0	V
sniper-N	1	6	5	2	0	0	0	0	N
sniping-V	1	7	6	2	0	0	0	0	V
snobbery-N	4	8	7	3	0	0	0	0	N
snobbish-J	2	8	6	2	0	0	0	0	J
snook-N	1	5	4	1	0	0	0	0	N
snook-N	1	5	4	1	0	0	0	0	N
snoop-V	1	5	4	1	0	0	0	0	V
snort-N	3	5	4	1	401	424	472	433	N
snort-V	3	5	4	1	401	424	472	433	V
snout-N	1	5	4	1	0	0	0	0	N
snout-V	1	5	4	1	0	0	0	0	V
snowball-N	2	8	6	2	0	0	0	0	N
snowball-V	2	8	6	2	0	0	0	0	V
snowfall-N	2	8	6	2	0	0	0	0	N
snow-N	59	4	3	1	615	618	597	0	N
snowstorm-N	3	9	7	2	0	0	0	0	N
snow-V	59	4	3	1	615	618	597	0	V
snowy-J	4	5	4	2	0	0	0	0	J
snug-A	2	4	4	1	0	0	0	0	A
snug-J	2	4	4	1	0	0	0	0	J
snug-N	2	4	4	1	0	0	0	0	N
snug-V	2	4	4	1	0	0	0	0	V
soaking-V	9	7	5	2	0	0	0	0	V
soak-N	7	4	3	1	0	0	0	0	N
soak-V	7	4	3	1	0	0	0	0	V
soap-N	22	4	3	1	594	598	600	222	N
soapsuds-N	1	8	7	2	0	0	0	0	N
soap-V	22	4	3	1	594	598	600	222	V
soapy-J	2	5	4	2	0	0	0	0	J
sober-J	19	5	4	2	0	0	0	0	J
sober-V	19	5	5	2	0	0	0	0	V
sobriety-N	1	8	8	4	293	325	380	0	N
sobriquet-N	2	9	7	3	0	0	0	0	N
soccer-N	3	6	4	2	521	524	570	0	N
sociable-J	1	8	6	3	0	0	0	0	J
sociable-N	1	8	6	2	0	0	0	0	N
socialism-N	20	9	9	4	0	0	0	0	N
socialist-J	21	9	8	3	480	443	352	0	J
socialist-N	21	9	8	3	480	443	352	0	N
social-J	380	6	5	2	497	242	386	0	J
socially-A	15	8	6	3	0	0	0	0	A
social-N	380	6	4	2	497	242	386	0	N
society-N	237	7	7	4	601	335	440	497	N
sociology-N	15	9	9	5	0	0	0	0	N
sock-A	4	4	3	1	578	581	553	172	A
socket-N	3	6	5	2	0	0	0	0	N
socket-V	3	6	5	2	0	0	0	0	V
sock-N	4	4	3	1	578	581	553	172	N
sock-V	4	4	3	1	578	581	553	172	V
soda-N	3	4	4	2	536	600	544	0	N
sodden-J	2	6	4	2	0	0	0	0	J
sodden-V	2	6	4	2	0	0	0	0	V
sodium-N	12	6	6	2	403	511	423	0	N
sod-N	3	3	3	1	433	569	467	0	N
sod-V	3	3	3	1	433	569	467	0	V
sofa-N	6	4	4	2	564	629	597	0	N
soft-A	61	4	4	1	590	414	476	0	A
softener-N	2	8	5	2	0	0	0	0	N
softening-V	6	9	6	3	0	0	0	0	V
soften-V	4	6	4	2	0	0	0	0	V
soft-J	61	4	4	1	590	414	476	0	J
softly-A	31	6	6	2	524	363	456	0	A
soft-N	61	4	4	1	590	414	476	0	N
soft-V	61	4	4	1	590	414	476	0	V
soggy-J	3	5	4	2	0	0	0	0	J
soil-N	54	4	3	1	516	581	566	347	N
soil-V	54	4	3	1	516	581	566	347	V
soiree-N	1	6	5	2	0	0	0	0	N
sojourner-N	3	9	6	3	0	0	0	0	N
sojourn-N	5	7	5	2	0	0	0	0	N
sojourn-V	5	7	5	2	0	0	0	0	V
solace-N	6	6	5	2	0	0	0	0	N
solace-V	6	6	5	2	0	0	0	0	V
solar-J	16	5	4	2	0	0	0	0	J
solar-N	16	5	5	2	0	0	0	0	N
soldering-V	1	9	8	3	0	0	0	0	V
solder-N	4	6	5	2	0	0	0	0	N
solder-V	4	6	5	2	0	0	0	0	V
soldiering-V	1	10	8	3	0	0	0	0	V
soldierly-J	1	9	7	3	0	0	0	0	J
soldier-N	39	7	5	2	517	578	578	275	N
soldier-V	39	7	6	2	517	578	578	275	V
soldiery-N	1	8	7	3	0	0	0	0	N
sold-N	47	4	4	1	544	310	408	308	N
sold-V	47	4	4	1	544	310	408	308	V
sole-J	18	4	3	1	473	484	462	0	J
solely-A	20	6	5	3	0	0	0	0	A
solemnity-N	1	9	9	4	361	289	314	597	N
solemn-J	12	6	5	2	453	322	392	0	J
sole-N	18	4	3	1	473	484	462	0	N
solenoid-N	1	8	7	3	0	0	0	0	N
sole-V	18	4	3	1	473	484	462	0	V
solicit-N	1	7	7	3	0	0	0	0	N
solicitor-N	6	9	8	4	0	0	0	0	N
solicitous-J	2	10	9	4	0	0	0	0	J
solicitude-N	3	10	10	4	0	0	0	0	N
solicit-V	1	7	7	3	0	0	0	0	V
solid-A	77	5	5	2	0	0	0	0	A
solidarity-N	13	10	10	5	0	0	0	0	N
solidity-N	4	8	8	4	0	0	0	0	N
solid-J	77	5	5	2	0	0	0	0	J
solid-N	77	5	5	2	0	0	0	0	N
solipsism-N	1	9	10	4	0	0	0	0	N
solitary-J	14	8	8	4	0	0	0	0	J
solitary-N	14	8	8	4	0	0	0	0	N
solitude-N	2	8	8	3	0	0	0	0	N
sol-N	3	3	3	1	0	0	0	0	N
soloist-N	9	7	7	3	0	0	0	0	N
solo-J	7	4	4	2	0	0	0	0	J
solo-N	7	4	4	2	0	0	0	0	N
solo-V	7	4	4	2	0	0	0	0	V
solstice-N	1	8	7	2	0	0	0	0	N
soluble-J	3	7	7	3	0	0	0	0	J
solution-N	59	8	7	3	548	388	391	506	N
solution-V	59	8	6	3	548	388	391	506	V
solve-N	20	5	4	1	0	0	0	0	N
solvency-N	1	8	8	3	0	0	0	0	N
solvent-J	5	7	7	2	0	0	0	0	J
solvent-N	5	7	7	2	0	0	0	0	N
solve-V	20	5	4	1	0	0	0	0	V
somatic-J	2	7	7	3	0	0	0	0	J
somatic-N	2	7	7	3	0	0	0	0	N
sombre-J	2	6	5	2	0	0	0	0	J
sombre-N	2	6	6	1	0	0	0	0	N
sombre-V	2	6	6	1	0	0	0	0	V
some-A	1617	4	3	1	578	286	302	0	A
somebody-N	57	8	7	4	0	0	0	0	N
somebody-U	57	8	7	4	0	0	0	0	U
somehow-A	72	7	5	2	0	0	0	0	A
some-J	1617	4	3	1	578	286	302	0	J
some-N	1617	4	3	1	578	286	302	0	N
someone-N	94	7	6	2	0	0	0	0	N
someone-U	94	7	6	2	0	0	0	0	U
somersault-N	2	10	8	3	402	482	562	369	N
somersault-V	2	10	8	3	402	482	562	369	V
something-A	450	9	6	2	0	0	0	0	A
something-J	450	9	6	3	0	0	0	0	J
something-N	450	9	6	3	0	0	0	0	N
something-U	450	9	6	3	0	0	0	0	U
sometime-A	11	8	6	2	0	0	0	0	A
sometime-J	11	8	6	3	0	0	0	0	J
sometimes-A	221	9	7	2	593	0	259	0	A
some-U	1617	4	3	1	578	286	302	0	U
somewhat-A	127	8	6	2	0	0	0	0	A
somewhat-N	127	8	6	3	0	0	0	0	N
somewhere-A	60	9	5	2	0	0	0	0	A
somewhere-N	60	9	6	3	0	0	0	0	N
somnolence-N	1	10	9	3	0	0	0	0	N
somnolent-J	2	9	9	3	0	0	0	0	J
sonar-N	7	5	4	2	0	0	0	0	N
sonata-N	9	6	6	3	313	491	441	0	N
song-N	70	4	3	1	603	514	578	242	N
son-N	166	3	3	1	607	0	560	0	N
sonnet-N	3	6	5	2	0	0	0	0	N
sonnet-V	3	6	5	2	0	0	0	0	V
sonny-N	2	5	4	2	0	0	0	0	N
sonogram-N	1	8	8	3	0	0	0	0	N
sonority-N	1	8	8	4	0	0	0	0	N
sonorous-J	1	8	7	3	0	0	0	0	J
soon-A	199	4	3	1	547	261	278	0	A
sooner-A	17	6	5	2	0	0	0	0	A
soon-J	199	4	3	1	547	261	278	0	J
soot-A	1	4	3	1	390	563	531	0	A
soothe-V	2	6	3	1	0	0	0	0	V
soothsayer-N	1	10	6	3	0	0	0	0	N
soot-J	1	4	3	1	390	563	531	0	J
soot-N	1	4	3	1	390	563	531	0	N
soot-V	1	4	3	1	390	563	531	0	V
sophoclean-J	1	10	9	4	0	0	0	0	J
sophomore-N	5	9	6	3	0	0	0	0	N
sop-N	1	3	3	1	259	373	294	536	N
soprano-J	6	7	7	3	373	497	535	519	J
soprano-N	6	7	7	3	373	497	535	519	N
sop-V	1	3	3	1	259	373	294	536	V
sorcery-N	1	7	6	3	0	0	0	0	N
sordid-J	3	6	5	2	0	0	0	0	J
sore-A	10	4	2	1	544	502	486	0	A
sore-J	10	4	2	1	544	502	486	0	J
sorely-A	3	6	4	3	0	0	0	0	A
sore-N	10	4	2	1	544	502	486	0	N
sore-V	10	4	3	1	544	502	486	0	V
sorghum-N	3	7	5	2	0	0	0	0	N
sorority-N	1	8	8	4	0	0	0	0	N
sorrel-J	2	6	5	2	0	0	0	0	J
sorrel-N	2	6	5	2	0	0	0	0	N
sorrow-N	9	6	4	2	486	282	429	394	N
sorrow-V	9	6	4	2	486	282	429	394	V
sorry-J	48	5	4	2	0	0	0	0	J
sortie-N	2	6	4	2	0	0	0	0	N
sort-N	164	4	3	1	0	0	0	0	N
sort-V	164	4	3	1	0	0	0	0	V
souffle-J	1	7	5	1	0	0	0	0	J
souffle-N	1	7	4	2	0	0	0	0	N
souffle-N	1	7	5	2	0	0	0	0	N
sought-V	55	6	3	1	0	0	0	0	V
soulful-J	1	7	6	2	0	0	0	0	J
soul-N	47	4	3	1	544	289	366	0	N
soul-V	47	4	3	1	544	289	366	0	V
sou-N	1	3	2	1	0	0	0	0	N
sound-A	204	5	4	1	597	502	497	300	A
sounder-N	5	7	6	2	0	0	0	0	N
sounding-V	3	8	6	2	0	0	0	0	V
sound-J	204	5	4	1	597	502	497	300	J
sound-N	204	5	4	1	597	502	497	300	N
sound-V	204	5	4	1	597	502	497	300	V
soup-N	16	4	3	1	576	615	604	0	N
soup-V	16	4	3	1	576	615	604	0	V
sour-A	3	4	4	1	533	458	495	0	A
source-N	94	6	3	1	0	0	0	0	N
sour-J	3	4	3	2	533	458	495	0	J
sour-N	3	4	4	1	533	458	495	0	N
sour-V	3	4	3	2	533	458	495	0	V
south-A	240	5	3	1	540	347	476	0	A
southern-A	137	8	5	2	0	0	0	0	A
southerner-N	8	10	6	3	0	0	0	0	N
southern-J	137	8	5	2	0	0	0	0	J
southern-N	137	8	5	2	0	0	0	0	N
southern-V	137	8	5	2	0	0	0	0	V
south-J	240	5	3	1	540	347	476	0	J
south-N	240	5	3	1	540	347	476	0	N
south-R	240	5	3	1	540	347	476	0	R
south-V	240	5	3	1	540	347	476	0	V
southward-A	8	9	6	2	0	0	0	0	A
southward-J	8	9	6	2	0	0	0	0	J
southward-N	8	9	6	2	0	0	0	0	N
souvenir-N	2	8	6	3	0	0	0	0	N
sovereign-J	30	9	6	2	0	0	0	0	J
sovereign-N	30	9	6	2	0	0	0	0	N
soviet-J	129	6	6	3	0	0	0	0	J
soviet-N	129	6	6	3	0	0	0	0	N
sow-N	3	3	2	1	428	504	479	0	N
sow-V	3	3	2	1	428	504	479	0	V
soy-N	1	3	2	1	0	0	0	0	N
space-N	184	5	4	1	576	381	538	319	N
space-V	184	5	4	1	576	381	538	319	V
spacious-J	9	8	6	2	0	0	0	0	J
spade-N	10	5	4	1	513	565	578	0	N
spade-V	10	5	4	1	513	565	578	0	V
spaghetti-N	1	9	7	3	0	0	0	0	N
spa-N	2	3	3	1	0	0	0	0	N
spangled-V	1	8	7	2	0	0	0	0	V
spangle-N	1	7	6	2	344	371	356	0	N
spangle-V	1	7	6	2	344	371	356	0	V
spanish-J	36	7	6	2	0	0	0	0	J
span-J	19	4	4	1	449	352	381	456	J
span-N	19	4	4	1	449	352	381	456	N
span-V	19	4	4	1	449	352	381	456	V
spare-A	23	5	4	1	552	313	316	364	A
spare-J	23	5	3	1	552	313	316	364	J
spare-N	23	5	4	1	552	313	316	364	N
spare-V	23	5	3	1	552	313	316	364	V
